col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,division
Mark B Cohen,,,,,,,,,,37,218,331,272,303,198,183,216,191,142,246,227,135,198,134,151,144,129,60,165,101,66,50,30,3,1,1,0,All
Deborah Cianfrani,,,,,,,,,,,9,216,220,133,148,375,322,201,229,197,171,162,190,198,143,186,197,198,44,93,60,30,19,3,1,1,0,All
Deborah Canty,,,,,,,,,,,,8,241,309,234,132,231,299,121,209,222,238,211,105,195,94,107,62,202,127,88,47,40,3,2,0,0,All
Zac Shaffer,,,,,,,,,,,,,5,284,186,209,66,146,290,172,303,157,316,99,73,51,40,217,157,33,47,24,22,2,0,1,0,All
Leon Goodman,,,,,,,,,,,,,,8,191,123,132,160,124,214,212,161,214,98,162,97,90,95,183,105,105,56,44,1,0,0,0,All
Lucretia C Clemons,,,,,,,,,,,,,,,5,78,143,266,189,69,113,249,103,140,210,51,46,71,38,136,116,53,35,1,0,0,0,All
Vincent Furlong,,,,,,,,,,,,,,,,2,207,89,215,186,167,71,186,177,73,172,169,192,46,51,37,36,26,1,0,0,0,All
Rania Major,,,,,,,,,,,,,,,,,3,200,83,184,58,157,38,192,150,187,209,49,48,100,51,43,32,3,0,1,0,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,3,166,80,66,311,59,164,143,95,88,59,74,103,81,37,30,1,0,2,0,All
Daniel R Sulman,,,,,,,,,,,,,,,,,,,3,80,172,155,182,117,57,62,56,203,52,38,40,26,30,1,0,2,0,All
John Macoretta,,,,,,,,,,,,,,,,,,,,7,140,65,148,181,36,165,196,45,152,43,30,24,31,3,1,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,5,55,316,29,101,34,24,162,115,43,43,30,30,2,0,1,0,All
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,0,53,116,116,66,69,64,41,93,74,27,29,1,2,1,0,All
David Conroy,,,,,,,,,,,,,,,,,,,,,,,1,22,77,27,31,162,131,35,31,26,18,2,0,0,0,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,4,42,155,169,33,46,45,49,13,20,2,0,1,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,1,55,30,48,22,149,83,56,38,1,1,0,0,All
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,5,175,38,46,43,39,31,27,0,0,1,0,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,59,23,30,13,24,0,0,1,0,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,33,26,22,17,17,0,0,0,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,22,30,13,23,0,0,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,70,48,33,1,2,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,32,34,0,0,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,0,1,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,374",610,544,462,248,28,"1,078",847,830,800,764,731,644,617,595,593,585,561,517,515,495,466,462,431,388,372,344,326,280,272,216,125,108,7,4,3,0,All
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Ellen Ceisler,Todd Eagen,Timothy Barry,Joe Cosgrove,Irene M Clark,Bryan Barbin,Vikki Kristiansson,Zac Shaffer,Deborah Cianfrani,Shanese Johnson,Danyl S Patterson,Vincent Furlong,Leon Goodman,Mark B Cohen,Vincent Melchiorre,Deborah Canty,David Conroy,Daniel R Sulman,Rania Major,John Macoretta,Stella Tsai,Leonard Deutchman,Brian Mclaughlin,Wendi Barish,Crystal B Powell,Henry Mcgregor Sias,Jennifer Schultz,Lucretia C Clemons,Lawrence J Bozzelli,Terri M Booker,Mark J Moore,Jon Marshall,Bill Rice,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,1
Ellen Ceisler,1,24,5,6,2,1,28,31,27,30,22,24,13,11,23,14,16,22,14,5,11,5,4,10,9,4,8,7,3,5,1,4,2,0,0,0,0,1
Todd Eagen,,0,0,1,0,0,20,24,17,16,16,18,9,3,20,5,13,17,3,2,2,2,1,4,2,2,1,1,1,2,0,1,0,0,0,0,0,1
Timothy Barry,,,1,5,1,0,6,4,8,7,2,10,4,6,2,3,2,3,11,6,10,1,6,2,1,7,2,1,6,1,0,1,1,0,0,0,0,1
Joe Cosgrove,,,,0,0,0,8,3,10,5,1,7,2,4,2,4,0,3,9,5,7,0,8,4,3,5,3,2,4,2,1,1,0,0,0,0,0,1
Irene M Clark,,,,,0,0,2,1,1,2,1,0,1,1,0,2,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Bryan Barbin,,,,,,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Vikki Kristiansson,,,,,,,2,32,26,24,27,27,13,13,20,15,23,19,6,14,7,10,3,2,3,5,3,2,4,1,1,2,0,0,0,0,0,1
Zac Shaffer,,,,,,,,1,25,21,26,22,20,16,24,15,24,18,5,12,5,11,1,6,2,2,3,1,1,1,0,1,1,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,2,22,16,25,7,5,20,7,16,16,11,7,10,1,5,7,2,4,5,2,5,1,1,0,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,0,17,23,6,4,18,9,14,15,10,2,8,0,2,4,7,6,5,6,3,6,2,2,1,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,0,15,16,13,17,16,25,14,2,10,2,11,1,1,6,0,3,3,0,3,3,2,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,0,4,3,21,3,14,19,8,6,6,0,4,2,2,6,0,2,5,2,1,3,1,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,0,17,8,18,10,4,7,11,6,12,1,8,4,2,4,3,2,3,3,1,1,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,,,,2,4,12,10,3,7,11,5,11,3,4,3,2,2,1,1,1,0,2,1,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,0,5,14,19,4,2,1,1,0,6,3,1,1,2,0,4,2,1,1,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,,,,0,11,2,7,11,6,11,0,8,8,0,6,6,1,5,2,1,1,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,,,,0,12,0,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,0,4,3,1,3,2,2,1,2,2,0,1,1,0,3,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,,,0,4,12,1,7,9,7,8,6,5,6,5,0,3,2,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,0,3,11,5,0,0,4,0,1,4,0,0,1,0,0,0,0,0,1
Stella Tsai,,,,,,,,,,,,,,,,,,,,,0,0,5,5,5,6,3,5,5,2,0,0,2,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,2,1,0,0,0,1,0,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,0,1,1,5,1,0,5,0,0,2,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,5,3,2,2,0,0,1,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,8,0,6,2,1,1,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,2,0,2,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,1,0,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,2,0,1,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,53,30,23,19,3,1,46,45,39,37,34,34,29,29,28,27,26,23,22,21,18,14,12,12,11,11,9,9,8,8,5,4,2,0,0,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,2
,Vikki Kristiansson,Deborah Canty,Mark B Cohen,Shanese Johnson,Stella Tsai,Leon Goodman,Zac Shaffer,Deborah Cianfrani,John Macoretta,Rania Major,Vincent Furlong,Daniel R Sulman,David Conroy,Danyl S Patterson,Jennifer Schultz,Lawrence J Bozzelli,Henry Mcgregor Sias,Leonard Deutchman,Vincent Melchiorre,Wendi Barish,Lucretia C Clemons,Brian Mclaughlin,Crystal B Powell,Mark J Moore,Terri M Booker,Bill Rice,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Joe Cosgrove,Ellen Ceisler,Timothy Barry,Todd Eagen,Irene M Clark,Bryan Barbin,2
Vikki Kristiansson,0,22,22,17,14,17,16,23,23,19,18,9,17,16,9,18,15,14,6,3,3,10,2,0,2,0,1,0,0,0,0,20,19,16,13,4,0,2
Deborah Canty,,0,20,13,6,17,13,6,15,12,5,5,11,9,13,11,7,15,3,5,7,4,6,3,4,1,2,0,0,0,0,16,16,12,9,2,0,2
Mark B Cohen,,,0,10,9,16,14,7,17,14,8,6,8,8,12,10,11,13,1,3,7,4,4,4,4,2,0,0,0,0,0,13,15,11,6,4,0,2
Shanese Johnson,,,,0,10,9,9,16,8,13,14,11,9,8,7,8,7,3,8,4,7,4,6,5,4,1,1,0,0,0,0,14,17,13,10,2,0,2
Stella Tsai,,,,,0,11,8,17,11,16,13,12,6,6,8,11,12,1,9,13,8,9,4,3,2,2,1,0,0,0,0,18,12,19,4,1,0,2
Leon Goodman,,,,,,0,20,5,13,6,7,13,13,12,8,5,3,13,9,11,7,4,3,4,5,1,1,0,0,0,0,15,16,8,9,2,0,2
Zac Shaffer,,,,,,,0,8,13,1,8,15,18,18,3,0,1,11,12,8,6,2,3,2,2,0,0,0,0,0,0,14,14,5,10,2,0,2
Deborah Cianfrani,,,,,,,,0,11,13,18,11,11,9,5,11,11,2,7,4,2,10,3,1,1,1,0,0,0,0,0,13,11,14,10,1,0,2
John Macoretta,,,,,,,,,0,10,10,5,8,8,4,9,10,10,2,3,4,4,1,1,2,0,1,0,0,0,0,14,10,11,5,3,0,2
Rania Major,,,,,,,,,,0,10,4,2,3,10,17,14,5,2,6,5,8,4,4,3,1,1,0,0,0,0,17,8,17,6,2,0,2
Vincent Furlong,,,,,,,,,,,0,11,9,8,8,11,11,1,7,4,3,8,2,2,1,2,2,0,0,0,0,9,12,13,8,1,0,2
Daniel R Sulman,,,,,,,,,,,,0,10,11,7,3,3,3,14,11,6,4,3,1,1,1,1,0,0,0,0,10,14,6,7,1,0,2
David Conroy,,,,,,,,,,,,,0,18,3,2,2,8,10,4,6,3,4,0,0,0,0,0,0,0,0,10,13,3,12,0,0,2
Danyl S Patterson,,,,,,,,,,,,,,0,3,2,1,6,10,5,5,1,2,0,0,0,0,0,0,0,0,8,12,3,9,1,0,2
Jennifer Schultz,,,,,,,,,,,,,,,1,8,6,6,4,8,6,5,3,3,2,2,2,0,0,0,0,8,12,6,5,1,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,0,15,6,2,2,2,9,1,0,2,0,2,0,0,0,0,12,8,15,2,1,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,0,4,0,2,1,6,0,0,0,1,0,0,0,0,0,9,6,11,2,2,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,0,3,1,2,3,3,2,2,0,1,0,0,0,0,6,6,6,6,2,0,2
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,0,8,6,2,4,1,1,0,1,0,0,0,0,6,12,4,7,1,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,0,6,1,1,3,2,2,2,0,0,0,0,11,9,5,3,0,0,2
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,0,2,4,3,3,1,0,0,0,0,0,10,9,4,1,1,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,0,0,0,0,0,0,9,3,12,2,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,0,4,4,1,1,0,0,0,0,4,4,7,4,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,1,0,0,0,0,3,2,6,3,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,0,0,0,4,4,5,1,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,2,2,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2,3,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Joe Cosgrove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,16,4,1,0,2
Ellen Ceisler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,10,2,0,2
Timothy Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,2
Todd Eagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2
Irene M Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Bryan Barbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,44,34,34,33,32,31,31,29,29,29,27,24,24,22,22,22,18,18,17,17,16,15,10,8,7,3,3,0,0,0,0,41,35,34,18,4,0,2
,Judge Of The Commonwealth Court - Democrat,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Ellen Ceisler,Timothy Barry,Todd Eagen,Joe Cosgrove,Irene M Clark,Bryan Barbin,Vikki Kristiansson,Stella Tsai,Deborah Cianfrani,Shanese Johnson,Danyl S Patterson,Daniel R Sulman,Zac Shaffer,David Conroy,Vincent Furlong,Brian Mclaughlin,Deborah Canty,John Macoretta,Rania Major,Vincent Melchiorre,Henry Mcgregor Sias,Jennifer Schultz,Leon Goodman,Lawrence J Bozzelli,Mark B Cohen,Leonard Deutchman,Terri M Booker,Jon Marshall,Mark J Moore,Crystal B Powell,Lucretia C Clemons,Wendi Barish,Bill Rice,Matthew C Monroe,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,3
Ellen Ceisler,0,5,11,3,5,0,14,10,12,10,12,13,13,11,8,5,8,5,4,10,5,6,6,4,3,3,6,4,4,3,3,3,1,0,0,0,0,3
Timothy Barry,,2,1,4,0,0,8,9,7,8,2,2,2,2,6,6,3,6,9,2,4,2,2,3,2,1,2,2,2,1,0,0,1,0,0,0,0,3
Todd Eagen,,,0,0,0,0,8,2,7,7,9,10,8,9,7,0,2,2,0,7,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,3
Joe Cosgrove,,,,0,0,0,3,6,4,2,1,1,2,0,3,6,2,3,4,1,5,0,2,4,2,1,1,2,1,0,1,1,0,0,0,0,0,3
Irene M Clark,,,,,0,0,2,3,2,1,0,1,1,0,1,1,1,2,1,0,2,4,2,1,1,1,3,1,1,3,0,2,0,0,0,0,0,3
Bryan Barbin,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Vikki Kristiansson,,,,,,,0,7,11,8,9,7,10,9,9,4,8,7,4,5,5,5,3,6,3,4,2,2,2,3,0,2,0,1,0,0,0,3
Stella Tsai,,,,,,,,0,9,8,3,4,3,2,5,7,4,6,9,3,6,5,5,5,3,1,4,2,2,2,2,3,1,0,0,0,0,3
Deborah Cianfrani,,,,,,,,,0,11,6,7,6,6,9,3,3,5,7,5,5,2,0,3,2,0,3,0,2,1,1,1,0,0,0,0,0,3
Shanese Johnson,,,,,,,,,,0,5,8,6,5,7,3,2,3,6,5,2,2,2,2,1,1,0,0,0,1,1,1,0,0,0,0,0,3
Danyl S Patterson,,,,,,,,,,,0,10,11,13,4,0,2,3,0,8,0,0,3,0,3,2,1,0,1,0,2,1,0,1,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,0,9,9,7,2,0,2,1,9,1,1,3,0,0,2,1,1,0,0,2,1,0,0,0,0,0,3
Zac Shaffer,,,,,,,,,,,,,0,10,4,1,3,2,0,9,1,1,4,2,1,3,1,1,2,1,2,2,0,0,0,0,0,3
David Conroy,,,,,,,,,,,,,,0,4,0,2,3,0,7,0,0,2,0,2,2,1,0,1,0,1,0,0,1,0,0,0,3
Vincent Furlong,,,,,,,,,,,,,,,0,4,1,5,4,5,4,1,2,2,1,1,2,3,1,1,0,0,1,0,0,0,0,3
Brian Mclaughlin,,,,,,,,,,,,,,,,0,3,5,5,0,6,2,3,4,2,3,2,3,1,0,0,0,0,0,0,0,0,3
Deborah Canty,,,,,,,,,,,,,,,,,1,5,3,0,4,5,3,4,3,4,2,3,1,2,1,1,0,0,0,0,0,3
John Macoretta,,,,,,,,,,,,,,,,,,0,6,0,6,4,4,3,3,4,2,2,1,1,1,0,0,1,0,0,0,3
Rania Major,,,,,,,,,,,,,,,,,,,0,1,6,3,2,4,1,2,2,1,2,0,0,0,1,0,0,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,1,1,1,0,2,1,1,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,0,2,2,6,2,3,3,3,2,0,0,0,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,2,2,1,1,4,1,2,0,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,3,3,1,1,1,2,1,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,2,1,1,0,1,0,0,0,0,0,3
Mark B Cohen,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,1,0,1,0,1,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,0,0,0,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,0,1,1,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,1,0,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,3
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,3
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,27,22,12,8,5,0,22,17,16,16,15,14,14,13,13,12,12,12,11,10,9,9,8,7,7,6,6,5,5,4,3,3,2,1,0,0,0,3
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Commonwealth Court - Democrat,,,,,,4
,Leon Goodman,Mark B Cohen,Vikki Kristiansson,Deborah Canty,John Macoretta,Zac Shaffer,Shanese Johnson,Stella Tsai,Danyl S Patterson,Leonard Deutchman,David Conroy,Lucretia C Clemons,Deborah Cianfrani,Rania Major,Crystal B Powell,Vincent Furlong,Jennifer Schultz,Wendi Barish,Henry Mcgregor Sias,Lawrence J Bozzelli,Terri M Booker,Brian Mclaughlin,Mark J Moore,Jon Marshall,Vincent Melchiorre,Bill Rice,Daniel R Sulman,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,Ellen Ceisler,Timothy Barry,Joe Cosgrove,Irene M Clark,Todd Eagen,Bryan Barbin,4
Leon Goodman,2,12,10,11,11,14,4,3,9,11,8,6,0,2,2,1,1,3,0,0,2,0,4,3,3,1,0,0,0,0,0,7,2,3,2,1,0,4
Mark B Cohen,,1,13,11,12,11,5,1,10,11,10,6,2,3,4,3,1,1,0,1,3,1,4,2,1,1,1,0,0,0,0,7,1,2,2,1,0,4
Vikki Kristiansson,,,0,11,14,11,2,6,9,10,9,4,4,5,3,5,2,1,4,3,1,3,2,1,0,0,1,0,0,0,0,5,4,4,2,1,0,4
Deborah Canty,,,,0,9,12,4,5,10,10,8,5,2,3,3,2,5,4,0,0,1,0,1,1,0,0,1,0,0,0,0,7,0,2,3,2,0,4
John Macoretta,,,,,1,11,2,4,9,11,9,3,4,3,0,4,0,1,3,4,0,4,2,2,1,0,0,0,0,0,0,2,4,5,1,0,0,4
Zac Shaffer,,,,,,0,1,5,9,11,9,4,1,1,2,1,1,3,1,0,1,0,2,2,2,0,0,0,0,0,0,6,1,3,2,1,0,4
Shanese Johnson,,,,,,,1,4,2,1,1,8,3,5,5,3,4,4,0,2,4,1,2,2,2,1,2,0,0,0,0,9,5,2,3,0,0,4
Stella Tsai,,,,,,,,0,2,0,2,5,5,5,4,5,5,5,5,3,2,3,0,1,2,0,1,0,0,0,0,7,6,5,3,1,0,4
Danyl S Patterson,,,,,,,,,0,8,9,3,0,1,1,1,3,2,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,3,1,0,0,4
Leonard Deutchman,,,,,,,,,,0,8,2,1,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,2,0,1,1,0,0,4
David Conroy,,,,,,,,,,,0,1,2,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,2,1,1,0,4
Lucretia C Clemons,,,,,,,,,,,,0,1,3,5,2,5,5,0,0,4,0,4,2,3,1,2,0,0,0,0,9,2,3,3,0,0,4
Deborah Cianfrani,,,,,,,,,,,,,0,5,1,4,1,1,3,5,1,4,0,0,0,1,0,0,0,0,0,3,3,5,1,2,0,4
Rania Major,,,,,,,,,,,,,,0,3,4,2,2,3,4,1,3,1,0,1,0,0,0,0,0,0,6,4,4,1,1,0,4
Crystal B Powell,,,,,,,,,,,,,,,1,1,2,1,1,0,4,0,2,1,1,1,2,0,0,0,0,7,1,0,3,1,0,4
Vincent Furlong,,,,,,,,,,,,,,,,0,2,2,4,4,1,4,0,0,0,0,1,0,0,0,0,3,4,4,0,0,0,4
Jennifer Schultz,,,,,,,,,,,,,,,,,0,4,1,0,1,0,0,0,1,0,1,0,0,0,0,5,1,2,2,1,0,4
