col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,division
Lucretia C Clemons,,,,,,,,,,,,,,0,46,27,66,18,14,33,31,57,38,26,13,16,9,0,0,0,0,97,19,25,8,10,6,5,All
Danyl S Patterson,,,,,,,,,,,,,,,1,9,16,15,13,72,96,29,14,13,3,15,10,2,0,1,0,71,19,26,7,10,24,3,All
Brian Mclaughlin,,,,,,,,,,,,,,,,0,30,80,81,11,6,24,16,13,12,9,16,1,0,0,0,47,29,19,37,14,7,1,All
Jennifer Schultz,,,,,,,,,,,,,,,,,0,25,20,18,13,42,31,25,26,14,8,1,1,1,0,91,22,9,15,9,10,2,All
John Macoretta,,,,,,,,,,,,,,,,,,0,86,11,11,15,9,12,16,9,12,1,1,0,0,47,26,12,37,21,6,3,All
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,0,10,10,18,10,8,17,3,12,0,0,0,0,37,24,15,35,16,7,2,All
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,0,68,34,9,13,12,4,4,0,0,0,0,51,15,22,14,5,19,3,All
David Conroy,,,,,,,,,,,,,,,,,,,,,0,25,7,9,7,12,6,0,0,0,0,56,18,16,6,8,17,5,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,23,21,22,18,12,0,1,0,0,68,15,21,10,9,6,3,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,2,18,2,11,16,0,0,0,0,38,12,9,5,7,5,4,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,0,9,13,11,1,0,0,0,29,11,9,7,3,2,1,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,0,12,3,2,1,1,0,21,12,3,6,1,4,3,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,1,0,1,0,20,13,4,4,5,2,2,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,6,8,8,4,5,6,1,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,2,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,All
Lawrence S Krasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,0,0,0,0,0,All
Joe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,0,0,0,0,All
Tariq Karim El Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,0,0,0,All
Rich Negrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,All
Michael W Untermeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,0,All
Teresa Carr Deni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,All
John O Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,424,333,320,256,226,221,207,199,198,188,187,184,176,174,169,160,160,157,140,136,134,134,82,64,51,50,38,4,1,1,0,389,162,147,119,99,49,13,All
,District Attorney - Democrat,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Lawrence S Krasner,Joe Khan,Rich Negrin,Tariq Karim El Shabazz,Teresa Carr Deni,Michael W Untermeyer,John O Neill,Stella Tsai,Vikki Kristiansson,Deborah Canty,Shanese Johnson,Deborah Cianfrani,Wendi Barish,Henry Mcgregor Sias,Jennifer Schultz,Lucretia C Clemons,Rania Major,Mark B Cohen,Daniel R Sulman,Zac Shaffer,Crystal B Powell,John Macoretta,Danyl S Patterson,Lawrence J Bozzelli,Brian Mclaughlin,Vincent Furlong,Terri M Booker,Vincent Melchiorre,Leon Goodman,Leonard Deutchman,Mark J Moore,David Conroy,Jon Marshall,Bill Rice,Dawn M Tancredi,Matthew C Monroe,Betsy Wahl,Christian Dicicco,1
Lawrence S Krasner,13,0,0,0,0,0,0,49,33,36,30,25,28,31,33,30,19,20,19,22,15,11,14,10,9,7,12,9,11,8,13,8,2,3,0,0,0,0,1
Joe Khan,,2,0,0,0,0,0,20,10,12,11,13,14,10,8,3,11,5,13,8,4,5,2,7,8,9,1,6,6,6,2,4,3,0,0,0,0,0,1
Rich Negrin,,,7,0,0,0,0,5,7,3,5,6,1,4,2,2,4,3,1,2,1,5,0,2,4,3,1,1,0,1,1,0,0,0,0,0,0,0,1
Tariq Karim El Shabazz,,,,1,0,0,0,8,4,4,8,6,5,3,2,7,6,8,3,1,5,4,5,4,2,2,2,2,2,0,0,2,1,1,0,0,0,0,1
Teresa Carr Deni,,,,,0,0,0,5,5,3,4,5,3,1,4,3,4,1,1,2,4,2,4,1,1,1,2,1,2,2,0,1,2,0,1,1,0,0,1
Michael W Untermeyer,,,,,,0,0,2,2,1,1,2,2,3,1,1,0,1,1,2,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
John O Neill,,,,,,,0,1,2,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,0,1,1,0,0,0,0,1
Stella Tsai,,,,,,,,0,49,42,41,48,41,39,37,37,32,20,27,28,21,16,17,17,18,16,14,17,16,9,12,12,5,2,0,0,0,0,1
Vikki Kristiansson,,,,,,,,,0,31,25,31,30,30,30,26,26,14,15,18,9,18,10,16,13,14,10,3,9,9,4,5,3,1,0,0,0,0,1
Deborah Canty,,,,,,,,,,0,27,27,36,20,36,31,23,14,16,19,17,6,10,10,9,8,10,7,10,6,10,5,2,1,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,1,37,24,21,22,20,29,13,15,14,22,12,13,9,11,13,12,11,9,5,6,7,2,0,0,0,0,0,1
Deborah Cianfrani,,,,,,,,,,,,0,24,23,24,16,29,15,12,13,18,12,12,14,13,14,13,12,6,2,4,7,1,1,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,0,22,32,26,21,6,18,12,13,7,7,8,7,11,9,7,13,10,6,6,3,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,0,17,18,18,14,18,16,1,16,7,13,13,13,3,6,7,5,6,1,2,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,0,25,23,12,10,13,14,7,5,4,6,4,9,7,9,10,10,4,5,1,1,1,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,,,0,13,11,12,17,16,5,12,4,7,4,11,5,12,5,10,8,5,1,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,,0,10,7,6,15,13,5,11,12,8,7,4,3,4,4,1,3,2,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,,,,,,,,1,12,11,6,10,7,10,7,6,6,8,4,3,7,3,1,2,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,,,,,,,,0,21,7,6,14,6,5,7,1,13,8,6,4,10,1,0,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,,,,,,0,8,2,15,5,2,4,5,18,7,5,6,11,4,2,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,0,4,12,1,3,3,14,8,4,1,6,5,2,4,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,,,0,4,15,12,12,3,2,4,7,3,1,3,3,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,0,4,1,3,6,8,2,2,2,8,3,3,1,1,0,0,1
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,0,12,15,4,2,2,7,5,5,1,2,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,,,,,0,14,2,0,4,4,3,1,2,2,0,0,0,0,1
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,5,7,2,3,1,1,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,1,5,2,2,4,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,3,7,0,1,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,4,2,4,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,5,1,1,1,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,94,35,18,15,8,3,2,93,64,61,61,59,55,53,52,49,44,40,39,39,31,29,27,27,26,24,22,22,21,18,18,17,9,5,1,1,0,0,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Attorney - Democrat,,,,,,,2
,Deborah Cianfrani,Shanese Johnson,Stella Tsai,Vincent Melchiorre,Crystal B Powell,Mark B Cohen,Zac Shaffer,Danyl S Patterson,Daniel R Sulman,Brian Mclaughlin,David Conroy,John Macoretta,Vincent Furlong,Lawrence J Bozzelli,Henry Mcgregor Sias,Rania Major,Deborah Canty,Leon Goodman,Lucretia C Clemons,Vikki Kristiansson,Terri M Booker,Wendi Barish,Jennifer Schultz,Mark J Moore,Bill Rice,Leonard Deutchman,Jon Marshall,Matthew C Monroe,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Lawrence S Krasner,Tariq Karim El Shabazz,Joe Khan,Rich Negrin,Michael W Untermeyer,Teresa Carr Deni,John O Neill,2
Deborah Cianfrani,0,27,23,18,18,10,16,20,14,12,16,11,10,9,7,10,7,4,6,6,6,3,1,5,6,1,0,0,0,0,0,7,7,6,6,4,6,0,2
Shanese Johnson,,0,22,19,19,9,14,18,16,11,14,10,10,9,6,10,5,4,7,6,6,2,2,5,6,0,1,0,0,0,0,9,6,6,5,3,7,0,2
Stella Tsai,,,0,19,13,8,15,18,16,8,15,7,10,7,8,6,2,1,3,6,1,3,1,3,1,1,1,0,0,0,0,8,6,5,10,4,2,0,2
Vincent Melchiorre,,,,0,17,5,18,18,19,3,15,1,3,2,2,2,3,3,3,1,0,3,3,4,1,1,0,0,0,0,0,7,7,2,2,1,5,0,2
Crystal B Powell,,,,,0,5,14,15,12,8,13,5,4,5,2,2,5,2,4,0,5,1,3,4,6,0,1,0,0,0,0,5,4,6,1,0,7,0,2
Mark B Cohen,,,,,,0,4,5,5,5,1,5,9,1,3,5,5,3,7,3,4,4,4,3,0,2,2,0,0,0,0,8,3,7,4,3,0,0,2
Zac Shaffer,,,,,,,0,14,15,4,13,2,3,1,4,1,4,4,3,0,2,5,3,3,0,1,0,0,0,0,0,6,6,3,2,2,4,0,2
Danyl S Patterson,,,,,,,,0,14,5,16,4,4,3,2,1,3,0,4,0,2,2,1,4,2,1,1,0,0,0,0,8,4,1,2,1,5,0,2
Daniel R Sulman,,,,,,,,,0,2,13,1,3,2,3,1,3,4,2,1,1,3,4,2,0,1,0,0,0,0,0,8,5,1,1,2,3,0,2
Brian Mclaughlin,,,,,,,,,,0,3,12,10,10,9,9,5,4,3,5,5,3,3,3,6,1,1,0,0,0,0,6,3,3,3,1,3,0,2
David Conroy,,,,,,,,,,,0,1,1,1,3,1,4,1,2,0,1,2,2,0,1,1,0,0,0,0,0,5,2,3,2,1,3,0,2
John Macoretta,,,,,,,,,,,,0,9,12,9,7,2,1,2,8,2,1,3,3,3,1,1,0,0,0,0,5,1,4,4,2,2,0,2
Vincent Furlong,,,,,,,,,,,,,0,7,9,8,1,2,3,6,2,2,2,1,1,1,1,0,0,0,0,5,2,2,5,4,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,0,8,7,2,1,0,6,2,0,1,2,4,0,0,0,0,0,0,2,1,2,4,3,3,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,0,8,3,1,0,6,1,1,2,1,0,0,0,0,0,0,0,3,3,1,5,1,0,0,2
Rania Major,,,,,,,,,,,,,,,,0,4,2,2,6,2,0,0,1,2,0,0,0,0,0,0,3,2,2,4,1,1,0,2
Deborah Canty,,,,,,,,,,,,,,,,,0,5,4,1,5,4,4,1,2,2,0,0,0,0,0,5,1,3,0,1,1,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,0,3,0,3,4,3,0,1,1,0,0,0,0,0,5,3,1,0,2,0,0,2
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,0,0,5,1,3,1,1,1,1,0,0,0,0,4,2,1,1,2,0,0,2
Vikki Kristiansson,,,,,,,,,,,,,,,,,,,,1,0,1,2,1,0,1,0,0,0,0,0,2,1,2,3,1,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,1,2,2,1,3,0,0,0,0,0,0,3,1,2,0,1,1,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,3,1,0,0,0,0,3,1,2,0,3,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3,0,0,0,0,0,5,0,2,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,0,0,0,0,1,3,2,0,0,1,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,2,0,0,3,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,2,0,1,0,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,0,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Lawrence S Krasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,0,0,0,0,2
Tariq Karim El Shabazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,2
Joe Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,2
Rich Negrin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,2
Michael W Untermeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,2
Teresa Carr Deni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2
John O Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,38,38,37,27,26,25,24,23,22,19,19,18,18,15,13,13,11,11,11,10,9,9,8,8,6,4,2,1,0,0,0,24,17,16,16,12,10,0,2
,District Attorney - Democrat,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Lawrence S Krasner,Joe Khan,Tariq Karim El Shabazz,Michael W Untermeyer,Rich Negrin,Teresa Carr Deni,John O Neill,Shanese Johnson,Stella Tsai,Deborah Cianfrani,Mark B Cohen,Crystal B Powell,Danyl S Patterson,Lucretia C Clemons,Rania Major,Vincent Furlong,Daniel R Sulman,Vikki Kristiansson,Zac Shaffer,Deborah Canty,Brian Mclaughlin,David Conroy,Leon Goodman,Vincent Melchiorre,Jennifer Schultz,Terri M Booker,Wendi Barish,Henry Mcgregor Sias,Lawrence J Bozzelli,John Macoretta,Mark J Moore,Bill Rice,Leonard Deutchman,Jon Marshall,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,3
Lawrence S Krasner,8,0,0,0,0,0,0,17,19,18,17,19,13,13,9,11,8,11,9,15,9,9,9,9,9,9,7,7,4,4,5,1,3,2,0,0,0,0,3
Joe Khan,,4,0,0,0,0,0,10,7,4,5,3,3,4,5,4,3,3,3,1,4,0,2,1,3,2,5,1,2,3,4,2,2,1,0,0,0,0,3
Tariq Karim El Shabazz,,,1,0,0,0,0,3,4,1,3,1,4,2,0,0,2,1,2,1,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
Michael W Untermeyer,,,,2,0,0,0,3,2,0,3,1,0,1,3,2,2,0,0,0,1,0,2,0,2,1,1,1,1,0,1,1,0,1,0,0,0,0,3
Rich Negrin,,,,,0,0,0,3,3,4,3,2,1,2,4,4,0,4,1,0,3,0,2,2,1,1,1,5,4,3,1,1,0,0,0,0,0,0,3
Teresa Carr Deni,,,,,,0,0,5,5,5,0,3,5,0,0,0,4,0,4,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
John O Neill,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3
Shanese Johnson,,,,,,,,0,24,24,11,19,17,14,11,9,12,8,11,10,6,10,7,11,10,10,8,5,4,5,6,2,2,2,0,0,0,0,3
Stella Tsai,,,,,,,,,0,27,8,16,12,11,12,10,11,11,10,6,9,10,4,8,8,6,6,8,7,7,4,0,2,1,0,0,0,0,3
Deborah Cianfrani,,,,,,,,,,0,7,14,11,8,12,10,9,11,8,7,11,10,1,7,9,6,5,8,8,9,2,0,3,0,0,0,0,0,3
Mark B Cohen,,,,,,,,,,,0,10,8,7,7,13,5,9,6,7,8,5,7,3,4,6,5,7,7,3,5,4,2,2,0,0,0,0,3
Crystal B Powell,,,,,,,,,,,,0,16,13,5,6,7,9,10,12,1,11,8,9,5,9,6,4,0,1,4,1,1,1,0,0,0,0,3
Danyl S Patterson,,,,,,,,,,,,,0,8,4,4,11,7,14,7,0,15,8,10,2,2,2,1,1,1,1,1,0,0,0,0,0,0,3
Lucretia C Clemons,,,,,,,,,,,,,,0,5,5,6,3,7,7,3,3,9,9,5,7,8,4,1,2,7,2,3,2,0,0,0,0,3
Rania Major,,,,,,,,,,,,,,,0,10,4,7,0,4,11,0,4,2,6,3,2,7,10,7,2,1,2,1,0,0,0,0,3
Vincent Furlong,,,,,,,,,,,,,,,,0,3,8,2,4,9,3,5,2,3,0,3,10,9,7,4,1,3,2,0,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,0,2,12,2,3,10,6,9,4,2,3,1,3,0,3,1,2,2,0,0,0,0,3
Vikki Kristiansson,,,,,,,,,,,,,,,,,,0,4,8,6,4,5,1,7,5,5,5,6,6,1,1,0,0,0,0,0,0,3
Zac Shaffer,,,,,,,,,,,,,,,,,,,0,4,2,12,7,10,2,2,4,0,0,0,2,1,1,1,0,0,0,0,3
Deborah Canty,,,,,,,,,,,,,,,,,,,,0,1,4,6,4,6,7,6,2,0,2,0,0,1,0,0,0,0,0,3
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,0,0,3,1,5,4,3,7,8,7,4,1,2,2,0,0,0,0,3
David Conroy,,,,,,,,,,,,,,,,,,,,,,0,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,0,6,5,4,5,3,2,1,4,3,2,3,0,0,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,0,0,2,0,1,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,,,0,7,8,4,3,1,4,1,4,1,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,3,1,2,4,3,0,2,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,3,3,2,3,2,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,5,3,1,1,0,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,1,2,0,0,0,0,0,3
John Macoretta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,4,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,47,22,12,8,7,6,1,41,41,33,31,29,26,23,21,21,19,19,19,18,17,16,16,16,15,15,15,14,12,11,11,5,5,4,0,0,0,0,3
,District Attorney - Democrat,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Lawrence S Krasner,Joe Khan,Tariq Karim El Shabazz,Michael W Untermeyer,Rich Negrin,Teresa Carr Deni,John O Neill,Stella Tsai,Deborah Cianfrani,Shanese Johnson,Zac Shaffer,Mark B Cohen,Rania Major,Brian Mclaughlin,Crystal B Powell,Vincent Furlong,Vikki Kristiansson,Daniel R Sulman,John Macoretta,Danyl S Patterson,Leon Goodman,David Conroy,Deborah Canty,Henry Mcgregor Sias,Vincent Melchiorre,Lawrence J Bozzelli,Lucretia C Clemons,Jennifer Schultz,Wendi Barish,Terri M Booker,Bill Rice,Jon Marshall,Leonard Deutchman,Mark J Moore,Matthew C Monroe,Betsy Wahl,Christian Dicicco,Dawn M Tancredi,4
Lawrence S Krasner,16,0,0,0,0,0,0,11,15,12,15,11,5,6,14,5,6,7,4,6,9,6,8,3,4,3,5,7,4,2,1,1,0,1,0,0,0,0,4
Joe Khan,,2,0,0,0,0,0,11,6,4,2,4,5,5,0,5,6,1,6,1,2,2,1,7,2,5,1,1,2,3,1,1,1,0,0,0,0,0,4
Tariq Karim El Shabazz,,,2,0,0,0,0,8,3,5,9,8,3,4,4,4,1,6,0,7,3,4,4,0,5,1,7,2,4,2,1,1,1,1,1,0,0,0,4
Michael W Untermeyer,,,,6,0,0,0,4,7,5,1,3,6,3,2,5,3,1,3,1,2,1,0,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,4
Rich Negrin,,,,,2,0,0,8,9,4,2,0,5,7,1,5,5,3,4,1,1,1,0,3,2,4,0,1,1,0,0,0,1,1,0,0,0,0,4
Teresa Carr Deni,,,,,,0,0,1,1,1,1,2,2,1,2,1,1,1,1,1,0,1,2,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,4
John O Neill,,,,,,,0,1,1,1,0,1,0,0,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Stella Tsai,,,,,,,,1,31,22,20,9,18,16,12,13,15,15,14,13,8,13,7,13,14,12,9,6,7,3,2,0,2,0,1,0,0,0,4
