col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,division
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,2,8,20,10,14,9,10,4,3,1,0,0,0,All
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,0,9,16,9,8,9,7,7,1,0,0,0,All
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,4,4,4,7,5,0,0,0,0,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,12,10,6,9,1,0,0,0,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,10,11,4,1,0,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,9,6,1,0,0,0,All
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4,0,0,0,0,All
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,0,0,All
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,334,302,207,129,94,231,204,199,166,162,142,125,116,113,109,106,92,90,89,86,83,82,74,72,65,63,56,43,33,31,26,24,1,1,0,0,All
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Carolyn H Nichols,Maria Mclaughlin,Geoff Moulton,Debbie Kunselman,Bill Caye,Deborah Cianfrani,Stella Tsai,Lawrence J Bozzelli,Vikki Kristiansson,Vincent Furlong,Shanese Johnson,Daniel R Sulman,Deborah Canty,Henry Mcgregor Sias,Mark B Cohen,Rania Major,Wendi Barish,Brian Mclaughlin,Jennifer Schultz,John Macoretta,Lucretia C Clemons,Zac Shaffer,Crystal B Powell,David Conroy,Leon Goodman,Vincent Melchiorre,Jon Marshall,Leonard Deutchman,Terri M Booker,Christian Dicicco,Danyl S Patterson,Betsy Wahl,Bill Rice,Dawn M Tancredi,Mark J Moore,Matthew C Monroe,1
Carolyn H Nichols,1,10,7,8,6,8,9,8,5,6,7,5,5,5,5,6,4,5,4,5,3,2,2,1,3,1,1,1,1,0,1,0,0,0,0,0,1
Maria Mclaughlin,,1,8,7,5,8,9,7,5,6,4,6,5,5,4,5,4,3,4,4,4,3,2,2,3,2,1,1,0,0,1,0,0,0,0,0,1
Geoff Moulton,,,0,5,2,6,6,5,7,6,2,4,4,4,5,2,3,3,3,4,4,3,3,2,1,2,1,0,1,1,0,0,0,0,0,0,1
Debbie Kunselman,,,,0,4,6,7,6,4,3,4,3,4,3,4,3,5,2,5,4,3,2,2,1,3,1,0,2,0,0,0,0,0,0,0,0,1
Bill Caye,,,,,1,2,5,5,1,3,4,3,2,3,3,3,2,3,1,2,1,1,0,1,2,1,1,1,0,0,1,0,0,0,0,0,1
Deborah Cianfrani,,,,,,1,7,5,5,5,3,4,3,3,2,4,3,2,4,3,4,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,1
Stella Tsai,,,,,,,0,7,5,5,4,5,4,4,3,5,3,3,3,5,3,2,1,2,3,1,1,1,0,0,1,0,0,0,0,0,1
Lawrence J Bozzelli,,,,,,,,1,3,4,3,3,2,5,4,3,3,4,3,4,2,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,1
Vikki Kristiansson,,,,,,,,,2,4,2,2,4,2,2,2,3,2,2,3,4,2,3,2,0,1,1,0,1,1,0,0,0,0,0,0,1
Vincent Furlong,,,,,,,,,,0,3,3,1,3,2,4,1,4,0,3,1,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1
Shanese Johnson,,,,,,,,,,,0,1,3,1,3,4,3,2,1,2,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1
Daniel R Sulman,,,,,,,,,,,,0,2,3,2,2,0,1,2,2,2,3,0,2,2,2,1,0,0,0,1,0,0,0,0,0,1
Deborah Canty,,,,,,,,,,,,,0,0,2,3,4,0,2,2,3,1,3,1,0,0,2,1,1,1,1,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,0,3,1,0,3,2,3,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1
Mark B Cohen,,,,,,,,,,,,,,,0,1,2,2,2,3,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1
Rania Major,,,,,,,,,,,,,,,,0,2,2,0,3,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,,,,,0,1,3,1,3,1,3,1,1,1,1,2,1,1,0,0,0,0,0,0,1
Brian Mclaughlin,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,0,1,3,1,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1
John Macoretta,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,0,1,3,3,1,1,1,0,1,1,0,0,0,0,0,0,1
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,0,0,0,0,1
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,16,14,11,9,7,10,10,9,9,8,7,6,6,6,6,6,6,5,5,5,5,4,3,3,3,3,2,2,2,1,1,0,0,0,0,0,1
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Vikki Kristiansson,Mark B Cohen,Stella Tsai,Rania Major,Henry Mcgregor Sias,Vincent Furlong,Jennifer Schultz,Deborah Canty,Deborah Cianfrani,John Macoretta,Lawrence J Bozzelli,Leon Goodman,Leonard Deutchman,Shanese Johnson,Zac Shaffer,Brian Mclaughlin,Vincent Melchiorre,Daniel R Sulman,Crystal B Powell,Terri M Booker,Wendi Barish,Bill Rice,David Conroy,Lucretia C Clemons,Mark J Moore,Betsy Wahl,Christian Dicicco,Danyl S Patterson,Dawn M Tancredi,Jon Marshall,Matthew C Monroe,2
Maria Mclaughlin,0,12,11,8,5,12,11,9,8,7,6,7,6,5,6,6,5,4,6,4,4,4,3,2,2,2,0,1,1,1,0,0,0,0,0,0,2
Carolyn H Nichols,,0,10,6,4,9,7,7,7,5,6,5,6,2,5,3,6,3,5,4,3,3,3,2,2,2,0,1,1,1,0,0,0,0,0,0,2
Geoff Moulton,,,0,6,5,10,7,7,7,6,7,5,5,2,5,3,5,5,4,5,2,2,3,2,1,2,1,1,1,1,0,0,0,0,0,0,2
Debbie Kunselman,,,,0,3,7,4,4,4,4,2,5,4,3,3,3,3,3,2,3,3,3,1,0,2,2,0,1,1,1,0,0,0,0,0,0,2
Bill Caye,,,,,0,4,4,2,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Vikki Kristiansson,,,,,,0,8,10,9,6,5,5,5,5,4,4,3,5,4,5,3,3,2,2,2,2,1,0,1,0,0,0,0,0,0,0,2
Mark B Cohen,,,,,,,1,5,4,6,4,4,1,6,6,6,2,1,4,2,4,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,2
Stella Tsai,,,,,,,,0,9,5,6,3,5,3,2,2,2,4,4,4,1,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,2
Rania Major,,,,,,,,,0,4,5,3,5,2,1,2,3,4,2,4,1,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,0,6,2,1,3,5,4,2,3,2,3,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Vincent Furlong,,,,,,,,,,,0,1,2,1,4,2,3,4,3,4,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,0,4,1,2,2,2,2,1,3,1,1,2,1,2,2,0,1,1,1,0,0,0,0,0,0,2
Deborah Canty,,,,,,,,,,,,,0,0,0,0,3,3,2,3,0,2,3,1,2,2,0,0,1,0,0,0,0,0,0,0,2
Deborah Cianfrani,,,,,,,,,,,,,,0,3,4,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
John Macoretta,,,,,,,,,,,,,,,0,4,1,1,3,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Lawrence J Bozzelli,,,,,,,,,,,,,,,,0,0,1,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,0,3,1,3,0,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0,2
Leonard Deutchman,,,,,,,,,,,,,,,,,,0,1,4,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,0,0,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2
Zac Shaffer,,,,,,,,,,,,,,,,,,,,0,0,1,2,1,0,1,1,1,0,1,0,0,0,0,0,0,2
Brian Mclaughlin,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,2
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,2
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,16,14,14,9,6,15,13,11,10,8,8,7,6,6,6,6,6,6,6,6,5,4,3,2,2,2,1,1,1,1,0,0,0,0,0,0,2
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Maria Mclaughlin,Carolyn H Nichols,Geoff Moulton,Debbie Kunselman,Bill Caye,Vikki Kristiansson,Stella Tsai,Deborah Cianfrani,Henry Mcgregor Sias,Vincent Furlong,Lawrence J Bozzelli,Deborah Canty,Rania Major,Wendi Barish,Jennifer Schultz,Mark B Cohen,Brian Mclaughlin,Leon Goodman,Leonard Deutchman,Lucretia C Clemons,Zac Shaffer,John Macoretta,Crystal B Powell,Daniel R Sulman,Danyl S Patterson,David Conroy,Jon Marshall,Mark J Moore,Vincent Melchiorre,Shanese Johnson,Terri M Booker,Betsy Wahl,Bill Rice,Christian Dicicco,Dawn M Tancredi,Matthew C Monroe,3
Maria Mclaughlin,0,12,6,7,3,7,8,8,7,8,6,6,5,6,5,3,4,4,4,3,2,3,2,2,2,1,2,2,2,1,1,0,0,0,0,0,3
Carolyn H Nichols,,2,4,6,2,5,6,6,7,5,6,6,4,6,5,3,3,3,3,1,1,3,2,1,1,0,1,1,1,1,1,0,0,0,0,0,3
Geoff Moulton,,,0,5,2,4,4,5,5,4,2,3,4,2,3,3,3,1,2,2,3,1,0,1,1,1,1,1,2,0,0,0,0,0,0,0,3
Debbie Kunselman,,,,0,4,2,3,4,5,3,1,5,2,5,5,2,2,2,3,2,1,0,2,1,1,0,1,2,1,0,1,0,0,0,0,0,3
Bill Caye,,,,,0,0,1,1,2,2,0,1,0,2,2,1,2,2,2,2,0,0,1,1,1,0,1,2,0,0,1,0,0,0,0,0,3
Vikki Kristiansson,,,,,,0,8,6,5,6,3,4,5,4,2,2,2,2,1,2,2,2,1,1,1,2,0,0,1,1,0,0,0,0,0,0,3
Stella Tsai,,,,,,,0,5,6,6,2,4,5,3,2,4,2,1,1,1,3,2,0,2,1,1,0,0,2,1,0,0,0,0,0,0,3
Deborah Cianfrani,,,,,,,,0,5,4,1,3,4,3,4,1,3,1,1,2,2,1,2,1,0,1,0,1,2,0,1,0,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,0,3,3,4,4,5,3,2,3,1,2,1,2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,3
Vincent Furlong,,,,,,,,,,0,3,4,3,3,2,2,3,4,3,3,1,3,0,2,1,2,2,1,1,1,0,0,0,0,0,0,3
Lawrence J Bozzelli,,,,,,,,,,,0,2,1,3,1,0,1,2,2,1,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3
Deborah Canty,,,,,,,,,,,,0,3,5,3,3,1,2,3,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,3
Rania Major,,,,,,,,,,,,,0,1,2,3,2,1,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
Wendi Barish,,,,,,,,,,,,,,0,3,1,1,2,3,2,0,0,2,1,1,1,0,1,0,0,1,0,0,0,0,0,3
Jennifer Schultz,,,,,,,,,,,,,,,0,1,1,2,1,2,1,0,2,0,1,0,1,2,1,0,1,0,0,0,0,0,3
Mark B Cohen,,,,,,,,,,,,,,,,0,1,1,1,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3
Brian Mclaughlin,,,,,,,,,,,,,,,,,0,1,3,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,0,2,3,0,2,1,0,1,1,2,2,0,1,1,0,0,0,0,0,3
Leonard Deutchman,,,,,,,,,,,,,,,,,,,0,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,3
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,2,1,2,1,0,1,0,0,0,0,0,3
Zac Shaffer,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3
John Macoretta,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
Daniel R Sulman,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,0,0,0,3
Danyl S Patterson,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,3
David Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,3
Mark J Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,3
Vincent Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Bill Rice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Christian Dicicco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Dawn M Tancredi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Matthew C Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,17,15,10,8,4,11,10,9,9,9,8,7,7,7,6,6,5,5,5,4,4,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,3
,Judge Of The Superior Court - Democrat,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Maria Mclaughlin,Carolyn H Nichols,Bill Caye,Debbie Kunselman,Geoff Moulton,Stella Tsai,Zac Shaffer,Deborah Canty,Deborah Cianfrani,Jennifer Schultz,Vincent Furlong,John Macoretta,Leon Goodman,Mark B Cohen,Vikki Kristiansson,Vincent Melchiorre,Brian Mclaughlin,Daniel R Sulman,Lawrence J Bozzelli,Rania Major,Leonard Deutchman,Wendi Barish,David Conroy,Henry Mcgregor Sias,Lucretia C Clemons,Shanese Johnson,Crystal B Powell,Terri M Booker,Bill Rice,Jon Marshall,Betsy Wahl,Christian Dicicco,Danyl S Patterson,Dawn M Tancredi,Mark J Moore,Matthew C Monroe,4
Maria Mclaughlin,0,9,6,5,6,11,8,7,6,6,8,3,6,6,6,3,5,4,3,5,3,3,3,3,3,3,2,2,1,1,0,0,0,0,0,0,4
Carolyn H Nichols,,0,6,5,4,8,5,6,5,6,7,2,5,4,5,1,5,1,3,6,2,2,1,4,2,3,2,2,1,0,0,0,0,0,0,0,4
Bill Caye,,,0,6,2,4,6,7,4,6,3,1,6,2,3,4,3,3,2,2,3,4,2,1,1,0,2,1,1,0,0,0,0,0,0,0,4
Debbie Kunselman,,,,0,1,4,4,6,3,5,4,0,5,3,3,3,2,3,1,2,2,3,1,0,1,1,2,2,1,0,0,0,0,0,0,0,4
Geoff Moulton,,,,,1,5,5,3,4,3,4,0,1,1,3,2,1,2,0,3,2,1,3,2,2,1,0,1,0,0,0,0,0,0,0,0,4
Stella Tsai,,,,,,0,5,4,6,4,8,3,4,4,7,2,4,3,2,6,3,2,2,3,3,2,2,2,1,0,0,0,0,0,0,0,4
Zac Shaffer,,,,,,,0,6,4,6,5,0,5,2,4,5,2,5,2,2,4,4,4,2,3,1,1,0,0,1,0,0,0,0,0,0,4
Deborah Canty,,,,,,,,0,4,7,3,0,6,3,2,3,3,3,2,3,3,5,2,1,0,2,1,2,1,1,0,0,0,0,0,0,4
Deborah Cianfrani,,,,,,,,,0,3,6,3,3,1,4,5,2,3,4,4,1,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,4
Jennifer Schultz,,,,,,,,,,0,3,0,5,3,2,2,1,2,1,3,3,5,2,1,1,2,1,1,0,1,0,0,0,0,0,0,4
Vincent Furlong,,,,,,,,,,,0,2,3,3,6,3,3,3,3,5,1,1,2,3,3,2,1,1,0,0,0,0,0,0,0,0,4
John Macoretta,,,,,,,,,,,,1,0,2,1,2,3,1,4,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4
Leon Goodman,,,,,,,,,,,,,0,3,3,2,2,2,2,2,2,4,0,0,1,1,2,1,1,1,0,0,0,0,0,0,4
Mark B Cohen,,,,,,,,,,,,,,1,2,0,2,0,2,2,0,1,0,1,1,3,2,2,1,1,0,0,0,0,0,0,4
Vikki Kristiansson,,,,,,,,,,,,,,,0,2,2,2,1,3,1,1,2,2,3,0,2,1,1,0,0,0,0,0,0,0,4
Vincent Melchiorre,,,,,,,,,,,,,,,,0,1,5,3,0,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,4
Brian Mclaughlin,,,,,,,,,,,,,,,,,0,2,3,2,1,0,1,3,0,1,1,1,1,0,0,0,0,0,0,0,4
Daniel R Sulman,,,,,,,,,,,,,,,,,,0,1,0,3,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,4
Lawrence J Bozzelli,,,,,,,,,,,,,,,,,,,0,2,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,4
Rania Major,,,,,,,,,,,,,,,,,,,,0,2,2,0,3,0,2,0,1,0,0,0,0,0,0,0,0,4
Leonard Deutchman,,,,,,,,,,,,,,,,,,,,,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,4
David Conroy,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Lucretia C Clemons,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,4
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,0,0,0,0,0,4
