col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Justice Of The Supreme Court - Democrat,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Dwayne Woodruff,Vincent Melchiorre,David Conroy,Deborah Cianfrani,Stella Tsai,Lawrence J Bozzelli,Vincent Furlong,Vikki Kristiansson,John Macoretta,Brian Mclaughlin,Lucretia C Clemons,Zac Shaffer,Jennifer Schultz,Daniel R Sulman,Wendi Barish,Deborah Canty,Rania Major,Mark B Cohen,Henry Mcgregor Sias,Leon Goodman,Shanese Johnson,Crystal B Powell,Danyl S Patterson,Leonard Deutchman,Terri M Booker,Mark J Moore,Jon Marshall,Bill Rice,Matthew C Monroe,Christian Dicicco,Betsy Wahl,Dawn M Tancredi,All
Dwayne Woodruff,69,480,372,506,480,335,348,378,288,272,279,260,260,247,249,245,236,223,225,141,148,129,123,89,90,53,53,32,2,0,0,0,All
Vincent Melchiorre,,56,422,321,189,214,260,104,150,155,126,165,77,161,62,82,92,127,44,46,41,65,96,34,41,20,23,25,2,0,0,0,All
David Conroy,,,60,200,154,128,218,85,76,116,125,152,48,147,46,40,67,71,30,45,26,61,98,39,28,28,26,19,0,1,0,0,All
Deborah Cianfrani,,,,12,288,237,235,192,207,189,135,132,144,131,122,131,183,139,103,41,97,95,89,25,63,17,14,15,1,0,0,0,All
Stella Tsai,,,,,4,176,176,304,154,116,213,152,182,172,185,173,156,90,170,86,101,72,78,43,45,24,25,13,0,0,0,0,All
Lawrence J Bozzelli,,,,,,17,174,167,226,153,59,77,91,78,81,79,106,115,100,58,48,31,18,55,32,13,24,13,0,0,0,0,All
Vincent Furlong,,,,,,,11,152,155,150,94,102,72,116,56,69,118,99,98,43,54,34,62,37,28,10,22,25,0,0,0,0,All
Vikki Kristiansson,,,,,,,,2,156,110,165,97,169,102,171,169,156,83,158,78,100,64,28,46,48,24,24,10,1,0,0,0,All
John Macoretta,,,,,,,,,4,130,50,63,86,72,58,69,94,108,108,62,47,19,9,37,18,12,24,12,0,0,0,0,All
Brian Mclaughlin,,,,,,,,,,4,40,75,60,72,42,53,89,96,77,46,42,22,34,34,21,15,21,13,0,0,0,0,All
Lucretia C Clemons,,,,,,,,,,,0,127,124,122,132,118,59,29,85,63,59,75,95,27,42,31,18,15,1,1,0,0,All
Zac Shaffer,,,,,,,,,,,,1,61,160,71,53,55,58,54,67,12,38,95,28,12,18,21,11,1,0,0,0,All
Jennifer Schultz,,,,,,,,,,,,,1,56,160,157,84,73,71,61,73,54,14,34,42,27,25,13,1,0,0,0,All
