col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Helen Gym,Eryn Santamoor,Justin Diberardinis,Allan Domb,Erika Almirón,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Adrián Rivera-reyes,Deja Lynn Alvarez,Beth Finn,Fernando Treviño,Ethelind Baylor,Sandra Dungee Glenn,Ogbonna Paul Hagins,Willie Floyd Singletary,Asa Khalif,Hena Veit,Fareed Abdullah,Latrice Y Bryant,Billy Thompson,Joseph A Diorio,Edwin Santana,Mark Ross,Wayne Allen,Vinny Black,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Helen Gym,41,"1,506","1,301",954,"1,133",767,688,606,544,315,308,257,220,177,111,85,89,81,60,47,42,25,39,22,26,21,23,24,3,0,"1,177",865,263,All
Eryn Santamoor,,45,921,889,595,666,547,392,284,144,211,208,66,116,28,27,41,55,39,42,24,30,27,13,16,14,10,12,1,0,694,731,206,All
Justin Diberardinis,,,8,575,636,498,222,514,279,107,135,86,169,73,21,11,29,12,25,11,15,28,20,13,6,7,3,7,9,0,646,482,132,All
Allan Domb,,,,32,234,544,335,226,135,70,124,85,27,81,14,24,30,35,34,15,35,37,32,36,20,20,17,13,8,0,394,602,146,All
Erika Almirón,,,,,3,207,253,334,247,154,136,161,169,73,32,7,40,24,18,27,10,9,11,10,7,6,8,6,4,0,626,284,119,All
Derek S Green,,,,,,5,314,316,123,86,61,45,30,43,12,13,26,12,22,10,14,9,16,13,7,7,7,5,2,0,320,451,91,All
Katherine Gilmore Richardson,,,,,,,1,131,85,66,103,116,24,75,19,16,20,28,28,27,13,4,10,6,12,8,8,10,4,0,344,300,90,All
Isaiah Thomas,,,,,,,,5,99,46,41,31,142,37,15,18,29,13,31,17,13,5,14,10,10,5,6,8,1,0,352,230,83,All
Adrián Rivera-reyes,,,,,,,,,8,223,94,88,38,53,90,66,38,20,23,24,9,15,17,3,6,10,5,2,5,0,412,118,94,All
