col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Helen Gym,Derek S Green,Isaiah Thomas,Allan Domb,Katherine Gilmore Richardson,Wayne Allen,Adrián Rivera-reyes,Latrice Y Bryant,Justin Diberardinis,Erika Almirón,Deja Lynn Alvarez,Willie Floyd Singletary,Eryn Santamoor,Sandra Dungee Glenn,Fareed Abdullah,Ogbonna Paul Hagins,Asa Khalif,Ethelind Baylor,Billy Thompson,Beth Finn,Fernando Treviño,Joseph A Diorio,Mark Ross,Hena Veit,Bobbie Curry,Vinny Black,Edwin Santana,Wayne Edmund Dorsey,Devon Cade,Sherrie Cohen,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Helen Gym,43,727,625,631,463,251,303,208,398,376,211,153,207,163,113,153,90,102,68,91,83,36,37,41,27,23,22,22,19,0,705,576,285,All
Derek S Green,,11,539,511,363,186,70,106,255,196,44,36,94,114,101,19,60,64,43,29,13,10,21,10,16,20,8,25,9,0,333,404,137,All
Isaiah Thomas,,,14,451,396,181,84,162,173,158,62,65,70,142,123,35,75,97,45,33,21,27,32,12,19,19,25,21,30,0,385,380,134,All
Allan Domb,,,,30,372,214,78,135,120,61,47,61,127,98,93,31,67,36,40,36,33,38,32,17,24,19,22,16,13,0,291,415,150,All
Katherine Gilmore Richardson,,,,,2,114,41,102,68,76,44,33,84,94,40,8,35,28,36,36,30,19,15,16,12,12,7,10,14,0,224,310,84,All
Wayne Allen,,,,,,62,57,212,37,39,38,43,27,40,54,18,41,15,19,15,13,14,30,7,19,15,12,17,9,0,238,186,91,All
Adrián Rivera-reyes,,,,,,,13,46,50,61,165,148,62,32,36,137,27,14,35,33,40,25,10,17,7,12,13,5,5,0,328,75,118,All
Latrice Y Bryant,,,,,,,,10,36,50,50,53,42,58,66,14,37,22,20,27,14,21,29,11,13,16,12,9,6,0,221,117,87,All
Justin Diberardinis,,,,,,,,,4,228,34,9,80,45,26,7,12,62,10,24,21,13,10,5,6,7,11,3,9,0,194,110,81,All
Erika Almirón,,,,,,,,,,3,59,21,76,69,31,20,34,56,24,33,41,10,3,12,7,5,7,11,3,0,238,49,95,All
Deja Lynn Alvarez,,,,,,,,,,,9,123,35,31,24,121,17,17,17,24,14,17,7,17,7,3,6,2,0,0,230,58,94,All
