col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,All
,Isaiah Thomas,Allan Domb,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Eryn Santamoor,Sandra Dungee Glenn,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Justin Diberardinis,Fareed Abdullah,Erika Almirón,Ogbonna Paul Hagins,Asa Khalif,Billy Thompson,Latrice Y Bryant,Edwin Santana,Fernando Treviño,Beth Finn,Ethelind Baylor,Joseph A Diorio,Hena Veit,Wayne Allen,Vinny Black,Devon Cade,Bobbie Curry,Mark Ross,Wayne Edmund Dorsey,Sherrie Cohen,Theresa Brunson,David H Conroy,All
Isaiah Thomas,30,"1,128",710,"1,253","1,084",731,394,141,124,81,151,179,122,43,150,95,106,105,35,50,86,41,30,37,28,37,20,26,18,0,738,904,All
Allan Domb,,62,727,"1,091",988,797,325,123,102,71,133,126,66,43,92,85,55,75,58,65,41,40,24,38,29,29,18,31,23,0,636,860,All
Helen Gym,,,74,727,691,355,397,315,209,236,227,121,245,187,121,146,116,83,85,101,89,42,61,28,34,28,26,22,12,0,938,569,All
Derek S Green,,,,24,"1,097",745,337,97,78,53,174,138,95,33,112,78,78,80,30,37,71,27,13,32,18,20,19,15,11,0,687,833,All
Katherine Gilmore Richardson,,,,,50,755,383,110,90,72,114,97,145,48,94,115,95,74,57,66,50,29,37,21,35,26,23,23,13,0,700,812,All
Eryn Santamoor,,,,,,8,131,92,39,55,100,50,69,22,36,23,55,31,48,38,19,18,28,10,17,14,16,9,6,0,339,698,All
Sandra Dungee Glenn,,,,,,,16,53,42,41,106,65,102,31,74,90,52,69,54,35,30,48,21,10,20,8,19,6,6,0,486,199,All
Adrián Rivera-reyes,,,,,,,,29,168,211,40,40,46,155,32,31,45,38,48,37,17,19,26,20,19,6,16,14,4,0,300,286,All
Willie Floyd Singletary,,,,,,,,,34,151,14,38,14,122,29,44,40,16,15,14,13,12,12,15,17,9,9,6,11,0,252,181,All
Deja Lynn Alvarez,,,,,,,,,,17,15,28,39,142,28,25,59,17,28,33,9,20,23,10,12,9,13,8,10,0,236,180,All
Justin Diberardinis,,,,,,,,,,,5,16,50,10,14,10,16,41,45,17,33,38,3,3,5,2,6,4,3,0,167,134,All
Fareed Abdullah,,,,,,,,,,,,5,31,20,95,26,47,32,9,12,11,7,8,17,16,17,11,7,6,0,213,85,All
Erika Almirón,,,,,,,,,,,,,1,10,27,62,37,11,28,33,40,11,18,7,12,7,4,6,3,0,205,98,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,8,17,26,15,15,14,14,5,7,8,3,5,2,8,6,2,0,139,122,All
Asa Khalif,,,,,,,,,,,,,,,7,23,36,26,8,12,17,8,3,13,14,10,9,8,9,0,203,57,All
Billy Thompson,,,,,,,,,,,,,,,,8,22,12,15,17,6,15,13,14,11,8,12,4,10,0,170,75,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,4,22,13,32,15,18,20,13,12,9,13,10,10,0,199,57,All
Edwin Santana,,,,,,,,,,,,,,,,,,3,55,16,10,36,5,11,6,3,4,6,6,0,148,65,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,16,6,48,15,5,2,3,7,5,2,0,107,62,All
Beth Finn,,,,,,,,,,,,,,,,,,,,1,8,11,17,14,7,1,10,8,5,0,123,51,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,8,4,2,4,3,4,2,1,2,0,83,49,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,2,11,7,10,10,9,5,7,0,86,42,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,0,1,12,7,3,5,3,0,68,32,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,3,14,5,4,3,8,0,51,31,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,0,10,5,6,5,0,61,26,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,2,7,0,43,30,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,3,0,50,25,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,38,23,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,33,17,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,All
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,All
Total,"2,022","1,940","1,934","1,897","1,878","1,184",861,692,528,482,384,362,361,314,305,295,293,248,201,197,174,154,116,100,99,87,85,74,59,0,"1,959","1,754",All
,Judge Of The Municipal Court - Democrat,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,David H Conroy,Theresa Brunson,Isaiah Thomas,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Sandra Dungee Glenn,Eryn Santamoor,Justin Diberardinis,Helen Gym,Deja Lynn Alvarez,Adrián Rivera-reyes,Asa Khalif,Ogbonna Paul Hagins,Willie Floyd Singletary,Latrice Y Bryant,Billy Thompson,Edwin Santana,Fareed Abdullah,Mark Ross,Erika Almirón,Joseph A Diorio,Bobbie Curry,Ethelind Baylor,Fernando Treviño,Beth Finn,Wayne Allen,Devon Cade,Hena Veit,Sherrie Cohen,Vinny Black,Wayne Edmund Dorsey,1
David H Conroy,3,0,36,34,30,34,18,29,14,6,4,4,4,4,4,2,1,3,3,0,2,0,0,1,1,1,1,0,0,0,0,0,1
Theresa Brunson,,1,5,5,6,4,7,5,3,8,8,4,0,3,4,3,3,1,1,3,1,2,2,0,1,0,0,0,0,0,0,0,1
Isaiah Thomas,,,0,38,37,38,18,31,13,8,1,0,2,1,1,3,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1
Allan Domb,,,,1,34,29,18,33,9,3,1,0,2,0,2,0,2,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1
