col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
James C Crumlish,,,,,,,,,,,0,17,2,1,0,3,2,3,0,0,2,0,0,0,1,0,0,All
Chris Hall,,,,,,,,,,,,0,1,1,0,3,2,2,1,0,2,0,0,0,1,0,0,All
Craig Levin,,,,,,,,,,,,,0,4,1,1,1,2,3,1,1,1,2,0,0,0,0,All
Beth Grossman,,,,,,,,,,,,,,0,4,2,3,4,1,2,2,0,2,2,0,2,0,All
Janine D Momasso,,,,,,,,,,,,,,,0,2,0,1,1,1,1,0,1,0,0,0,0,All
Carmella Jacquinto,,,,,,,,,,,,,,,,0,2,2,3,4,0,1,2,0,1,1,0,All
Kendra Mccrae,,,,,,,,,,,,,,,,,0,4,0,3,0,0,0,1,0,2,0,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,0,0,3,0,3,0,0,1,0,0,All
Joshua Roberts,,,,,,,,,,,,,,,,,,,0,1,1,2,4,0,0,0,0,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,0,0,0,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,1,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,All
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,100,30,80,66,55,48,48,44,41,27,26,18,18,16,15,14,14,14,11,9,6,6,5,3,3,3,1,All
,District Council 1st District - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,5
,Mark F Squilla,Lou Lanni,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Nicola Serianni,Wendi Barish,Henry Mcgregor Sias,Kay Yu,Cateria R Mccabe,James C Crumlish,Chris Hall,Craig Levin,Beth Grossman,Janine D Momasso,Carmella Jacquinto,Kendra Mccrae,Vicki Markovitz,Joshua Roberts,Laurie Dow,James F Berardinelli,Leon Goodman,Jon Marshall,Robert Trimble,Sherman Toppin,Terri M Booker,Gregory Weyer,5
Mark F Squilla,7,0,57,49,40,35,30,34,34,18,20,14,13,13,7,12,14,12,7,8,2,3,3,3,2,3,0,5
Lou Lanni,,5,12,9,11,10,12,3,3,5,5,3,5,3,5,1,0,0,4,0,4,1,2,0,0,0,1,5
Tiffany Palmer,,,0,53,32,31,29,39,34,21,21,18,4,7,11,6,10,9,3,3,4,5,1,0,2,2,1,5
Anthony Kyriakakis,,,,0,16,21,24,32,32,8,21,17,6,3,1,5,6,3,4,2,5,3,0,2,1,0,0,5
Jennifer Schultz,,,,,0,30,27,13,11,22,8,5,7,8,12,7,9,8,3,5,0,0,2,1,1,3,0,5
Nicola Serianni,,,,,,0,28,14,16,17,5,4,7,9,14,4,5,4,5,1,1,1,2,1,0,1,0,5
Wendi Barish,,,,,,,0,12,12,17,7,4,7,8,11,7,7,4,1,4,4,2,2,2,0,2,0,5
Henry Mcgregor Sias,,,,,,,,0,27,11,5,2,2,4,2,4,4,6,1,2,1,4,1,1,1,0,1,5
Kay Yu,,,,,,,,,0,7,5,4,4,5,1,3,5,4,0,3,0,1,0,1,0,0,0,5
Cateria R Mccabe,,,,,,,,,,0,1,0,1,3,11,5,2,1,1,2,1,1,0,0,0,1,0,5
James C Crumlish,,,,,,,,,,,0,17,2,1,0,3,2,3,0,0,2,0,0,0,1,0,0,5
Chris Hall,,,,,,,,,,,,0,1,1,0,3,2,2,1,0,2,0,0,0,1,0,0,5
Craig Levin,,,,,,,,,,,,,0,4,1,1,1,2,3,1,1,1,2,0,0,0,0,5
Beth Grossman,,,,,,,,,,,,,,0,4,2,3,4,1,2,2,0,2,2,0,2,0,5
Janine D Momasso,,,,,,,,,,,,,,,0,2,0,1,1,1,1,0,1,0,0,0,0,5
Carmella Jacquinto,,,,,,,,,,,,,,,,0,2,2,3,4,0,1,2,0,1,1,0,5
Kendra Mccrae,,,,,,,,,,,,,,,,,0,4,0,3,0,0,0,1,0,2,0,5
Vicki Markovitz,,,,,,,,,,,,,,,,,,0,0,3,0,3,0,0,1,0,0,5
Joshua Roberts,,,,,,,,,,,,,,,,,,,0,1,1,2,4,0,0,0,0,5
Laurie Dow,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,0,0,0,5
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,1,5
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,5
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,5
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,100,30,80,66,55,48,48,44,41,27,26,18,18,16,15,14,14,14,11,9,6,6,5,3,3,3,1,5
