col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Willie Floyd Singletary,Adrián Rivera-reyes,Deja Lynn Alvarez,Sandra Dungee Glenn,Fareed Abdullah,Ethelind Baylor,Erika Almirón,Billy Thompson,Ogbonna Paul Hagins,Eryn Santamoor,Asa Khalif,Justin Diberardinis,Latrice Y Bryant,Wayne Edmund Dorsey,Edwin Santana,Fernando Treviño,Joseph A Diorio,Beth Finn,Wayne Allen,Hena Veit,Mark Ross,Vinny Black,Devon Cade,Bobbie Curry,Sherrie Cohen,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Helen Gym,48,676,661,645,538,205,239,185,174,88,118,156,116,133,99,84,93,60,54,41,48,40,48,29,33,30,25,24,15,0,600,706,199,All
Allan Domb,,40,601,631,486,78,74,53,122,91,83,55,69,18,84,65,37,21,47,34,22,24,18,21,16,16,23,20,13,0,305,500,98,All
Isaiah Thomas,,,16,639,493,89,77,44,124,116,103,86,73,24,53,90,58,55,30,31,19,25,18,31,14,33,14,19,9,0,366,471,94,All
Derek S Green,,,,20,498,64,54,27,132,96,89,54,65,11,63,62,60,40,44,31,14,13,14,16,11,22,15,10,11,0,319,452,75,All
Katherine Gilmore Richardson,,,,,10,31,42,29,124,51,56,68,58,15,60,32,36,36,32,22,16,11,19,12,10,10,8,6,9,0,211,405,86,All
Willie Floyd Singletary,,,,,,13,184,163,19,31,19,14,49,118,24,21,8,25,16,8,13,17,11,9,10,9,15,5,4,0,253,109,70,All
Adrián Rivera-reyes,,,,,,,9,161,28,28,13,29,26,130,38,23,14,18,19,12,28,25,14,8,21,12,10,3,9,1,274,87,77,All
Deja Lynn Alvarez,,,,,,,,13,11,18,18,22,18,121,21,16,10,25,8,12,17,17,13,4,16,6,8,3,2,0,203,84,69,All
Sandra Dungee Glenn,,,,,,,,,1,33,31,59,52,9,27,29,43,21,13,40,35,34,17,4,10,2,6,2,6,0,140,61,96,All
Fareed Abdullah,,,,,,,,,,17,30,23,26,9,19,58,3,21,15,15,6,9,11,15,4,10,12,5,6,0,150,50,36,All
Ethelind Baylor,,,,,,,,,,,18,45,22,11,19,11,24,15,4,13,5,7,7,15,3,12,7,8,2,0,115,65,33,All
Erika Almirón,,,,,,,,,,,,2,36,7,31,25,40,19,11,7,13,6,27,7,8,11,7,4,2,0,126,40,49,All
Billy Thompson,,,,,,,,,,,,,3,7,16,19,3,24,15,7,13,11,8,10,9,12,13,8,7,0,106,48,58,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,4,13,6,1,10,4,4,5,4,3,8,7,0,5,0,1,1,120,46,34,All
Eryn Santamoor,,,,,,,,,,,,,,,1,14,26,7,4,12,23,13,10,6,17,5,8,5,6,0,92,45,38,All
Asa Khalif,,,,,,,,,,,,,,,,2,10,25,7,14,1,9,10,6,8,9,4,4,4,0,109,30,28,All
