col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,City Commissioners - Democrat,,,,,,,,,,,,,All
,Omar Sabir,Lisa Deeley,Kahlil Williams,Marwan Kreidie,Annette Thompson,Dennis Lee,Carla Cain,Jen Devor,Luigi Borda,Robin Trent,Lewis Harris Jr,Warren Bloom,Moira Bohannon,All
Omar Sabir,430,459,123,97,53,39,10,2,13,13,8,9,13,All
Lisa Deeley,,208,37,45,45,14,23,3,10,13,6,5,8,All
Kahlil Williams,,,42,9,38,12,11,35,1,9,11,11,4,All
Marwan Kreidie,,,,91,5,14,3,1,11,2,0,2,4,All
Annette Thompson,,,,,19,3,14,4,2,8,5,7,7,All
Dennis Lee,,,,,,15,3,6,5,4,5,5,0,All
Carla Cain,,,,,,,10,5,3,4,2,2,3,All
Jen Devor,,,,,,,,7,6,5,1,1,1,All
Luigi Borda,,,,,,,,,9,2,2,4,3,All
Robin Trent,,,,,,,,,,4,3,0,2,All
Lewis Harris Jr,,,,,,,,,,,8,3,2,All
Warren Bloom,,,,,,,,,,,,5,0,All
Moira Bohannon,,,,,,,,,,,,,1,All
Total,"1,269",876,343,284,210,125,93,77,71,69,56,54,48,All
,City Commissioners - Democrat,,,,,,,,,,,,,1
,Lisa Deeley,Omar Sabir,Kahlil Williams,Annette Thompson,Luigi Borda,Marwan Kreidie,Carla Cain,Jen Devor,Robin Trent,Warren Bloom,Dennis Lee,Lewis Harris Jr,Moira Bohannon,1
Lisa Deeley,11,16,5,5,2,2,1,0,0,0,0,0,0,1
Omar Sabir,,7,3,1,0,1,1,0,0,1,0,0,1,1
Kahlil Williams,,,3,2,0,0,1,1,1,0,0,0,0,1
Annette Thompson,,,,0,1,1,0,0,1,1,0,0,0,1
Luigi Borda,,,,,2,1,0,2,1,1,0,0,0,1
Marwan Kreidie,,,,,,2,0,1,0,0,1,0,0,1
Carla Cain,,,,,,,2,1,0,0,0,0,0,1
Jen Devor,,,,,,,,0,0,0,0,0,0,1
Robin Trent,,,,,,,,,0,0,1,0,1,1
Warren Bloom,,,,,,,,,,0,0,2,0,1
Dennis Lee,,,,,,,,,,,2,0,0,1
Lewis Harris Jr,,,,,,,,,,,,0,0,1
Moira Bohannon,,,,,,,,,,,,,0,1
Total,42,31,16,12,10,9,6,5,5,5,4,2,2,1
,City Commissioners - Democrat,,,,,,,,,,,,,2
,Omar Sabir,Kahlil Williams,Lisa Deeley,Annette Thompson,Dennis Lee,Jen Devor,Marwan Kreidie,Robin Trent,Lewis Harris Jr,Moira Bohannon,Carla Cain,Warren Bloom,Luigi Borda,2
Omar Sabir,9,5,9,0,2,0,2,1,0,0,1,0,0,2
Kahlil Williams,,3,1,3,0,5,0,1,2,0,0,0,0,2
Lisa Deeley,,,2,2,0,0,1,0,0,1,0,0,0,2
Annette Thompson,,,,1,0,0,0,1,0,2,1,0,0,2
Dennis Lee,,,,,1,0,2,0,1,0,0,1,0,2
Jen Devor,,,,,,0,0,2,0,0,0,0,0,2
Marwan Kreidie,,,,,,,2,0,0,0,0,0,0,2
Robin Trent,,,,,,,,0,0,0,0,0,0,2
Lewis Harris Jr,,,,,,,,,0,0,0,0,0,2
Moira Bohannon,,,,,,,,,,0,0,0,0,2
Carla Cain,,,,,,,,,,,0,0,0,2
Warren Bloom,,,,,,,,,,,,0,1,2
Luigi Borda,,,,,,,,,,,,,0,2
Total,29,20,16,10,7,7,7,5,3,3,2,2,1,2
,City Commissioners - Democrat,,,,,,,,,,,,,3
