col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,Jennifer Schultz,Joshua Roberts,Nicola Serianni,Anthony Kyriakakis,Carmella Jacquinto,Wendi Barish,James C Crumlish,Beth Grossman,Craig Levin,Tiffany Palmer,Vicki Markovitz,Cateria R Mccabe,Jon Marshall,Kendra Mccrae,Chris Hall,James F Berardinelli,Leon Goodman,Henry Mcgregor Sias,Terri M Booker,Kay Yu,Laurie Dow,Janine D Momasso,Sherman Toppin,Robert Trimble,Gregory Weyer,All
Jim Kenney,75,0,0,255,254,196,196,210,190,175,113,115,133,77,86,73,76,74,47,61,91,63,64,52,39,35,31,11,All
Alan Butkovitz,,95,0,113,106,89,89,63,76,101,85,65,48,52,44,43,24,33,64,34,24,20,33,36,23,10,11,11,All
Anthony Hardy Williams,,,44,123,93,77,45,44,59,36,80,69,62,53,36,49,49,34,21,40,15,51,33,33,20,19,14,8,All
Jennifer Schultz,,,,9,128,137,66,74,121,76,131,143,98,97,63,99,71,49,47,47,27,43,48,62,38,8,21,9,All
Joshua Roberts,,,,,6,77,156,150,148,166,62,101,39,34,49,92,32,25,25,53,88,43,25,14,14,29,13,8,All
Nicola Serianni,,,,,,15,70,103,100,60,89,73,68,68,64,45,62,31,41,27,21,32,35,48,32,17,22,7,All
Anthony Kyriakakis,,,,,,,5,152,119,171,61,34,91,30,52,12,15,68,44,23,100,15,52,10,13,21,10,6,All
Carmella Jacquinto,,,,,,,,2,116,104,62,27,49,40,49,18,35,25,18,39,82,40,40,25,25,28,11,6,All
Wendi Barish,,,,,,,,,1,148,95,43,78,68,54,27,45,30,35,37,57,44,27,42,30,8,13,3,All
James C Crumlish,,,,,,,,,,3,50,54,68,24,21,33,19,73,39,41,60,27,32,16,9,8,18,7,All
Beth Grossman,,,,,,,,,,,0,52,76,84,41,32,50,29,57,37,27,35,37,56,33,3,13,11,All
Craig Levin,,,,,,,,,,,,0,23,50,18,79,26,26,28,34,13,18,13,24,13,10,19,4,All
Tiffany Palmer,,,,,,,,,,,,,1,44,47,14,49,70,35,30,19,46,57,48,23,13,15,7,All
Vicki Markovitz,,,,,,,,,,,,,,1,25,20,30,25,39,22,14,26,16,34,31,9,13,6,All
Cateria R Mccabe,,,,,,,,,,,,,,,2,16,40,19,23,22,28,27,21,24,29,23,7,7,All
Jon Marshall,,,,,,,,,,,,,,,,1,11,10,20,24,9,15,11,10,9,5,7,5,All
Kendra Mccrae,,,,,,,,,,,,,,,,,0,25,11,38,6,27,16,28,23,18,13,5,All
Chris Hall,,,,,,,,,,,,,,,,,,0,22,22,10,29,21,20,9,11,20,7,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,1,17,13,6,23,20,17,3,19,11,All
Leon Goodman,,,,,,,,,,,,,,,,,,,,0,6,44,19,19,12,18,16,7,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,0,7,13,4,3,14,5,6,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,24,27,10,16,7,3,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,0,17,11,9,5,6,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,0,13,10,11,6,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,0,7,4,3,All
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,754,441,337,505,470,388,354,340,334,326,280,257,252,185,171,167,151,147,142,140,136,135,132,122,85,66,62,30,All
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Jennifer Schultz,Joshua Roberts,Craig Levin,James C Crumlish,Nicola Serianni,Anthony Kyriakakis,Carmella Jacquinto,Tiffany Palmer,Jon Marshall,Wendi Barish,Beth Grossman,Vicki Markovitz,Chris Hall,Janine D Momasso,Kendra Mccrae,Laurie Dow,Terri M Booker,James F Berardinelli,Robert Trimble,Cateria R Mccabe,Leon Goodman,Henry Mcgregor Sias,Kay Yu,Sherman Toppin,Gregory Weyer,1
Jim Kenney,2,0,0,12,6,7,7,9,6,5,6,3,5,3,3,2,3,1,2,2,3,3,1,1,2,2,0,0,1
Anthony Hardy Williams,,1,0,4,8,5,0,1,0,3,2,4,0,2,2,2,1,4,2,3,0,1,0,2,0,0,1,0,1
Alan Butkovitz,,,6,2,3,0,4,0,2,1,1,1,3,2,1,1,1,0,1,0,1,0,2,0,0,0,0,0,1
Jennifer Schultz,,,,0,7,5,3,5,0,3,2,6,4,3,3,0,3,2,3,2,3,2,1,1,0,0,0,0,1
Joshua Roberts,,,,,0,6,6,1,2,1,0,7,4,1,1,1,0,2,1,1,1,1,0,1,0,0,0,0,1
Craig Levin,,,,,,0,3,1,0,0,1,5,1,1,2,0,0,1,1,1,0,3,0,1,2,0,0,0,1
James C Crumlish,,,,,,,0,4,4,3,3,3,5,1,1,3,0,0,0,1,1,3,1,1,1,0,0,0,1
Nicola Serianni,,,,,,,,1,2,6,4,1,3,1,2,3,3,2,1,1,3,1,1,1,0,1,0,0,1
Anthony Kyriakakis,,,,,,,,,1,3,3,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1
Carmella Jacquinto,,,,,,,,,,0,4,0,0,2,2,3,3,1,1,1,1,0,0,0,0,1,0,0,1
Tiffany Palmer,,,,,,,,,,,0,0,1,2,0,4,1,2,1,3,1,1,1,1,1,1,0,0,1
Jon Marshall,,,,,,,,,,,,0,2,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1
Wendi Barish,,,,,,,,,,,,,0,2,2,0,1,0,3,1,2,1,1,1,0,0,0,0,1
Beth Grossman,,,,,,,,,,,,,,0,4,1,3,1,4,1,0,0,2,0,0,0,0,0,1
Vicki Markovitz,,,,,,,,,,,,,,,0,0,3,1,4,1,1,1,1,0,1,0,0,0,1
Chris Hall,,,,,,,,,,,,,,,,0,0,2,0,2,0,0,1,1,0,0,0,0,1
Janine D Momasso,,,,,,,,,,,,,,,,,0,1,2,0,2,0,2,0,0,1,0,0,1
Kendra Mccrae,,,,,,,,,,,,,,,,,,0,1,3,1,1,1,2,0,0,0,0,1
Laurie Dow,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,0,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,0,0,2,0,2,1,0,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,0,1
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,29,15,12,18,17,12,11,11,9,9,9,8,8,7,6,5,5,5,5,5,4,4,3,3,2,2,1,0,1
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Joshua Roberts,Jennifer Schultz,Nicola Serianni,Anthony Kyriakakis,Carmella Jacquinto,Tiffany Palmer,Beth Grossman,Cateria R Mccabe,Craig Levin,Henry Mcgregor Sias,Terri M Booker,James C Crumlish,Sherman Toppin,Vicki Markovitz,Jon Marshall,Kay Yu,Kendra Mccrae,Leon Goodman,Chris Hall,Wendi Barish,James F Berardinelli,Laurie Dow,Robert Trimble,Gregory Weyer,Janine D Momasso,2
Jim Kenney,3,0,0,13,9,9,11,10,7,7,6,4,8,7,6,5,7,3,5,4,3,4,3,3,2,2,1,0,2
Anthony Hardy Williams,,5,0,6,2,2,1,1,3,1,2,2,2,3,0,4,1,2,0,3,3,2,0,0,1,0,0,0,2
Alan Butkovitz,,,0,3,4,4,2,1,2,3,1,3,0,0,3,0,0,3,3,1,2,0,2,1,1,0,0,0,2
Joshua Roberts,,,,0,3,4,6,6,2,3,4,3,5,3,3,7,1,3,1,2,3,1,1,0,0,0,1,0,2
Jennifer Schultz,,,,,2,4,5,0,6,5,1,3,3,1,2,1,2,2,4,5,4,2,1,1,2,1,0,0,2
Nicola Serianni,,,,,,1,6,5,3,3,1,2,3,2,4,4,1,0,2,1,1,2,2,2,1,0,1,0,2
Anthony Kyriakakis,,,,,,,0,6,3,3,3,1,7,1,4,6,2,0,4,0,1,3,2,3,0,1,0,0,2
Carmella Jacquinto,,,,,,,,1,0,1,3,1,4,2,2,5,0,0,0,0,1,0,1,1,1,0,0,0,2
Tiffany Palmer,,,,,,,,,0,4,0,0,3,2,3,1,2,0,6,5,3,3,1,1,2,1,0,1,2
Beth Grossman,,,,,,,,,,0,3,3,2,2,2,0,5,2,2,4,1,1,3,1,3,0,1,0,2
Cateria R Mccabe,,,,,,,,,,,1,2,3,3,0,4,1,2,2,3,1,1,1,0,2,0,0,0,2
Craig Levin,,,,,,,,,,,,0,0,2,1,0,1,3,1,0,2,1,0,0,1,0,0,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,0,2,0,5,2,1,2,0,1,2,1,0,0,0,1,0,2
Terri M Booker,,,,,,,,,,,,,,0,2,2,3,1,0,1,3,3,1,0,1,1,0,0,2
James C Crumlish,,,,,,,,,,,,,,,0,1,2,1,2,0,3,1,4,2,0,1,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,0,0,1,0,2,1,1,0,0,1,0,0,0,2
Vicki Markovitz,,,,,,,,,,,,,,,,,1,2,0,1,2,2,2,2,0,2,1,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,0,0,1,2,1,1,0,1,0,0,0,2
Kay Yu,,,,,,,,,,,,,,,,,,,0,2,0,3,1,1,1,0,0,0,2
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,3,0,0,0,2
Leon Goodman,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,2,0,0,2
Chris Hall,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Wendi Barish,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2
Laurie Dow,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,38,19,10,22,17,17,14,13,13,11,10,10,10,10,9,9,9,8,8,8,8,6,5,4,4,2,1,1,2
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,3
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Jennifer Schultz,Joshua Roberts,Nicola Serianni,Carmella Jacquinto,Vicki Markovitz,Wendi Barish,Tiffany Palmer,Anthony Kyriakakis,Craig Levin,Jon Marshall,Terri M Booker,Beth Grossman,Laurie Dow,James C Crumlish,Leon Goodman,Cateria R Mccabe,Henry Mcgregor Sias,Kendra Mccrae,Sherman Toppin,Janine D Momasso,Chris Hall,Gregory Weyer,Kay Yu,Robert Trimble,James F Berardinelli,3
Jim Kenney,1,0,0,7,11,6,9,4,9,4,7,4,4,3,3,5,5,4,1,4,1,3,2,1,1,1,0,1,3
Anthony Hardy Williams,,0,0,12,5,6,1,7,3,7,0,6,4,3,5,3,1,1,2,0,3,1,1,1,0,0,1,0,3
Alan Butkovitz,,,2,1,2,3,2,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3
Jennifer Schultz,,,,0,5,7,1,8,4,6,0,9,6,2,6,5,2,3,0,0,2,1,2,2,0,0,1,0,3
Joshua Roberts,,,,,1,2,7,2,6,2,7,4,6,3,3,0,3,3,4,4,2,1,2,1,2,0,1,1,3
Nicola Serianni,,,,,,0,5,6,4,3,0,5,2,3,3,5,2,1,1,0,3,2,0,0,0,1,1,0,3
Carmella Jacquinto,,,,,,,0,2,4,0,8,0,0,3,0,2,2,2,1,4,2,1,0,0,0,1,0,1,3
Vicki Markovitz,,,,,,,,0,4,4,0,3,1,2,4,6,1,1,1,0,2,0,2,2,1,1,1,0,3
Wendi Barish,,,,,,,,,0,3,2,2,3,1,4,5,4,2,1,1,2,1,1,0,1,1,0,0,3
Tiffany Palmer,,,,,,,,,,0,1,1,1,3,2,1,1,1,2,0,1,1,1,1,0,1,0,0,3
Anthony Kyriakakis,,,,,,,,,,,0,0,0,0,0,0,2,1,1,4,0,1,0,0,0,0,0,1,3
Craig Levin,,,,,,,,,,,,0,4,1,4,3,1,2,0,0,1,1,0,0,0,0,1,0,3
Jon Marshall,,,,,,,,,,,,,0,1,2,1,2,1,0,0,1,1,2,1,1,0,0,0,3
Terri M Booker,,,,,,,,,,,,,,0,1,0,1,1,2,0,0,0,0,0,1,1,1,0,3
Beth Grossman,,,,,,,,,,,,,,,0,4,1,0,1,0,1,0,1,0,1,0,0,0,3
Laurie Dow,,,,,,,,,,,,,,,,0,2,0,0,0,2,1,0,0,0,1,0,0,3
James C Crumlish,,,,,,,,,,,,,,,,,0,1,0,1,0,1,0,0,0,0,0,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,1,0,0,1,1,3
Cateria R Mccabe,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,0,1,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,3
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,3
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,3
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,3
Kay Yu,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,26,16,9,20,20,15,14,12,12,11,10,10,9,9,8,8,6,5,4,4,4,4,3,2,2,2,2,1,3
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,4
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Nicola Serianni,Jennifer Schultz,James C Crumlish,Tiffany Palmer,Anthony Kyriakakis,Joshua Roberts,Wendi Barish,Beth Grossman,Craig Levin,Vicki Markovitz,Cateria R Mccabe,Carmella Jacquinto,Jon Marshall,Terri M Booker,Laurie Dow,Henry Mcgregor Sias,James F Berardinelli,Kay Yu,Kendra Mccrae,Chris Hall,Janine D Momasso,Leon Goodman,Robert Trimble,Gregory Weyer,Sherman Toppin,4
Jim Kenney,2,0,0,18,10,6,7,7,6,6,3,2,4,6,5,3,4,3,3,1,3,3,2,2,1,1,0,1,4
Anthony Hardy Williams,,4,0,3,6,2,0,0,2,1,3,2,2,0,1,3,2,0,1,0,0,0,0,1,1,0,1,0,4
Alan Butkovitz,,,3,5,4,3,3,3,1,1,2,4,2,1,0,0,0,2,0,3,1,1,1,0,1,1,0,0,4
Nicola Serianni,,,,3,8,4,5,3,2,4,5,3,7,4,3,1,4,2,2,2,2,3,2,2,0,0,0,1,4
Jennifer Schultz,,,,,0,2,5,4,4,5,3,7,5,4,0,1,3,3,0,2,3,1,1,3,1,1,0,0,4
James C Crumlish,,,,,,0,4,5,3,2,1,2,0,1,3,2,0,0,1,1,0,0,2,1,1,1,0,0,4
Tiffany Palmer,,,,,,,0,7,2,4,2,1,2,3,1,0,0,0,0,0,2,1,2,1,0,0,0,0,4
Anthony Kyriakakis,,,,,,,,0,3,2,0,1,0,3,2,0,1,1,2,0,1,0,3,0,0,0,0,0,4
Joshua Roberts,,,,,,,,,0,1,0,3,0,3,1,3,1,1,2,0,1,0,0,1,1,0,0,0,4
Wendi Barish,,,,,,,,,,0,2,2,2,1,0,0,2,2,0,0,0,2,1,1,1,0,0,0,4
Beth Grossman,,,,,,,,,,,0,2,4,0,1,0,1,2,1,2,1,3,0,0,2,0,1,0,4
Craig Levin,,,,,,,,,,,,0,3,0,0,1,1,2,0,3,2,1,0,1,2,1,0,0,4
Vicki Markovitz,,,,,,,,,,,,,0,2,1,0,2,0,1,1,2,2,0,1,1,0,1,1,4
Cateria R Mccabe,,,,,,,,,,,,,,0,1,0,2,1,2,0,1,1,0,2,0,0,0,1,4
Carmella Jacquinto,,,,,,,,,,,,,,,0,0,0,0,2,1,0,0,1,0,1,0,1,0,4
Jon Marshall,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,4
Terri M Booker,,,,,,,,,,,,,,,,,0,2,1,0,0,0,1,1,0,0,0,0,4
Laurie Dow,,,,,,,,,,,,,,,,,,0,1,2,1,2,1,0,1,1,0,0,4
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,4
James F Berardinelli,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,0,0,4
Kay Yu,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,1,4
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,4
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,4
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,33,15,13,29,20,11,11,10,9,9,8,8,8,7,6,6,6,5,4,4,4,4,3,3,3,2,1,1,4
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,5
,Jim Kenney,Alan Butkovitz,Anthony Hardy Williams,Jennifer Schultz,Nicola Serianni,Joshua Roberts,Carmella Jacquinto,Craig Levin,Jon Marshall,Beth Grossman,Wendi Barish,Anthony Kyriakakis,Cateria R Mccabe,Tiffany Palmer,Laurie Dow,James C Crumlish,Vicki Markovitz,Leon Goodman,Chris Hall,James F Berardinelli,Kay Yu,Terri M Booker,Janine D Momasso,Sherman Toppin,Henry Mcgregor Sias,Kendra Mccrae,Gregory Weyer,Robert Trimble,5
Jim Kenney,3,0,0,14,12,12,9,8,8,3,3,5,7,4,3,0,2,4,2,1,2,4,3,4,1,2,0,1,5
Alan Butkovitz,,2,0,7,4,1,1,4,4,6,4,3,2,2,3,5,3,2,2,3,1,0,1,0,1,1,2,1,5
Anthony Hardy Williams,,,1,4,7,4,3,2,2,3,4,3,1,3,1,2,2,0,1,0,2,1,0,0,1,0,0,0,5
Jennifer Schultz,,,,1,7,6,4,7,7,5,8,4,6,6,6,4,3,3,3,2,3,3,2,0,0,2,1,1,5
Nicola Serianni,,,,,1,6,10,5,3,4,8,1,5,4,3,3,3,1,1,0,0,1,2,2,1,0,0,2,5
Joshua Roberts,,,,,,0,4,8,9,2,2,5,3,1,0,0,1,1,0,1,1,1,0,3,3,0,1,0,5
Carmella Jacquinto,,,,,,,1,0,1,4,3,3,5,2,3,0,1,1,0,0,2,1,1,4,1,0,0,0,5
Craig Levin,,,,,,,,0,7,0,3,1,1,1,1,2,2,1,1,0,0,0,0,0,1,0,0,1,5
Jon Marshall,,,,,,,,,0,1,2,3,2,1,0,1,0,2,2,1,1,1,0,1,1,0,1,0,5
Beth Grossman,,,,,,,,,,0,6,3,2,2,5,2,2,2,0,3,3,0,2,0,1,0,1,1,5
Wendi Barish,,,,,,,,,,,0,0,5,4,5,2,2,0,1,1,1,0,2,0,1,0,0,1,5
Anthony Kyriakakis,,,,,,,,,,,,0,3,2,0,3,3,2,2,2,3,2,1,3,1,0,0,0,5
Cateria R Mccabe,,,,,,,,,,,,,0,5,3,1,1,0,1,1,0,1,3,3,1,1,1,0,5
Tiffany Palmer,,,,,,,,,,,,,,0,2,1,1,1,4,0,1,3,2,0,0,1,0,1,5
Laurie Dow,,,,,,,,,,,,,,,0,1,0,1,1,1,2,0,1,0,0,1,1,2,5
James C Crumlish,,,,,,,,,,,,,,,,0,3,1,1,1,1,0,0,0,0,1,1,0,5
Vicki Markovitz,,,,,,,,,,,,,,,,,0,1,1,2,1,0,2,1,1,0,0,0,5
Leon Goodman,,,,,,,,,,,,,,,,,,0,2,0,3,2,0,0,0,1,0,0,5
Chris Hall,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,0,1,0,1,5
James F Berardinelli,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,5
Kay Yu,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,5
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,5
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,5
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,5
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,5
Kendra Mccrae,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,5
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,35,17,15,27,25,17,15,14,14,12,12,11,11,9,8,7,7,6,5,5,5,5,4,4,3,3,2,2,5
,Mayor - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,6
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Jennifer Schultz,Joshua Roberts,Nicola Serianni,Carmella Jacquinto,Beth Grossman,Anthony Kyriakakis,Wendi Barish,Craig Levin,Kay Yu,Terri M Booker,Tiffany Palmer,Chris Hall,James C Crumlish,Kendra Mccrae,Jon Marshall,Laurie Dow,Leon Goodman,Vicki Markovitz,James F Berardinelli,Robert Trimble,Henry Mcgregor Sias,Janine D Momasso,Cateria R Mccabe,Gregory Weyer,Sherman Toppin,6
Jim Kenney,5,0,0,12,9,11,8,6,6,6,4,6,4,5,3,5,2,3,3,3,3,3,3,2,2,1,0,0,6
Anthony Hardy Williams,,1,0,3,2,1,0,1,0,1,2,0,2,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,6
Alan Butkovitz,,,3,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,6
Jennifer Schultz,,,,0,5,4,3,6,1,3,3,1,3,4,1,1,2,4,3,1,3,0,0,2,2,1,0,0,6
Joshua Roberts,,,,,1,3,5,2,4,3,4,1,3,0,1,4,1,4,0,2,2,0,0,1,0,0,0,0,6
Nicola Serianni,,,,,,0,4,4,5,3,1,5,0,2,1,1,2,1,1,1,1,3,2,1,0,0,0,0,6
Carmella Jacquinto,,,,,,,0,3,3,4,1,3,2,0,1,3,0,2,1,2,1,0,2,0,1,0,0,0,6
Beth Grossman,,,,,,,,0,3,3,0,3,2,4,0,0,1,1,2,0,1,1,0,1,1,0,0,0,6
Anthony Kyriakakis,,,,,,,,,0,2,0,3,1,1,0,2,1,0,0,0,0,2,0,1,0,0,0,0,6
Wendi Barish,,,,,,,,,,0,0,3,3,2,0,3,0,0,2,2,0,0,1,0,1,0,0,0,6
Craig Levin,,,,,,,,,,,0,0,1,0,1,1,1,3,0,1,1,0,0,0,0,0,0,0,6
Kay Yu,,,,,,,,,,,,0,0,2,1,2,0,0,0,1,0,1,2,0,0,0,0,0,6
Terri M Booker,,,,,,,,,,,,,0,3,2,2,2,0,2,2,1,0,0,0,0,0,0,0,6
Tiffany Palmer,,,,,,,,,,,,,,0,1,0,1,0,2,0,1,1,0,0,0,0,0,0,6
Chris Hall,,,,,,,,,,,,,,,0,1,1,0,2,1,2,1,2,0,0,0,0,0,6
James C Crumlish,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,1,0,0,0,0,0,6
Kendra Mccrae,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,6
