col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jennifer Schultz,Joshua Roberts,Craig Levin,Tiffany Palmer,Anthony Kyriakakis,Cateria R Mccabe,Wendi Barish,Carmella Jacquinto,Nicola Serianni,James C Crumlish,Kay Yu,Jon Marshall,Leon Goodman,Kendra Mccrae,Beth Grossman,Henry Mcgregor Sias,Sherman Toppin,Chris Hall,Terri M Booker,Janine D Momasso,Laurie Dow,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,All
Jennifer Schultz,220,177,182,232,103,165,183,76,224,72,138,155,78,99,123,90,35,52,51,88,58,68,39,19,27,All
Joshua Roberts,,126,281,45,137,141,94,186,64,164,29,157,94,52,50,66,116,23,50,14,20,18,23,22,9,All
Craig Levin,,,95,50,83,87,81,140,78,139,34,148,80,38,51,15,40,19,33,33,30,30,27,21,9,All
Tiffany Palmer,,,,13,218,182,186,77,172,137,198,25,79,121,71,145,27,140,63,87,55,43,31,23,30,All
Anthony Kyriakakis,,,,,4,178,75,154,62,177,123,14,51,51,28,137,79,131,29,20,24,26,29,16,12,All
Cateria R Mccabe,,,,,,3,107,165,135,76,92,13,52,84,48,110,92,24,43,104,28,41,25,14,14,All
Wendi Barish,,,,,,,11,107,152,118,67,30,54,96,89,54,29,37,45,74,61,52,23,15,12,All
Carmella Jacquinto,,,,,,,,20,54,130,59,17,68,71,60,66,94,23,63,34,44,37,18,14,10,All
Nicola Serianni,,,,,,,,,11,73,84,46,53,76,79,63,25,21,31,92,50,48,32,15,20,All
James C Crumlish,,,,,,,,,,13,58,40,80,43,25,30,32,121,36,12,18,14,30,16,6,All
Kay Yu,,,,,,,,,,,11,10,33,69,38,104,21,59,38,38,29,25,27,12,34,All
Jon Marshall,,,,,,,,,,,,55,43,23,26,8,17,16,23,10,14,8,8,14,6,All
Leon Goodman,,,,,,,,,,,,,15,61,53,16,44,38,72,34,28,28,26,22,14,All
Kendra Mccrae,,,,,,,,,,,,,,6,76,23,35,33,61,37,48,44,19,17,17,All
Beth Grossman,,,,,,,,,,,,,,,9,25,22,27,31,33,65,61,34,16,16,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,11,68,28,8,22,17,16,22,7,19,All
Sherman Toppin,,,,,,,,,,,,,,,,,5,12,42,15,20,13,11,14,9,All
Chris Hall,,,,,,,,,,,,,,,,,,2,30,8,15,9,25,14,6,All
Terri M Booker,,,,,,,,,,,,,,,,,,,10,21,31,14,8,17,10,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,3,23,33,32,7,13,All
Laurie Dow,,,,,,,,,,,,,,,,,,,,,5,36,14,12,7,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,2,21,8,4,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,1,15,10,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,3,3,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,836,647,552,545,444,443,419,407,397,393,324,298,297,283,259,258,209,202,199,193,167,150,131,82,76,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Jennifer Schultz,Tiffany Palmer,Craig Levin,Joshua Roberts,Leon Goodman,Beth Grossman,Wendi Barish,Cateria R Mccabe,Henry Mcgregor Sias,Anthony Kyriakakis,Kay Yu,Chris Hall,Kendra Mccrae,Nicola Serianni,Carmella Jacquinto,Laurie Dow,James C Crumlish,Jon Marshall,Janine D Momasso,Sherman Toppin,Vicki Markovitz,Gregory Weyer,Robert Trimble,Terri M Booker,James F Berardinelli,1
Jennifer Schultz,11,19,9,10,9,12,12,13,10,6,10,6,8,12,5,4,4,8,4,3,3,3,2,2,1,1
Tiffany Palmer,,0,3,3,6,5,10,10,13,10,12,11,6,9,3,2,9,2,6,2,2,2,1,3,0,1
Craig Levin,,,4,14,6,4,3,3,1,4,1,2,3,1,7,3,2,5,2,3,0,0,1,1,3,1
Joshua Roberts,,,,6,6,2,3,2,2,4,0,3,2,2,4,2,4,7,2,3,0,0,1,2,0,1
Leon Goodman,,,,,4,5,1,4,2,2,3,3,4,3,4,1,1,3,2,3,1,2,1,2,0,1
Beth Grossman,,,,,,1,5,5,4,1,3,3,8,4,4,7,2,1,3,2,5,2,0,0,1,1
Wendi Barish,,,,,,,1,5,4,4,3,3,6,5,4,6,5,1,4,1,4,0,1,1,0,1
Cateria R Mccabe,,,,,,,,0,6,4,6,2,6,6,2,3,1,0,5,3,0,0,0,2,2,1
Henry Mcgregor Sias,,,,,,,,,0,5,13,4,2,5,2,1,3,0,4,3,2,3,1,0,0,1
Anthony Kyriakakis,,,,,,,,,,0,4,11,0,1,4,4,9,1,1,3,0,0,0,0,0,1
Kay Yu,,,,,,,,,,,0,4,2,5,3,2,3,0,2,2,1,4,1,0,0,1
Chris Hall,,,,,,,,,,,,0,2,1,3,4,11,0,1,0,0,1,1,0,0,1
Kendra Mccrae,,,,,,,,,,,,,1,3,5,6,1,0,3,0,2,0,0,3,1,1
Nicola Serianni,,,,,,,,,,,,,,0,1,3,3,4,5,1,4,2,0,0,0,1
Carmella Jacquinto,,,,,,,,,,,,,,,0,5,3,1,0,3,0,1,0,1,1,1
Laurie Dow,,,,,,,,,,,,,,,,1,3,0,3,2,4,0,0,1,0,1
James C Crumlish,,,,,,,,,,,,,,,,,0,2,0,1,1,0,0,0,0,1
Jon Marshall,,,,,,,,,,,,,,,,,,4,0,2,1,0,1,1,0,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,0,1,3,0,0,0,1,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,50,33,26,26,22,20,20,19,19,18,17,16,16,16,15,15,14,13,11,9,8,4,4,4,3,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,2
,Jennifer Schultz,Tiffany Palmer,Wendi Barish,Anthony Kyriakakis,Joshua Roberts,Cateria R Mccabe,Carmella Jacquinto,Kendra Mccrae,Leon Goodman,Nicola Serianni,Craig Levin,Kay Yu,James C Crumlish,Sherman Toppin,Henry Mcgregor Sias,Beth Grossman,Chris Hall,Jon Marshall,Janine D Momasso,Laurie Dow,Terri M Booker,Vicki Markovitz,Gregory Weyer,James F Berardinelli,Robert Trimble,2
Jennifer Schultz,15,12,17,6,5,8,3,9,4,11,2,6,3,7,2,9,5,6,4,4,2,3,0,2,0,2
Tiffany Palmer,,1,19,11,4,11,5,13,6,9,1,10,8,5,9,5,8,0,7,4,2,3,2,1,2,2
Wendi Barish,,,0,7,5,12,6,11,4,11,0,6,5,4,8,9,4,1,7,6,3,5,2,2,1,2
Anthony Kyriakakis,,,,0,10,11,12,5,5,7,4,7,10,9,10,1,8,2,1,2,1,2,0,1,1,2
Joshua Roberts,,,,,6,11,14,4,5,0,6,3,5,9,6,1,1,3,0,0,3,0,0,0,1,2
Cateria R Mccabe,,,,,,0,10,6,3,6,4,2,3,7,10,6,1,0,8,1,3,4,2,0,0,2
Carmella Jacquinto,,,,,,,1,3,5,1,4,4,7,10,6,2,1,0,0,2,3,1,0,0,0,2
Kendra Mccrae,,,,,,,,0,6,4,2,8,3,3,3,7,3,1,4,3,5,3,0,1,2,2
Leon Goodman,,,,,,,,,2,3,2,4,5,3,0,4,1,4,3,2,4,1,0,1,1,2
Nicola Serianni,,,,,,,,,,1,2,2,2,2,3,6,3,3,5,4,0,2,2,1,0,2
Craig Levin,,,,,,,,,,,7,1,3,0,0,1,1,5,0,1,1,0,1,1,0,2
Kay Yu,,,,,,,,,,,,0,5,2,5,2,5,2,2,2,2,1,1,1,0,2
James C Crumlish,,,,,,,,,,,,,0,0,0,1,9,0,1,2,2,1,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,0,6,2,2,1,1,2,2,1,0,2,0,2
Henry Mcgregor Sias,,,,,,,,,,,,,,,0,1,0,0,1,1,0,0,1,0,1,2
Beth Grossman,,,,,,,,,,,,,,,,0,3,1,1,5,1,4,0,0,0,2
Chris Hall,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,0,0,2
Jon Marshall,,,,,,,,,,,,,,,,,,4,1,0,1,0,1,1,0,2
Janine D Momasso,,,,,,,,,,,,,,,,,,,0,1,3,2,2,0,0,2
Laurie Dow,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,2
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,45,35,31,30,28,27,23,23,20,20,19,18,17,17,16,15,14,14,11,10,9,7,3,3,2,2
