col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Mayor - Democrat,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Anthony Hardy Williams,Alan Butkovitz,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Deja Lynn Alvarez,Fareed Abdullah,Sandra Dungee Glenn,Eryn Santamoor,Ogbonna Paul Hagins,Latrice Y Bryant,Justin Diberardinis,Erika Almirón,Asa Khalif,Billy Thompson,Ethelind Baylor,Fernando Treviño,Beth Finn,Joseph A Diorio,Wayne Allen,Edwin Santana,Mark Ross,Bobbie Curry,Hena Veit,Vinny Black,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,All
Jim Kenney,326,0,0,"1,848","1,728","1,687","1,185","1,247",459,341,337,247,233,280,213,136,179,121,99,117,99,84,72,78,82,56,52,55,49,29,32,31,0,All
Anthony Hardy Williams,,136,0,561,397,424,470,291,191,177,159,185,173,73,112,119,61,109,131,106,55,56,68,51,50,59,44,41,28,30,28,19,0,All
Alan Butkovitz,,,11,45,46,33,57,19,25,20,20,11,9,7,10,6,5,12,10,10,3,8,5,7,7,5,2,0,6,4,2,2,0,All
Isaiah Thomas,,,,24,"1,551","1,702",892,"1,181",152,136,108,255,230,175,76,121,162,118,144,103,96,54,47,51,71,48,50,22,24,25,36,28,0,All
Allan Domb,,,,,6,"1,579",784,"1,189",124,103,83,176,189,213,41,68,119,62,77,63,42,39,38,51,44,29,39,37,21,20,29,20,0,All
Derek S Green,,,,,,5,780,"1,221",107,88,60,181,168,181,44,86,147,63,119,54,82,30,23,35,51,32,29,24,17,23,21,18,0,All
Helen Gym,,,,,,,8,578,318,241,244,145,183,138,192,91,112,127,85,110,89,27,67,30,41,27,32,27,34,16,19,14,0,All
Katherine Gilmore Richardson,,,,,,,,0,69,50,46,106,140,99,28,72,59,78,51,66,31,25,36,19,28,15,20,14,14,13,15,8,0,All
Adrián Rivera-reyes,,,,,,,,,8,225,237,42,28,41,178,36,12,38,28,38,11,42,28,16,14,17,17,13,17,9,5,6,0,All
Willie Floyd Singletary,,,,,,,,,,3,213,38,19,33,162,31,9,19,14,40,10,23,14,18,10,10,13,16,12,13,8,4,0,All
Deja Lynn Alvarez,,,,,,,,,,,5,38,10,41,170,35,12,24,24,26,8,25,14,17,10,12,11,19,18,8,3,6,0,All
Fareed Abdullah,,,,,,,,,,,,3,43,31,27,41,21,23,79,27,17,13,12,13,26,19,18,12,7,11,18,10,0,All
Sandra Dungee Glenn,,,,,,,,,,,,,0,26,18,41,40,71,38,47,12,39,25,32,12,36,9,13,11,5,7,5,0,All
Eryn Santamoor,,,,,,,,,,,,,,1,12,40,78,26,17,29,7,20,20,16,9,8,11,18,29,9,9,7,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,2,14,8,10,20,12,8,12,8,9,7,13,4,4,2,4,2,3,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,1,9,36,21,19,10,11,24,11,21,13,13,22,17,16,11,6,0,All
Justin Diberardinis,,,,,,,,,,,,,,,,,0,14,13,5,28,26,6,23,3,24,2,7,5,2,3,1,0,All
Erika Almirón,,,,,,,,,,,,,,,,,,2,28,45,23,10,29,6,12,6,7,9,14,4,4,2,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,1,13,11,12,18,8,19,11,11,2,6,11,6,7,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,1,10,21,14,24,11,8,9,9,10,12,7,10,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,1,4,6,4,7,8,5,5,3,1,4,2,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,0,13,51,6,33,7,6,13,3,2,1,0,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,0,11,16,11,7,10,12,4,1,7,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,1,11,26,9,10,10,6,7,4,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,5,11,7,9,3,3,2,7,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,3,8,1,3,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,7,6,2,1,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5,5,3,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,5,0,All
