col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Deja Lynn Alvarez,Willie Floyd Singletary,Sandra Dungee Glenn,Fareed Abdullah,Eryn Santamoor,Erika Almirón,Asa Khalif,Ogbonna Paul Hagins,Justin Diberardinis,Latrice Y Bryant,Billy Thompson,Beth Finn,Fernando Treviño,Ethelind Baylor,Joseph A Diorio,Wayne Allen,Edwin Santana,Vinny Black,Mark Ross,Hena Veit,Bobbie Curry,Devon Cade,Wayne Edmund Dorsey,Sherrie Cohen,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Helen Gym,47,"1,082",882,840,676,271,204,168,186,117,148,135,105,135,138,87,81,75,60,76,33,39,47,41,25,37,22,18,15,0,618,834,229,All
Isaiah Thomas,,101,930,961,681,152,110,123,204,183,117,121,149,49,119,113,101,77,53,82,39,57,37,45,37,24,19,24,25,0,580,705,243,All
Allan Domb,,,24,781,588,81,52,59,112,90,135,34,74,27,70,39,65,46,36,27,39,39,33,26,27,14,18,17,19,0,312,635,155,All
Derek S Green,,,,9,619,71,41,59,132,101,99,52,76,19,103,53,58,32,29,46,17,34,20,26,15,8,8,7,17,0,331,591,137,All
Katherine Gilmore Richardson,,,,,5,54,34,25,103,49,72,56,33,11,50,43,35,39,23,17,11,9,12,15,8,13,7,8,7,0,204,501,90,All
Adrián Rivera-reyes,,,,,,7,182,160,31,29,33,51,37,115,18,42,15,30,47,9,18,16,20,9,4,12,6,8,5,0,307,100,96,All
Deja Lynn Alvarez,,,,,,,12,138,25,31,26,37,19,107,19,33,22,22,31,13,20,7,16,14,8,17,7,7,7,0,244,71,84,All
Willie Floyd Singletary,,,,,,,,6,20,28,25,10,23,100,8,29,23,9,12,4,19,12,5,3,8,6,8,12,1,0,205,77,75,All
Sandra Dungee Glenn,,,,,,,,,7,36,16,51,34,5,34,38,18,35,29,16,28,13,21,5,5,8,6,6,2,0,146,61,88,All
Fareed Abdullah,,,,,,,,,,2,15,25,65,15,4,36,28,10,12,9,7,11,9,14,13,3,10,5,5,0,132,59,66,All
Eryn Santamoor,,,,,,,,,,,0,32,17,14,34,19,18,19,28,3,14,9,10,12,7,15,5,7,5,0,105,67,53,All
Erika Almirón,,,,,,,,,,,,1,32,7,27,31,19,29,26,26,6,2,13,6,5,12,3,6,4,0,127,30,43,All
Asa Khalif,,,,,,,,,,,,,1,8,12,31,12,14,11,9,5,12,7,10,5,6,8,6,3,0,120,38,50,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,13,4,5,6,6,11,1,9,4,3,3,1,7,1,0,3,0,119,40,41,All
Justin Diberardinis,,,,,,,,,,,,,,,3,6,8,11,21,23,20,3,17,7,5,1,3,2,4,0,71,67,38,All
Latrice Y Bryant,,,,,,,,,,,,,,,,1,21,20,5,18,11,12,8,16,8,11,11,8,5,0,125,25,40,All
Billy Thompson,,,,,,,,,,,,,,,,,4,14,9,10,11,12,7,7,14,10,11,4,11,0,95,38,31,All
Beth Finn,,,,,,,,,,,,,,,,,,1,12,3,14,7,9,6,6,13,2,2,0,0,95,24,31,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,0,2,31,3,24,2,4,10,1,1,4,0,59,26,45,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,1,5,4,1,3,0,0,3,0,2,0,49,25,24,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,1,7,15,8,2,9,5,6,2,0,43,24,37,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,4,5,9,7,3,6,1,5,0,51,25,9,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,0,3,1,3,2,2,2,0,41,15,26,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,2,9,2,4,6,3,0,40,20,18,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,0,4,8,2,4,0,39,15,6,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,0,30,13,18,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,6,0,30,7,7,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,23,11,10,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,22,6,10,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Tracey Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,0,0,All
Ronald R Donatucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,0,All
Jacque P Whaumbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,All
Total,"1,901","1,853","1,276","1,224",889,542,436,386,343,279,261,230,228,221,214,203,187,158,144,117,114,102,93,87,69,67,53,49,48,0,"1,242","1,133",523,All
,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,1
,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Deja Lynn Alvarez,Katherine Gilmore Richardson,Adrián Rivera-reyes,Ethelind Baylor,Willie Floyd Singletary,Billy Thompson,Eryn Santamoor,Latrice Y Bryant,Ogbonna Paul Hagins,Justin Diberardinis,Sandra Dungee Glenn,Erika Almirón,Fareed Abdullah,Asa Khalif,Devon Cade,Hena Veit,Wayne Allen,Beth Finn,Fernando Treviño,Joseph A Diorio,Mark Ross,Vinny Black,Bobbie Curry,Edwin Santana,Wayne Edmund Dorsey,Sherrie Cohen,Ronald R Donatucci,Tracey Gordon,Jacque P Whaumbush,1
Helen Gym,2,18,12,13,5,11,5,5,3,1,3,3,3,2,3,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,17,8,6,1
Isaiah Thomas,,1,20,17,5,12,2,4,0,1,3,4,1,2,2,1,3,3,1,1,2,1,0,1,0,1,0,0,0,0,16,9,4,1
Derek S Green,,,0,17,4,10,1,2,1,2,4,3,1,1,2,1,2,2,1,0,2,1,0,1,1,0,0,0,1,0,10,9,4,1
Allan Domb,,,,0,2,13,1,0,1,4,2,1,0,2,1,0,1,2,0,0,1,0,2,0,2,0,0,0,0,0,15,5,4,1
Deja Lynn Alvarez,,,,,1,0,3,2,3,2,3,1,5,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,3,9,4,1
Katherine Gilmore Richardson,,,,,,0,1,1,0,2,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,3,1
Adrián Rivera-reyes,,,,,,,0,1,3,1,1,3,2,1,0,1,0,0,2,0,1,0,0,1,0,1,1,1,0,0,3,5,4,1
Ethelind Baylor,,,,,,,,0,0,0,1,1,0,3,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3,1
Willie Floyd Singletary,,,,,,,,,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,1,1
Billy Thompson,,,,,,,,,,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,2,1,1,0,0,0,0,4,2,1
Eryn Santamoor,,,,,,,,,,,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,1
Latrice Y Bryant,,,,,,,,,,,,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,2,4,0,1
Ogbonna Paul Hagins,,,,,,,,,,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Justin Diberardinis,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,3,1
Sandra Dungee Glenn,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1
Erika Almirón,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
Fareed Abdullah,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
Asa Khalif,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1
Devon Cade,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Hena Veit,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Wayne Allen,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,1,2,0,1
Beth Finn,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,1,0,1
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,2,1
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2,0,1
