col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Judge Of The Superior Court - Democrat,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Willie Floyd Singletary,Adrián Rivera-reyes,Deja Lynn Alvarez,Sandra Dungee Glenn,Fareed Abdullah,Ethelind Baylor,Erika Almirón,Billy Thompson,Ogbonna Paul Hagins,Eryn Santamoor,Asa Khalif,Justin Diberardinis,Latrice Y Bryant,Wayne Edmund Dorsey,Edwin Santana,Fernando Treviño,Joseph A Diorio,Beth Finn,Wayne Allen,Hena Veit,Mark Ross,Vinny Black,Devon Cade,Bobbie Curry,Sherrie Cohen,All
Daniel D Mccaffery,84,"1,046",234,"1,226",780,822,734,611,342,324,256,201,191,161,168,165,152,128,122,102,94,88,73,64,69,53,56,37,53,55,27,24,1,All
Amanda Green-hawkins,,40,174,"1,039",695,712,668,562,206,218,178,239,150,146,157,150,91,105,124,100,93,72,91,70,75,51,39,41,43,42,29,22,0,All
Beth Tarasi,,,27,302,127,113,102,68,148,183,161,53,44,53,51,39,104,56,37,24,32,22,21,21,28,32,19,27,16,12,16,9,0,All
Helen Gym,,,,27,676,661,645,538,205,239,185,174,88,118,156,116,133,99,84,93,60,54,41,48,40,48,29,33,30,25,24,15,0,All
Allan Domb,,,,,35,601,631,486,78,74,53,122,91,83,55,69,18,84,65,37,21,47,34,22,24,18,21,16,16,23,20,13,0,All
Isaiah Thomas,,,,,,10,639,493,89,77,44,124,116,103,86,73,24,53,90,58,55,30,31,19,25,18,31,14,33,14,19,9,0,All
Derek S Green,,,,,,,17,498,64,54,27,132,96,89,54,65,11,63,62,60,40,44,31,14,13,14,16,11,22,15,10,11,0,All
Katherine Gilmore Richardson,,,,,,,,7,31,42,29,124,51,56,68,58,15,60,32,36,36,32,22,16,11,19,12,10,10,8,6,9,0,All
Willie Floyd Singletary,,,,,,,,,3,184,163,19,31,19,14,49,118,24,21,8,25,16,8,13,17,11,9,10,9,15,5,4,0,All
Adrián Rivera-reyes,,,,,,,,,,6,161,28,28,13,29,26,130,38,23,14,18,19,12,28,25,14,8,21,12,10,3,9,1,All
Deja Lynn Alvarez,,,,,,,,,,,11,11,18,18,22,18,121,21,16,10,25,8,12,17,17,13,4,16,6,8,3,2,0,All
Sandra Dungee Glenn,,,,,,,,,,,,3,33,31,59,52,9,27,29,43,21,13,40,35,34,17,4,10,2,6,2,6,0,All
Fareed Abdullah,,,,,,,,,,,,,16,30,23,26,9,19,58,3,21,15,15,6,9,11,15,4,10,12,5,6,0,All
Ethelind Baylor,,,,,,,,,,,,,,17,45,22,11,19,11,24,15,4,13,5,7,7,15,3,12,7,8,2,0,All
Erika Almirón,,,,,,,,,,,,,,,2,36,7,31,25,40,19,11,7,13,6,27,7,8,11,7,4,2,0,All
Billy Thompson,,,,,,,,,,,,,,,,1,7,16,19,3,24,15,7,13,11,8,10,9,12,13,8,7,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,,,2,13,6,1,10,4,4,5,4,3,8,7,0,5,0,1,1,All
Eryn Santamoor,,,,,,,,,,,,,,,,,,2,14,26,7,4,12,23,13,10,6,17,5,8,5,6,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,,2,10,25,7,14,1,9,10,6,8,9,4,4,4,0,All
Justin Diberardinis,,,,,,,,,,,,,,,,,,,,1,4,5,28,36,30,2,1,0,4,4,3,2,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,,,1,6,6,8,13,12,7,11,8,12,7,6,1,All
Wayne Edmund Dorsey,,,,,,,,,,,,,,,,,,,,,,11,11,4,3,2,8,3,2,4,1,3,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,2,37,27,7,7,3,2,5,1,4,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,,0,46,6,7,11,3,5,6,3,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,10,5,8,9,5,0,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,13,3,3,3,3,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,7,4,1,0,All
Hena Veit,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,1,6,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,3,5,0,All
Vinny Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,5,0,All
Devon Cade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,101","1,662",569,"1,675","1,073","1,042",984,767,475,467,384,336,282,269,245,234,214,195,183,157,144,141,133,120,119,89,76,71,71,71,49,40,1,All
,Judge Of The Superior Court - Democrat,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Deja Lynn Alvarez,Adrián Rivera-reyes,Sandra Dungee Glenn,Fareed Abdullah,Willie Floyd Singletary,Ogbonna Paul Hagins,Erika Almirón,Edwin Santana,Latrice Y Bryant,Asa Khalif,Beth Finn,Billy Thompson,Eryn Santamoor,Justin Diberardinis,Wayne Edmund Dorsey,Ethelind Baylor,Fernando Treviño,Wayne Allen,Devon Cade,Joseph A Diorio,Bobbie Curry,Hena Veit,Mark Ross,Sherrie Cohen,Vinny Black,1
Daniel D Mccaffery,1,38,7,46,31,32,26,24,9,8,9,6,4,3,4,4,3,2,3,3,3,2,3,1,2,2,1,1,0,0,0,0,0,1
Amanda Green-hawkins,,0,5,37,27,29,22,25,4,6,6,2,5,5,3,0,3,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1
Beth Tarasi,,,0,10,2,1,1,0,6,7,0,1,4,5,1,0,1,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1
Helen Gym,,,,1,26,29,23,21,7,8,3,3,7,5,3,0,2,1,2,2,2,1,2,2,0,1,1,1,0,0,0,0,0,1
Allan Domb,,,,,2,28,25,23,1,2,4,3,0,0,1,0,1,2,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1
Isaiah Thomas,,,,,,0,24,24,1,2,5,2,1,1,3,0,2,3,1,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1
Derek S Green,,,,,,,0,22,1,0,1,2,1,0,1,1,1,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,0,2,1,4,0,1,1,1,0,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1
Deja Lynn Alvarez,,,,,,,,,0,6,1,0,6,6,1,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1
