col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,division
,Judge Of The Superior Court - Democrat,,,Council At Large - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-hawkins,Beth Tarasi,Helen Gym,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Adrián Rivera-reyes,Willie Floyd Singletary,Sandra Dungee Glenn,Deja Lynn Alvarez,Eryn Santamoor,Fareed Abdullah,Ogbonna Paul Hagins,Erika Almirón,Justin Diberardinis,Asa Khalif,Latrice Y Bryant,Billy Thompson,Bobbie Curry,Ethelind Baylor,Fernando Treviño,Beth Finn,Joseph A Diorio,Wayne Allen,Edwin Santana,Mark Ross,Hena Veit,Devon Cade,Vinny Black,Wayne Edmund Dorsey,Sherrie Cohen,All
Daniel D Mccaffery,164,"1,262",448,"3,460","3,069","3,045","2,980","2,472",480,428,370,364,268,228,222,195,192,185,185,175,195,151,121,98,99,103,93,89,51,67,55,49,1,All
Amanda Green-hawkins,,19,266,"1,227","1,000","1,071","1,039",773,302,262,311,205,167,163,133,160,117,149,137,125,121,97,90,82,86,75,69,49,42,47,42,35,0,All
Beth Tarasi,,,38,547,346,336,326,216,292,197,81,202,93,79,124,74,45,74,68,54,53,33,53,73,42,35,32,29,38,19,24,12,0,All
Helen Gym,,,,51,"2,882","2,805","2,824","2,396",374,307,317,271,203,130,201,192,159,132,105,116,100,124,78,80,52,62,48,42,46,36,27,19,0,All
Allan Domb,,,,,70,"2,740","2,780","2,273",143,135,234,85,233,126,52,85,131,97,66,99,87,69,53,40,54,60,46,53,25,39,30,27,0,All
Isaiah Thomas,,,,,,35,"2,895","2,294",127,128,282,92,162,168,60,138,152,143,121,90,74,112,49,44,43,77,51,55,19,39,24,21,0,All
Derek S Green,,,,,,,34,"2,282",100,103,278,64,185,142,44,106,170,113,89,87,94,109,35,42,33,74,43,36,15,21,24,16,1,All
Katherine Gilmore Richardson,,,,,,,,10,65,55,193,75,98,52,32,84,54,43,56,60,50,55,35,38,23,26,25,21,19,17,16,12,0,All
Adrián Rivera-reyes,,,,,,,,,9,246,43,223,62,39,164,56,27,33,41,47,34,6,63,33,27,11,22,10,23,7,21,10,0,All
Willie Floyd Singletary,,,,,,,,,,8,25,206,45,34,137,14,7,29,33,51,20,9,30,10,26,23,10,21,10,14,17,8,0,All
Sandra Dungee Glenn,,,,,,,,,,,4,22,23,36,25,75,35,39,37,41,27,32,36,30,34,10,27,11,13,5,9,2,0,All
Deja Lynn Alvarez,,,,,,,,,,,,3,30,19,147,33,17,25,44,28,23,16,27,21,21,9,10,16,11,14,15,5,0,All
Eryn Santamoor,,,,,,,,,,,,,4,10,12,28,72,25,20,25,27,9,25,17,12,8,14,17,22,7,5,7,0,All
Fareed Abdullah,,,,,,,,,,,,,,7,16,28,12,85,48,27,27,13,11,15,9,17,19,13,4,13,10,9,0,All
Ogbonna Paul Hagins,,,,,,,,,,,,,,,2,15,4,20,14,13,12,8,13,8,11,7,9,5,7,4,6,1,1,All
Erika Almirón,,,,,,,,,,,,,,,,4,24,28,25,19,20,21,16,18,13,8,7,7,12,8,4,3,1,All
Justin Diberardinis,,,,,,,,,,,,,,,,,1,9,15,8,16,27,25,8,23,6,21,9,2,2,4,3,0,All
Asa Khalif,,,,,,,,,,,,,,,,,,1,43,10,27,7,9,18,4,12,17,13,8,8,6,11,0,All
Latrice Y Bryant,,,,,,,,,,,,,,,,,,,6,19,30,14,16,14,4,11,13,17,10,15,10,6,0,All
Billy Thompson,,,,,,,,,,,,,,,,,,,,3,17,12,15,10,14,12,5,10,10,10,8,7,1,All
Bobbie Curry,,,,,,,,,,,,,,,,,,,,,2,8,12,12,13,18,12,18,10,12,6,10,0,All
Ethelind Baylor,,,,,,,,,,,,,,,,,,,,,,8,2,14,6,8,10,5,7,6,8,7,0,All
Fernando Treviño,,,,,,,,,,,,,,,,,,,,,,,2,15,35,5,30,5,14,5,5,3,0,All
Beth Finn,,,,,,,,,,,,,,,,,,,,,,,,4,9,6,5,5,11,4,3,8,0,All
Joseph A Diorio,,,,,,,,,,,,,,,,,,,,,,,,,2,9,22,10,4,11,4,4,0,All
Wayne Allen,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,7,5,8,6,6,0,All
Edwin Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,4,5,0,All
Mark Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,5,6,0,All
