col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Joshua Roberts,Wendi Barish,Jennifer Schultz,James C Crumlish,Anthony Kyriakakis,Craig Levin,Beth Grossman,Carmella Jacquinto,Tiffany Palmer,Cateria R Mccabe,Nicola Serianni,Vicki Markovitz,Sherman Toppin,Jon Marshall,Leon Goodman,James F Berardinelli,Kendra Mccrae,Chris Hall,Laurie Dow,Terri M Booker,Kay Yu,Janine D Momasso,Robert Trimble,Henry Mcgregor Sias,Gregory Weyer,All
Joshua Roberts,97,399,176,385,332,185,116,288,56,168,72,71,188,110,60,51,49,34,35,40,23,23,22,21,6,All
Wendi Barish,,6,200,372,337,123,170,300,120,144,103,99,173,41,70,45,61,51,64,71,47,33,21,16,6,All
Jennifer Schultz,,,116,106,67,200,196,72,117,68,169,144,31,128,72,40,74,45,80,52,52,57,33,15,6,All
James C Crumlish,,,,17,369,108,90,263,95,139,64,41,156,45,54,82,30,99,27,30,16,20,31,16,7,All
Anthony Kyriakakis,,,,,6,74,95,265,112,135,55,43,172,16,32,59,27,100,15,18,30,13,20,23,11,All
Craig Levin,,,,,,86,137,40,47,48,94,111,39,103,72,45,48,41,53,26,25,26,24,11,7,All
Beth Grossman,,,,,,,30,75,111,69,94,157,17,42,68,74,66,51,90,54,36,43,17,17,9,All
Carmella Jacquinto,,,,,,,,11,60,122,52,34,137,13,39,19,51,21,32,48,30,32,9,16,5,All
Tiffany Palmer,,,,,,,,,6,51,55,67,23,24,45,46,70,91,59,52,56,27,10,14,7,All
Cateria R Mccabe,,,,,,,,,,2,49,38,19,21,34,39,45,26,25,24,24,27,11,16,4,All
Nicola Serianni,,,,,,,,,,,5,95,18,43,48,28,45,20,41,19,33,34,17,9,8,All
Vicki Markovitz,,,,,,,,,,,,0,15,19,43,45,42,24,57,28,23,28,14,10,4,All
Sherman Toppin,,,,,,,,,,,,,7,16,16,13,17,12,15,20,9,14,10,8,5,All
Jon Marshall,,,,,,,,,,,,,,25,28,17,15,19,18,17,8,7,16,5,1,All
Leon Goodman,,,,,,,,,,,,,,,7,27,34,26,22,51,23,14,20,6,5,All
James F Berardinelli,,,,,,,,,,,,,,,,7,25,44,27,11,23,36,22,17,11,All
Kendra Mccrae,,,,,,,,,,,,,,,,,2,25,42,34,36,19,18,5,8,All
Chris Hall,,,,,,,,,,,,,,,,,,2,18,25,26,11,26,6,8,All
Laurie Dow,,,,,,,,,,,,,,,,,,,2,28,23,31,15,12,6,All
Terri M Booker,,,,,,,,,,,,,,,,,,,,0,21,19,13,8,4,All
Kay Yu,,,,,,,,,,,,,,,,,,,,,4,13,6,9,4,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,0,7,5,6,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,8,3,All
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,,1,4,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,2,All
Total,788,691,635,623,543,500,467,444,321,298,283,276,261,218,210,205,196,192,179,152,134,116,87,59,33,All
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Joshua Roberts,Anthony Kyriakakis,James C Crumlish,Wendi Barish,Beth Grossman,Jennifer Schultz,James F Berardinelli,Craig Levin,Vicki Markovitz,Cateria R Mccabe,Kendra Mccrae,Jon Marshall,Carmella Jacquinto,Nicola Serianni,Tiffany Palmer,Chris Hall,Kay Yu,Laurie Dow,Robert Trimble,Sherman Toppin,Janine D Momasso,Leon Goodman,Gregory Weyer,Henry Mcgregor Sias,Terri M Booker,1
Joshua Roberts,2,9,11,9,5,2,5,3,3,7,1,2,3,1,2,3,0,0,2,1,0,1,0,0,0,1
Anthony Kyriakakis,,0,9,9,6,1,4,0,5,7,1,1,7,2,4,1,3,1,2,1,2,3,1,2,0,1
James C Crumlish,,,1,10,4,0,6,3,2,6,2,2,5,1,2,2,0,0,2,2,1,1,0,0,0,1
Wendi Barish,,,,0,2,2,4,1,5,7,3,1,5,4,3,0,3,0,0,0,0,0,0,1,0,1
Beth Grossman,,,,,0,5,4,3,8,1,1,1,0,3,5,3,2,3,1,0,1,2,0,0,0,1
Jennifer Schultz,,,,,,4,0,3,4,1,4,2,1,4,2,0,2,4,0,0,1,0,0,0,0,1
James F Berardinelli,,,,,,,0,2,1,3,3,2,1,1,4,3,2,1,1,2,0,1,0,1,0,1
Craig Levin,,,,,,,,1,1,1,3,4,0,0,0,1,0,1,3,3,1,0,1,0,1,1
Vicki Markovitz,,,,,,,,,0,2,3,1,0,5,3,1,3,1,1,0,0,2,0,0,0,1
