col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,All
,Jennifer Schultz,Leon Goodman,Wendi Barish,Carmella Jacquinto,Anthony Kyriakakis,Joshua Roberts,Tiffany Palmer,Craig Levin,Henry Mcgregor Sias,Terri M Booker,Jon Marshall,Cateria R Mccabe,Kay Yu,Kendra Mccrae,Sherman Toppin,James C Crumlish,Laurie Dow,Beth Grossman,Nicola Serianni,Chris Hall,Janine D Momasso,Vicki Markovitz,James F Berardinelli,Robert Trimble,Gregory Weyer,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,All
Jennifer Schultz,46,463,519,397,482,205,239,193,343,102,174,130,158,94,53,72,78,98,119,96,62,55,27,34,10,494,547,148,All
Leon Goodman,,11,434,404,374,159,122,72,332,159,66,74,47,99,73,93,67,62,53,52,59,25,44,34,21,193,452,81,All
Wendi Barish,,,7,420,403,107,142,112,326,97,58,67,99,93,79,92,82,94,85,43,60,41,26,27,10,229,399,97,All
Carmella Jacquinto,,,,12,356,139,94,77,334,107,17,72,92,76,102,105,62,46,45,30,52,27,23,22,7,173,394,82,All
Anthony Kyriakakis,,,,,7,80,190,24,374,46,27,125,128,30,64,54,24,37,27,97,24,19,29,11,5,144,409,50,All
Joshua Roberts,,,,,,26,81,164,54,131,186,69,44,58,104,108,42,55,60,53,23,34,30,39,14,284,223,98,All
Tiffany Palmer,,,,,,,6,48,44,150,53,166,185,157,66,66,91,87,81,134,61,42,48,28,24,289,101,92,All
Craig Levin,,,,,,,,20,17,51,159,33,66,41,72,96,47,38,52,28,34,31,22,30,9,254,80,93,All
Henry Mcgregor Sias,,,,,,,,,1,25,10,55,20,15,41,10,13,16,10,9,19,13,12,6,1,52,333,29,All
Terri M Booker,,,,,,,,,,10,54,54,56,115,68,73,71,63,43,71,40,25,23,22,17,169,130,82,All
Jon Marshall,,,,,,,,,,,8,28,24,48,38,48,35,40,56,24,12,25,9,33,8,201,77,68,All
Cateria R Mccabe,,,,,,,,,,,,4,93,80,69,25,37,35,46,31,74,17,41,14,8,156,90,47,All
Kay Yu,,,,,,,,,,,,,8,58,64,57,37,44,26,66,26,16,17,14,8,192,52,41,All
Kendra Mccrae,,,,,,,,,,,,,,5,60,33,63,57,47,51,51,31,25,33,10,189,54,55,All
Sherman Toppin,,,,,,,,,,,,,,,5,59,42,23,35,23,26,16,16,19,10,138,74,38,All
James C Crumlish,,,,,,,,,,,,,,,,7,33,25,33,54,18,6,23,19,4,123,93,35,All
Laurie Dow,,,,,,,,,,,,,,,,,2,69,47,34,48,13,22,21,10,125,40,75,All
Beth Grossman,,,,,,,,,,,,,,,,,,1,56,36,34,41,19,16,14,128,50,54,All
Nicola Serianni,,,,,,,,,,,,,,,,,,,2,24,39,35,17,14,10,140,43,41,All
Chris Hall,,,,,,,,,,,,,,,,,,,,0,17,16,22,28,13,110,57,40,All
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,12,19,41,7,9,104,36,44,All
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,0,15,13,7,70,30,21,All
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,0,5,5,50,42,21,All
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,5,55,23,19,All
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,1,37,8,6,All
Tracey Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,0,All
Ronald R Donatucci,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,All
Jacque P Whaumbush,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,All
Total,"1,301",781,777,700,675,654,547,463,452,411,364,334,334,320,279,276,254,241,238,232,216,126,121,105,55,"1,139",941,425,All
,Register Of Wills - Democrat,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Tracey Gordon,Ronald R Donatucci,Jacque P Whaumbush,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Joshua Roberts,Leon Goodman,Wendi Barish,Carmella Jacquinto,Cateria R Mccabe,Chris Hall,Kay Yu,Kendra Mccrae,Craig Levin,Jon Marshall,Terri M Booker,Laurie Dow,Beth Grossman,Nicola Serianni,Sherman Toppin,James C Crumlish,Henry Mcgregor Sias,James F Berardinelli,Janine D Momasso,Vicki Markovitz,Robert Trimble,Gregory Weyer,1
Tracey Gordon,6,0,0,30,27,12,15,13,13,7,13,14,15,17,10,8,8,8,7,8,5,5,1,5,5,5,3,3,1
Ronald R Donatucci,,8,0,16,9,17,10,12,8,13,9,5,2,3,5,5,5,1,6,2,6,3,9,4,3,3,1,2,1
Jacque P Whaumbush,,,4,12,12,3,5,5,8,6,4,3,3,2,5,7,7,8,4,5,4,4,1,1,1,1,2,0,1
Jennifer Schultz,,,,1,28,21,7,17,21,16,7,16,16,6,13,10,8,8,8,8,4,5,5,2,2,4,2,1,1
Tiffany Palmer,,,,,0,14,8,14,14,13,14,17,16,16,4,5,14,12,8,6,3,4,0,7,6,6,2,0,1
Anthony Kyriakakis,,,,,,1,9,12,12,13,10,12,9,3,2,2,4,3,2,1,8,4,10,3,0,0,0,1,1
Joshua Roberts,,,,,,,2,5,4,8,9,2,2,5,5,8,4,1,4,3,11,3,5,1,0,1,2,1,1
Leon Goodman,,,,,,,,1,13,10,3,5,6,7,4,6,6,6,7,4,2,5,5,6,1,2,3,2,1
Wendi Barish,,,,,,,,,0,14,5,4,2,7,3,4,0,8,5,9,5,4,5,2,1,2,2,0,1
Carmella Jacquinto,,,,,,,,,,0,9,2,6,5,0,1,1,7,4,3,9,2,10,0,0,1,0,0,1
Cateria R Mccabe,,,,,,,,,,,1,4,5,8,4,2,6,2,1,4,7,3,6,5,8,4,2,1,1
Chris Hall,,,,,,,,,,,,0,12,1,2,2,8,5,5,1,1,2,0,2,1,1,0,0,1
Kay Yu,,,,,,,,,,,,,1,3,3,1,5,4,4,1,0,0,0,0,0,1,1,0,1
Kendra Mccrae,,,,,,,,,,,,,,0,3,3,3,5,4,5,4,1,0,5,3,4,1,1,1
Craig Levin,,,,,,,,,,,,,,,0,9,5,1,2,5,2,5,1,1,1,3,2,0,1
Jon Marshall,,,,,,,,,,,,,,,,0,4,3,4,4,3,4,0,0,2,2,4,2,1
Terri M Booker,,,,,,,,,,,,,,,,,0,4,3,2,2,2,1,3,4,1,2,1,1
Laurie Dow,,,,,,,,,,,,,,,,,,1,4,2,1,3,0,0,1,1,0,0,1
Beth Grossman,,,,,,,,,,,,,,,,,,,0,4,1,2,0,2,0,4,1,2,1
Nicola Serianni,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,4,1,1,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,0,1,5,0,0,0,1,0,1
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,1,1,1
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,0,5,3,0,2,1
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,1
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,67,41,30,63,53,35,33,33,30,28,28,23,23,23,22,21,21,18,17,16,15,12,11,11,11,10,6,5,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Register Of Wills - Democrat,,,2
