col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,David H Conroy,Theresa Brunson,Joshua Roberts,Jennifer Schultz,Cateria R Mccabe,Tiffany Palmer,Craig Levin,Carmella Jacquinto,Sherman Toppin,Anthony Kyriakakis,Henry Mcgregor Sias,Wendi Barish,Leon Goodman,Jon Marshall,Terri M Booker,Kendra Mccrae,Nicola Serianni,Janine D Momasso,James C Crumlish,Kay Yu,Laurie Dow,Beth Grossman,Chris Hall,James F Berardinelli,Robert Trimble,Vicki Markovitz,Gregory Weyer,All
David H Conroy,45,0,806,381,483,278,256,394,428,462,411,133,165,179,136,109,127,67,213,127,90,61,117,56,43,22,25,All
Theresa Brunson,,56,280,442,294,354,279,176,139,103,124,255,221,185,223,261,210,253,109,163,171,162,100,104,50,76,39,All
Joshua Roberts,,,67,235,410,81,251,382,443,350,334,84,153,220,163,87,86,44,160,34,84,64,47,28,36,25,17,All
Jennifer Schultz,,,,56,234,304,243,88,49,81,104,226,86,212,76,115,266,136,99,132,68,91,55,45,27,45,16,All
Cateria R Mccabe,,,,,9,275,85,333,428,371,387,164,115,47,124,131,192,219,44,114,89,45,34,71,17,25,26,All
Tiffany Palmer,,,,,,10,70,106,50,184,167,248,131,40,129,189,226,180,121,202,81,90,142,73,27,41,35,All
Craig Levin,,,,,,,67,64,77,26,24,63,91,198,80,59,81,50,95,22,104,53,41,37,31,22,18,All
Carmella Jacquinto,,,,,,,,21,320,309,291,70,119,24,107,108,39,66,98,51,68,43,29,37,20,25,14,All
Sherman Toppin,,,,,,,,,6,343,330,36,106,36,114,70,28,54,51,30,70,20,26,28,22,17,10,All
Anthony Kyriakakis,,,,,,,,,,2,371,59,60,24,30,72,55,38,105,92,24,27,113,33,12,10,13,All
Henry Mcgregor Sias,,,,,,,,,,,5,45,36,18,15,36,78,39,32,108,24,17,28,35,11,13,18,All
Wendi Barish,,,,,,,,,,,,1,61,48,69,89,192,164,80,78,62,90,49,43,19,29,20,All
Leon Goodman,,,,,,,,,,,,,9,62,164,124,56,91,132,47,69,59,59,50,42,26,25,All
Jon Marshall,,,,,,,,,,,,,,30,39,48,68,13,79,14,25,42,35,12,24,14,9,All
Terri M Booker,,,,,,,,,,,,,,,11,133,35,69,90,49,101,48,57,31,41,24,12,All
Kendra Mccrae,,,,,,,,,,,,,,,,8,56,75,57,77,65,73,70,35,26,25,14,All
Nicola Serianni,,,,,,,,,,,,,,,,,3,136,69,82,42,36,28,21,17,30,24,All
Janine D Momasso,,,,,,,,,,,,,,,,,,12,38,55,60,61,15,70,9,21,19,All
James C Crumlish,,,,,,,,,,,,,,,,,,,5,30,45,32,108,34,21,14,3,All
