col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,District Attorney - Democrat,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,R Seth Williams,Omar Sabir,Verna Ragan Tennant,Tyrone T Martin,Marnie Aument Loughrey,Donna Derose,Tia M Seibert,Brigitte A Garvin Johnson,Inja Coates,Suzanne Harmon Carn,Donna Marie Laws,Lewis Harris Jr,Warren Bloom,Wayne E Dorsey,Bruce H Bailey,David Mamikonyan,Keith Jackson,Ryan Mulvey,Sharif Ali,Ashley Michelle Cook,Bobbie T Curry,Holly A Harris Seidle,Kyle J Sampson,James Johnson,Jose A Figueroa,Robert Tuerk,1
R Seth Williams,2,19,17,16,8,5,5,3,2,4,2,3,3,3,0,2,2,2,2,0,1,0,0,0,0,0,1
Omar Sabir,,0,10,10,6,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
Verna Ragan Tennant,,,1,16,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tyrone T Martin,,,,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Marnie Aument Loughrey,,,,,0,4,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Donna Derose,,,,,,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Tia M Seibert,,,,,,,0,0,0,2,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
Brigitte A Garvin Johnson,,,,,,,,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1
Inja Coates,,,,,,,,,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Suzanne Harmon Carn,,,,,,,,,,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Donna Marie Laws,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Lewis Harris Jr,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Warren Bloom,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wayne E Dorsey,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bruce H Bailey,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1
David Mamikonyan,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1
Keith Jackson,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1
Ryan Mulvey,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1
Sharif Ali,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Ashley Michelle Cook,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Bobbie T Curry,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
James Johnson,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
