col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
,Judge Of The Superior Court - Democrat,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,All
,Joseph C Waters Jr,Jack Mcvay Jr,Omar Sabir,Marnie Aument Loughrey,Donna Derose,Warren Bloom,Lewis Harris Jr,Tia M Seibert,Suzanne Harmon Carn,Inja Coates,Donna Marie Laws,Sharif Ali,Bobbie T Curry,Ashley Michelle Cook,Keith Jackson,Brigitte A Garvin Johnson,David Mamikonyan,Tyrone T Martin,Jose A Figueroa,Verna Ragan Tennant,James Johnson,Bruce H Bailey,Wayne E Dorsey,Ryan Mulvey,Robert Tuerk,Kyle J Sampson,Holly A Harris Seidle,All
Joseph C Waters Jr,48,0,299,168,154,98,88,83,53,41,33,24,25,21,13,15,12,15,12,7,9,9,10,6,4,3,5,All
Jack Mcvay Jr,,4,3,1,5,6,7,2,9,4,1,3,2,2,1,1,1,1,0,1,2,1,0,0,2,1,0,All
Omar Sabir,,,26,158,138,26,16,13,15,19,12,13,13,7,4,7,6,4,7,4,2,0,5,1,1,3,1,All
Marnie Aument Loughrey,,,,0,133,7,2,2,2,12,1,2,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,All
Donna Derose,,,,,1,2,2,2,3,8,6,1,0,2,1,1,0,1,1,1,1,0,2,0,2,0,2,All
Warren Bloom,,,,,,2,60,53,18,2,2,1,8,1,1,1,2,0,0,3,0,1,1,1,0,1,0,All
Lewis Harris Jr,,,,,,,2,49,15,2,8,2,8,3,3,1,4,3,1,0,2,4,1,0,1,4,0,All
Tia M Seibert,,,,,,,,2,10,4,4,4,8,7,3,4,3,2,0,2,0,0,0,0,0,0,0,All
Suzanne Harmon Carn,,,,,,,,,5,2,5,2,7,4,3,1,2,1,1,1,1,1,1,2,0,0,1,All
Inja Coates,,,,,,,,,,2,10,5,0,2,2,1,0,5,0,1,2,2,1,1,4,0,0,All
Donna Marie Laws,,,,,,,,,,,1,0,0,4,0,3,0,4,1,1,0,3,2,2,0,1,0,All
Sharif Ali,,,,,,,,,,,,1,0,2,3,3,1,2,4,0,2,0,2,2,0,0,0,All
Bobbie T Curry,,,,,,,,,,,,,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,All
Ashley Michelle Cook,,,,,,,,,,,,,,0,3,0,0,1,1,2,1,1,3,1,1,1,1,All
Keith Jackson,,,,,,,,,,,,,,,2,1,1,3,1,0,1,0,1,0,0,0,0,All
Brigitte A Garvin Johnson,,,,,,,,,,,,,,,,0,0,2,4,1,1,0,0,0,1,0,0,All
David Mamikonyan,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,All
Tyrone T Martin,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,All
Jose A Figueroa,,,,,,,,,,,,,,,,,,,1,1,1,0,1,0,0,0,0,All
Verna Ragan Tennant,,,,,,,,,,,,,,,,,,,,2,0,0,1,1,1,0,0,All
James Johnson,,,,,,,,,,,,,,,,,,,,,1,3,0,1,2,0,1,All
Bruce H Bailey,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,All
Wayne E Dorsey,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,All
Ryan Mulvey,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,All
Robert Tuerk,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,All
Kyle J Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,All
Holly A Harris Seidle,,,,,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,546,26,347,179,169,115,108,96,69,51,40,31,30,26,21,18,16,16,14,14,13,12,11,9,8,7,5,All
,Judge Of The Superior Court - Democrat,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Joseph C Waters Jr,Jack Mcvay Jr,Omar Sabir,Verna Ragan Tennant,Inja Coates,Donna Derose,Donna Marie Laws,Suzanne Harmon Carn,Marnie Aument Loughrey,Ryan Mulvey,Ashley Michelle Cook,Bruce H Bailey,Tia M Seibert,Bobbie T Curry,Brigitte A Garvin Johnson,David Mamikonyan,Holly A Harris Seidle,James Johnson,Jose A Figueroa,Keith Jackson,Kyle J Sampson,Lewis Harris Jr,Robert Tuerk,Sharif Ali,Tyrone T Martin,Warren Bloom,Wayne E Dorsey,1
Joseph C Waters Jr,2,0,6,3,3,3,3,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jack Mcvay Jr,,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Omar Sabir,,,0,4,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Verna Ragan Tennant,,,,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Inja Coates,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Donna Derose,,,,,,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Donna Marie Laws,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Suzanne Harmon Carn,,,,,,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marnie Aument Loughrey,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ryan Mulvey,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ashley Michelle Cook,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bruce H Bailey,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
