col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,division
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Traffic Court - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,1
,Timika Lane,Daniel D Mccaffery,Giovanni Campbell,Joe Fernandes,Leon A King Ii,Dawn M Tancredi,Sierra Thomas Street,Anne Marie Coyle,Tracy B Roman,Kenneth J Powell Jr,Stephanie M Sawyer,Vince Giusini,John J O Connor Jr,Conor Corcoran,Deborah D Cianfrani,Derrick W Coker,James C Crumlish,Jon Marshall,Sean P Stevens,Daine A Grey Jr,Fran Shields,Frank Bennett,Katie Scrivner,Rania Major,Omar Sabir,Donna Derose,Marnie Aument Loughrey,Ashley Michelle Cook,Inja Coates,Lewis Harris Jr,Donna Marie Laws,Bobbie T Curry,Brigitte A Garvin Johnson,David Mamikonyan,Holly A Harris Seidle,Keith Jackson,Robert Tuerk,Suzanne Harmon Carn,Tia M Seibert,Tyrone T Martin,Wayne E Dorsey,Bruce H Bailey,James Johnson,Jose A Figueroa,Kyle J Sampson,Ryan Mulvey,Sharif Ali,Verna Ragan Tennant,Warren Bloom,1
Timika Lane,0,16,14,14,13,10,4,7,3,0,2,2,0,1,0,1,1,0,0,0,0,0,0,0,13,15,14,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Daniel D Mccaffery,,0,14,12,12,12,4,7,1,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,13,14,13,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Giovanni Campbell,,,0,10,12,9,4,4,2,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,12,13,11,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Joe Fernandes,,,,0,10,9,2,4,2,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,11,11,10,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Leon A King Ii,,,,,0,8,5,4,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,11,12,11,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Dawn M Tancredi,,,,,,0,1,2,1,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,8,9,8,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sierra Thomas Street,,,,,,,0,4,2,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,6,4,3,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
Anne Marie Coyle,,,,,,,,0,1,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0,5,5,5,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
