col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Auditor General - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,All
,Timothy Defoor,Write-In,Calvin Tucker,Denise Furey,Paul Panepinto,Erin Elmore,John Paul Sutton,Write-In,All
Timothy Defoor,1,0,17,14,15,9,3,0,All
Write-In,,0,0,0,0,0,0,3,All
Calvin Tucker,,,0,15,11,10,5,0,All
Denise Furey,,,,0,11,6,2,0,All
Paul Panepinto,,,,,0,2,1,0,All
Erin Elmore,,,,,,1,2,0,All
John Paul Sutton,,,,,,,0,0,All
Write-In,,,,,,,,0,All
Total,25,1,23,18,17,13,6,3,All
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Auditor General - Republican,,1
,Calvin Tucker,Denise Furey,Paul Panepinto,Erin Elmore,John Paul Sutton,Write-In,Timothy Defoor,Write-In,1
Calvin Tucker,0,1,1,0,0,0,2,0,1
Denise Furey,,0,1,0,0,0,1,0,1
Paul Panepinto,,,0,0,0,0,1,0,1
Erin Elmore,,,,0,0,0,0,0,1
John Paul Sutton,,,,,0,0,0,0,1
Write-In,,,,,,0,0,0,1
Timothy Defoor,,,,,,,0,0,1
Write-In,,,,,,,,0,1
Total,2,1,1,0,0,0,2,0,1
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Auditor General - Republican,,2
,Paul Panepinto,Calvin Tucker,Denise Furey,Erin Elmore,John Paul Sutton,Write-In,Timothy Defoor,Write-In,2
Paul Panepinto,0,3,2,1,0,0,3,0,2
Calvin Tucker,,0,2,1,1,0,2,0,2
Denise Furey,,,0,0,0,0,0,0,2
Erin Elmore,,,,0,0,0,1,0,2
John Paul Sutton,,,,,0,0,1,0,2
Write-In,,,,,,0,0,0,2
Timothy Defoor,,,,,,,0,0,2
Write-In,,,,,,,,0,2
Total,5,4,2,1,1,0,4,0,2
,Auditor General - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,3
,Timothy Defoor,Write-In,Calvin Tucker,Denise Furey,Erin Elmore,Paul Panepinto,Write-In,John Paul Sutton,3
Timothy Defoor,0,0,4,5,2,4,0,2,3
Write-In,,0,0,0,0,0,3,0,3
Calvin Tucker,,,0,3,3,2,0,1,3
Denise Furey,,,,0,1,4,0,1,3
Erin Elmore,,,,,1,0,0,1,3
Paul Panepinto,,,,,,0,0,1,3
Write-In,,,,,,,0,0,3
John Paul Sutton,,,,,,,,0,3
Total,6,1,5,5,4,4,3,2,3
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Auditor General - Republican,,4
,Calvin Tucker,John Paul Sutton,Denise Furey,Erin Elmore,Paul Panepinto,Write-In,Timothy Defoor,Write-In,4
Calvin Tucker,0,1,0,0,0,0,0,0,4
John Paul Sutton,,0,0,0,0,0,0,0,4
Denise Furey,,,0,0,0,0,0,0,4
Erin Elmore,,,,0,0,0,0,0,4
