col_1,col_2,col_3,col_4,division
,State Treasurer - Republican,,Representative In The General Assembly 191st District - Republican,All
,Stacy L Garrity,Write-In,Write-In,All
Stacy L Garrity,4,0,0,All
Write-In,,0,1,All
Write-In,,,0,All
Total,4,1,1,All
,State Treasurer - Republican,,Representative In The General Assembly 191st District - Republican,7
,Stacy L Garrity,Write-In,Write-In,7
Stacy L Garrity,1,0,0,7
Write-In,,0,0,7
Write-In,,,0,7
Total,1,0,0,7
,State Treasurer - Republican,,Representative In The General Assembly 191st District - Republican,19
,Stacy L Garrity,Write-In,Write-In,19
Stacy L Garrity,2,0,0,19
Write-In,,0,1,19
Write-In,,,0,19
Total,2,1,1,19
,State Treasurer - Republican,,Representative In The General Assembly 191st District - Republican,22
,Stacy L Garrity,Write-In,Write-In,22
Stacy L Garrity,1,0,0,22
Write-In,,0,0,22
Write-In,,,0,22
Total,1,0,0,22
