col_1,col_2,col_3,col_4,division
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,All
,Heather Heidelbaugh,Write-In,Write-In,All
Heather Heidelbaugh,85,0,6,All
Write-In,,1,3,All
Write-In,,,1,All
Total,91,4,10,All
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,1
,Heather Heidelbaugh,Write-In,Write-In,1
Heather Heidelbaugh,2,0,0,1
Write-In,,0,0,1
Write-In,,,0,1
Total,2,0,0,1
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,2
,Heather Heidelbaugh,Write-In,Write-In,2
Heather Heidelbaugh,3,0,0,2
Write-In,,0,0,2
Write-In,,,0,2
Total,3,0,0,2
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,3
,Heather Heidelbaugh,Write-In,Write-In,3
Heather Heidelbaugh,4,0,0,3
Write-In,,0,0,3
Write-In,,,0,3
Total,4,0,0,3
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,4
,Heather Heidelbaugh,Write-In,Write-In,4
Heather Heidelbaugh,1,0,0,4
Write-In,,0,0,4
Write-In,,,0,4
Total,1,0,0,4
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,5
,Heather Heidelbaugh,Write-In,Write-In,5
Heather Heidelbaugh,1,0,0,5
Write-In,,0,0,5
Write-In,,,0,5
Total,1,0,0,5
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,6
,Heather Heidelbaugh,Write-In,Write-In,6
Heather Heidelbaugh,2,0,0,6
Write-In,,0,0,6
Write-In,,,0,6
Total,2,0,0,6
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,7
,Heather Heidelbaugh,Write-In,Write-In,7
Heather Heidelbaugh,3,0,0,7
Write-In,,0,0,7
Write-In,,,0,7
Total,3,0,0,7
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,8
,Heather Heidelbaugh,Write-In,Write-In,8
Heather Heidelbaugh,0,0,1,8
Write-In,,0,0,8
Write-In,,,0,8
Total,1,0,1,8
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,9
,Heather Heidelbaugh,Write-In,Write-In,9
Heather Heidelbaugh,6,0,1,9
Write-In,,0,0,9
Write-In,,,1,9
Total,7,0,2,9
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,10
,Heather Heidelbaugh,Write-In,Write-In,10
Heather Heidelbaugh,8,0,0,10
Write-In,,0,0,10
Write-In,,,0,10
Total,8,0,0,10
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,11
,Heather Heidelbaugh,Write-In,Write-In,11
Heather Heidelbaugh,2,0,0,11
Write-In,,0,0,11
Write-In,,,0,11
Total,2,0,0,11
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,12
,Heather Heidelbaugh,Write-In,Write-In,12
Heather Heidelbaugh,18,0,1,12
Write-In,,0,1,12
Write-In,,,0,12
Total,19,1,2,12
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,13
,Heather Heidelbaugh,Write-In,Write-In,13
Heather Heidelbaugh,2,0,0,13
Write-In,,0,0,13
Write-In,,,0,13
Total,2,0,0,13
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,14
,Heather Heidelbaugh,Write-In,Write-In,14
Heather Heidelbaugh,4,0,0,14
Write-In,,0,0,14
Write-In,,,0,14
Total,4,0,0,14
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,15
,Heather Heidelbaugh,Write-In,Write-In,15
Heather Heidelbaugh,3,0,1,15
Write-In,,0,0,15
Write-In,,,0,15
Total,4,0,1,15
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,16
,Heather Heidelbaugh,Write-In,Write-In,16
Heather Heidelbaugh,5,0,1,16
Write-In,,0,0,16
Write-In,,,0,16
Total,6,0,1,16
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,17
,Heather Heidelbaugh,Write-In,Write-In,17
Heather Heidelbaugh,2,0,0,17
Write-In,,0,0,17
Write-In,,,0,17
Total,2,0,0,17
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,18
,Heather Heidelbaugh,Write-In,Write-In,18
Heather Heidelbaugh,0,0,0,18
Write-In,,0,0,18
Write-In,,,0,18
Total,0,0,0,18
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,19
,Heather Heidelbaugh,Write-In,Write-In,19
Heather Heidelbaugh,6,0,0,19
Write-In,,0,0,19
Write-In,,,0,19
Total,6,0,0,19
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,20
,Heather Heidelbaugh,Write-In,Write-In,20
Heather Heidelbaugh,3,0,0,20
Write-In,,0,0,20
Write-In,,,0,20
Total,3,0,0,20
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,21
,Heather Heidelbaugh,Write-In,Write-In,21
Heather Heidelbaugh,3,0,0,21
Write-In,,0,0,21
Write-In,,,0,21
Total,3,0,0,21
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,22
,Heather Heidelbaugh,Write-In,Write-In,22
Heather Heidelbaugh,2,0,0,22
Write-In,,0,1,22
Write-In,,,0,22
Total,2,1,1,22
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,23
,Heather Heidelbaugh,Write-In,Write-In,23
Heather Heidelbaugh,1,0,0,23
Write-In,,0,0,23
Write-In,,,0,23
Total,1,0,0,23
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,25
,Write-In,Heather Heidelbaugh,Write-In,25
Write-In,1,0,0,25
Heather Heidelbaugh,,0,0,25
Write-In,,,0,25
Total,1,0,0,25
,Attorney General - Republican,,Senator In The General Assembly 7th District - Republican,26
