col_1,col_2,col_3,col_4,division
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,All
,Heather Heidelbaugh,Write-In,Write-In,All
Heather Heidelbaugh,96,0,2,All
Write-In,,2,0,All
Write-In,,,0,All
Total,98,2,2,All
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,1
,Heather Heidelbaugh,Write-In,Write-In,1
Heather Heidelbaugh,3,0,0,1
Write-In,,0,0,1
Write-In,,,0,1
Total,3,0,0,1
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,2
,Heather Heidelbaugh,Write-In,Write-In,2
Heather Heidelbaugh,2,0,0,2
Write-In,,0,0,2
Write-In,,,0,2
Total,2,0,0,2
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,3
,Heather Heidelbaugh,Write-In,Write-In,3
Heather Heidelbaugh,9,0,0,3
Write-In,,1,0,3
Write-In,,,0,3
Total,9,1,0,3
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,4
,Heather Heidelbaugh,Write-In,Write-In,4
Heather Heidelbaugh,9,0,0,4
Write-In,,0,0,4
Write-In,,,0,4
Total,9,0,0,4
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,5
,Heather Heidelbaugh,Write-In,Write-In,5
Heather Heidelbaugh,4,0,0,5
Write-In,,0,0,5
Write-In,,,0,5
Total,4,0,0,5
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,6
,Heather Heidelbaugh,Write-In,Write-In,6
Heather Heidelbaugh,10,0,1,6
Write-In,,0,0,6
Write-In,,,0,6
Total,11,0,1,6
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,7
,Heather Heidelbaugh,Write-In,Write-In,7
Heather Heidelbaugh,7,0,0,7
Write-In,,0,0,7
Write-In,,,0,7
Total,7,0,0,7
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,8
,Heather Heidelbaugh,Write-In,Write-In,8
Heather Heidelbaugh,2,0,0,8
Write-In,,0,0,8
Write-In,,,0,8
Total,2,0,0,8
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,9
,Heather Heidelbaugh,Write-In,Write-In,9
Heather Heidelbaugh,3,0,0,9
Write-In,,0,0,9
Write-In,,,0,9
Total,3,0,0,9
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,10
,Heather Heidelbaugh,Write-In,Write-In,10
Heather Heidelbaugh,4,0,0,10
Write-In,,0,0,10
Write-In,,,0,10
Total,4,0,0,10
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,11
,Heather Heidelbaugh,Write-In,Write-In,11
Heather Heidelbaugh,12,0,0,11
Write-In,,0,0,11
Write-In,,,0,11
Total,12,0,0,11
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,12
,Heather Heidelbaugh,Write-In,Write-In,12
Heather Heidelbaugh,2,0,0,12
Write-In,,0,0,12
Write-In,,,0,12
Total,2,0,0,12
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,14
,Heather Heidelbaugh,Write-In,Write-In,14
Heather Heidelbaugh,11,0,0,14
Write-In,,1,0,14
Write-In,,,0,14
Total,11,1,0,14
,Attorney General - Republican,,Representative In The General Assembly 179th District - Republican,19
,Heather Heidelbaugh,Write-In,Write-In,19
Heather Heidelbaugh,18,0,1,19
Write-In,,0,0,19
Write-In,,,0,19
Total,19,0,1,19
