col_1,col_2,col_3,col_4,division
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,All
,Michael Harvey,Write-In,Write-In,All
Michael Harvey,21,0,2,All
Write-In,,0,1,All
Write-In,,,0,All
Total,23,1,3,All
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,1
,Michael Harvey,Write-In,Write-In,1
Michael Harvey,2,0,0,1
Write-In,,0,0,1
Write-In,,,0,1
Total,2,0,0,1
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,2
,Michael Harvey,Write-In,Write-In,2
Michael Harvey,1,0,1,2
Write-In,,0,0,2
Write-In,,,0,2
Total,2,0,1,2
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,3
,Michael Harvey,Write-In,Write-In,3
Michael Harvey,6,0,0,3
Write-In,,0,1,3
Write-In,,,0,3
Total,6,1,1,3
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,4
,Michael Harvey,Write-In,Write-In,4
Michael Harvey,1,0,0,4
Write-In,,0,0,4
Write-In,,,0,4
Total,1,0,0,4
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,5
,Michael Harvey,Write-In,Write-In,5
Michael Harvey,1,0,0,5
Write-In,,0,0,5
Write-In,,,0,5
Total,1,0,0,5
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,8
,Michael Harvey,Write-In,Write-In,8
Michael Harvey,1,0,0,8
Write-In,,0,0,8
Write-In,,,0,8
Total,1,0,0,8
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,10
,Michael Harvey,Write-In,Write-In,10
Michael Harvey,2,0,0,10
Write-In,,0,0,10
Write-In,,,0,10
Total,2,0,0,10
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,11
,Michael Harvey,Write-In,Write-In,11
Michael Harvey,3,0,0,11
Write-In,,0,0,11
Write-In,,,0,11
Total,3,0,0,11
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,12
,Michael Harvey,Write-In,Write-In,12
Michael Harvey,0,0,0,12
Write-In,,0,0,12
Write-In,,,0,12
Total,0,0,0,12
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,13
,Michael Harvey,Write-In,Write-In,13
Michael Harvey,0,0,0,13
Write-In,,0,0,13
Write-In,,,0,13
Total,0,0,0,13
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,15
,Michael Harvey,Write-In,Write-In,15
Michael Harvey,0,0,1,15
Write-In,,0,0,15
Write-In,,,0,15
Total,1,0,1,15
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,16
,Michael Harvey,Write-In,Write-In,16
Michael Harvey,1,0,0,16
Write-In,,0,0,16
Write-In,,,0,16
Total,1,0,0,16
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,17
,Michael Harvey,Write-In,Write-In,17
Michael Harvey,2,0,0,17
Write-In,,0,0,17
Write-In,,,0,17
Total,2,0,0,17
,Representative In Congress 3rd District - Republican,,Senator In The General Assembly 7th District - Republican,18
,Michael Harvey,Write-In,Write-In,18
Michael Harvey,1,0,0,18
Write-In,,0,0,18
Write-In,,,0,18
Total,1,0,0,18
