col_1,col_2,col_3,col_4,col_5,col_6,division
,President Of The United States - Republican,,,,Senator In The General Assembly 1st District - Republican,All
,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,Write-In,All
Donald J Trump,17,0,0,0,0,All
Bill Weld,,4,0,0,0,All
Roque Rocky De La Fuente,,,1,0,0,All
Write-In,,,,1,0,All
Write-In,,,,,0,All
Total,17,4,1,1,0,All
,President Of The United States - Republican,,,,Senator In The General Assembly 1st District - Republican,7
,Donald J Trump,Bill Weld,Roque Rocky De La Fuente,Write-In,Write-In,7
Donald J Trump,17,0,0,0,0,7
Bill Weld,,4,0,0,0,7
Roque Rocky De La Fuente,,,1,0,0,7
Write-In,,,,1,0,7
Write-In,,,,,0,7
Total,17,4,1,1,0,7
