col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 198th District - Republican,All
,Calvin Tucker,Denise Furey,Paul Panepinto,Erin Elmore,John Paul Sutton,Write-In,Write-In,All
Calvin Tucker,6,26,17,7,11,0,1,All
Denise Furey,,1,18,8,8,0,1,All
Paul Panepinto,,,2,5,4,0,2,All
Erin Elmore,,,,2,6,0,1,All
John Paul Sutton,,,,,0,0,1,All
Write-In,,,,,,0,0,All
Write-In,,,,,,,0,All
Total,39,33,24,17,16,0,2,All
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 198th District - Republican,1
,Calvin Tucker,Denise Furey,Erin Elmore,John Paul Sutton,Paul Panepinto,Write-In,Write-In,1
Calvin Tucker,0,0,0,0,0,0,0,1
Denise Furey,,0,0,0,0,0,0,1
Erin Elmore,,,0,0,0,0,0,1
John Paul Sutton,,,,0,0,0,0,1
Paul Panepinto,,,,,0,0,0,1
Write-In,,,,,,0,0,1
Write-In,,,,,,,0,1
Total,0,0,0,0,0,0,0,1
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 198th District - Republican,2
,Calvin Tucker,Denise Furey,Erin Elmore,John Paul Sutton,Paul Panepinto,Write-In,Write-In,2
Calvin Tucker,1,1,1,0,0,0,0,2
Denise Furey,,0,1,0,0,0,0,2
Erin Elmore,,,0,0,0,0,0,2
John Paul Sutton,,,,0,0,0,0,2
Paul Panepinto,,,,,0,0,0,2
Write-In,,,,,,0,0,2
Write-In,,,,,,,0,2
Total,2,1,1,0,0,0,0,2
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 198th District - Republican,4
,Erin Elmore,Denise Furey,John Paul Sutton,Paul Panepinto,Calvin Tucker,Write-In,Write-In,4
Erin Elmore,0,1,1,1,0,0,0,4
Denise Furey,,0,0,1,0,0,0,4
John Paul Sutton,,,0,0,0,0,0,4
Paul Panepinto,,,,0,0,0,0,4
Calvin Tucker,,,,,0,0,0,4
Write-In,,,,,,0,0,4
Write-In,,,,,,,0,4
Total,2,1,1,1,0,0,0,4
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 198th District - Republican,5
,Calvin Tucker,Denise Furey,Erin Elmore,John Paul Sutton,Paul Panepinto,Write-In,Write-In,5
Calvin Tucker,0,3,2,3,0,0,0,5
Denise Furey,,0,1,2,0,0,0,5
Erin Elmore,,,1,1,0,0,0,5
John Paul Sutton,,,,0,0,0,0,5
Paul Panepinto,,,,,1,0,0,5
Write-In,,,,,,0,0,5
Write-In,,,,,,,0,5
Total,4,3,3,3,1,0,0,5
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 198th District - Republican,6
,Calvin Tucker,Denise Furey,Paul Panepinto,John Paul Sutton,Erin Elmore,Write-In,Write-In,6
Calvin Tucker,0,2,2,1,0,0,0,6
Denise Furey,,0,2,1,0,0,0,6
Paul Panepinto,,,0,2,0,0,0,6
John Paul Sutton,,,,0,0,0,0,6
Erin Elmore,,,,,0,0,0,6
Write-In,,,,,,0,0,6
Write-In,,,,,,,0,6
Total,3,3,3,2,0,0,0,6
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 198th District - Republican,7
,Calvin Tucker,Denise Furey,Erin Elmore,John Paul Sutton,Paul Panepinto,Write-In,Write-In,7
Calvin Tucker,0,1,0,1,1,0,0,7
Denise Furey,,0,0,0,0,0,0,7
Erin Elmore,,,1,0,0,0,0,7
John Paul Sutton,,,,0,1,0,0,7
Paul Panepinto,,,,,0,0,0,7
Write-In,,,,,,0,0,7
Write-In,,,,,,,0,7
Total,2,1,1,1,1,0,0,7
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 198th District - Republican,8
,Calvin Tucker,Denise Furey,Paul Panepinto,Erin Elmore,John Paul Sutton,Write-In,Write-In,8
Calvin Tucker,0,2,2,0,0,0,0,8
Denise Furey,,0,2,0,0,0,0,8
Paul Panepinto,,,0,0,0,0,0,8
Erin Elmore,,,,0,0,0,0,8
John Paul Sutton,,,,,0,0,0,8
Write-In,,,,,,0,0,8
Write-In,,,,,,,0,8
Total,2,2,2,0,0,0,0,8
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 198th District - Republican,9
,Calvin Tucker,John Paul Sutton,Denise Furey,Erin Elmore,Paul Panepinto,Write-In,Write-In,9
Calvin Tucker,1,2,1,0,0,0,0,9
John Paul Sutton,,0,1,0,0,0,0,9
Denise Furey,,,0,0,0,0,0,9
Erin Elmore,,,,0,0,0,0,9
Paul Panepinto,,,,,0,0,0,9
Write-In,,,,,,0,0,9
Write-In,,,,,,,0,9
Total,3,2,1,0,0,0,0,9
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 198th District - Republican,11
,Calvin Tucker,Denise Furey,John Paul Sutton,Erin Elmore,Paul Panepinto,Write-In,Write-In,11
Calvin Tucker,0,1,1,0,0,0,0,11
Denise Furey,,0,1,0,0,0,0,11
John Paul Sutton,,,0,0,0,0,0,11
Erin Elmore,,,,0,0,0,0,11
Paul Panepinto,,,,,0,0,0,11
Write-In,,,,,,0,0,11
Write-In,,,,,,,0,11
Total,1,1,1,0,0,0,0,11
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In The General Assembly 198th District - Republican,12
,Calvin Tucker,Denise Furey,Erin Elmore,John Paul Sutton,Paul Panepinto,Write-In,Write-In,12
Calvin Tucker,0,0,0,0,0,0,0,12
Denise Furey,,0,0,0,0,0,0,12
Erin Elmore,,,0,0,0,0,0,12
John Paul Sutton,,,,0,0,0,0,12
Paul Panepinto,,,,,0,0,0,12
Write-In,,,,,,0,0,12
Write-In,,,,,,,0,12
