col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,Representative In Congress 3rd District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,All
,Michael Harvey,Write-In,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,All
Michael Harvey,21,0,203,192,168,122,97,4,All
Write-In,,1,0,2,0,1,1,2,All
Denise Furey,,,5,140,135,80,54,2,All
Paul Panepinto,,,,14,118,58,51,0,All
Calvin Tucker,,,,,4,53,40,0,All
Erin Elmore,,,,,,4,38,4,All
John Paul Sutton,,,,,,,2,0,All
Write-In,,,,,,,,0,All
Total,342,5,240,234,197,137,108,8,All
,Representative In Congress 3rd District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,1
,Michael Harvey,Write-In,Denise Furey,Paul Panepinto,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,1
Michael Harvey,0,0,20,20,18,15,5,0,1
Write-In,,0,0,0,0,0,0,0,1
Denise Furey,,,1,15,12,11,2,0,1
Paul Panepinto,,,,1,12,9,4,0,1
Calvin Tucker,,,,,1,5,2,0,1
Erin Elmore,,,,,,2,2,0,1
John Paul Sutton,,,,,,,0,0,1
Write-In,,,,,,,,0,1
Total,33,0,24,24,21,17,6,0,1
,Delegate To The Republican National Convention 3rd District - Republican,,,,,,Representative In Congress 3rd District - Republican,,2
,Denise Furey,Calvin Tucker,Paul Panepinto,Erin Elmore,John Paul Sutton,Write-In,Michael Harvey,Write-In,2
Denise Furey,1,8,8,1,2,0,9,0,2
Calvin Tucker,,2,8,0,0,0,6,0,2
Paul Panepinto,,,0,1,0,0,7,0,2
Erin Elmore,,,,0,1,0,2,0,2
John Paul Sutton,,,,,0,0,2,0,2
Write-In,,,,,,0,0,0,2
Michael Harvey,,,,,,,0,0,2
Write-In,,,,,,,,0,2
Total,12,10,9,2,2,0,10,0,2
,Representative In Congress 3rd District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,3
,Michael Harvey,Write-In,Paul Panepinto,Calvin Tucker,Denise Furey,Erin Elmore,John Paul Sutton,Write-In,3
Michael Harvey,0,0,4,4,4,1,1,0,3
Write-In,,0,0,0,0,0,0,0,3
Paul Panepinto,,,1,2,2,0,1,0,3
Calvin Tucker,,,,0,4,1,0,0,3
Denise Furey,,,,,0,1,0,0,3
Erin Elmore,,,,,,0,0,0,3
John Paul Sutton,,,,,,,0,0,3
Write-In,,,,,,,,0,3
Total,6,0,5,4,4,1,1,0,3
,Representative In Congress 3rd District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,4
,Michael Harvey,Write-In,Paul Panepinto,Denise Furey,Calvin Tucker,John Paul Sutton,Erin Elmore,Write-In,4
Michael Harvey,0,0,7,7,6,6,4,0,4
Write-In,,0,0,0,0,0,0,0,4
Paul Panepinto,,,2,5,3,3,3,0,4
Denise Furey,,,,0,4,4,1,0,4
Calvin Tucker,,,,,0,3,2,0,4
John Paul Sutton,,,,,,0,2,0,4
Erin Elmore,,,,,,,0,0,4
Write-In,,,,,,,,0,4
Total,10,0,9,7,6,6,4,0,4
,Representative In Congress 3rd District - Republican,,Delegate To The Republican National Convention 3rd District - Republican,,,,,,5
,Michael Harvey,Write-In,Paul Panepinto,Denise Furey,Calvin Tucker,Erin Elmore,John Paul Sutton,Write-In,5
Michael Harvey,0,0,7,7,5,2,2,0,5
Write-In,,0,0,0,0,0,0,0,5
Paul Panepinto,,,1,5,3,2,1,0,5
Denise Furey,,,,0,3,1,2,0,5
Calvin Tucker,,,,,0,1,1,0,5
Erin Elmore,,,,,,0,0,0,5
John Paul Sutton,,,,,,,0,0,5
