col_1,col_2,col_3,col_4,col_5,col_6,division
,Delegate To The Republican National Convention 2nd District - Republican,,,,,All
,Pete Digiannantonio,William M Pirolli,Gary Grisafi,Christopher M Vogler,Write-In,All
Pete Digiannantonio,597,"1,207",854,739,7,All
William M Pirolli,,114,450,658,5,All
Gary Grisafi,,,64,551,6,All
Christopher M Vogler,,,,86,5,All
Write-In,,,,,3,All
Total,"2,470","1,587","1,226","1,201",25,All
,Delegate To The Republican National Convention 2nd District - Republican,,,,,1
,Pete Digiannantonio,William M Pirolli,Gary Grisafi,Christopher M Vogler,Write-In,1
Pete Digiannantonio,5,24,10,6,2,1
William M Pirolli,,5,4,4,0,1
Gary Grisafi,,,0,5,1,1
Christopher M Vogler,,,,1,0,1
Write-In,,,,,1,1
Total,37,31,11,9,3,1
,Delegate To The Republican National Convention 2nd District - Republican,,,,,2
,William M Pirolli,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,Write-In,2
William M Pirolli,8,24,7,9,0,2
Pete Digiannantonio,,3,11,6,0,2
Gary Grisafi,,,0,11,0,2
Christopher M Vogler,,,,1,0,2
Write-In,,,,,0,2
Total,37,35,20,17,0,2
,Delegate To The Republican National Convention 2nd District - Republican,,,,,3
,William M Pirolli,Pete Digiannantonio,Gary Grisafi,Christopher M Vogler,Write-In,3
William M Pirolli,3,22,12,9,0,3
Pete Digiannantonio,,3,11,6,0,3
Gary Grisafi,,,0,5,0,3
Christopher M Vogler,,,,0,0,3
Write-In,,,,,0,3
Total,31,30,16,11,0,3
,Delegate To The Republican National Convention 2nd District - Republican,,,,,4
,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,4
Pete Digiannantonio,4,29,15,13,0,4
William M Pirolli,,8,11,10,0,4
Christopher M Vogler,,,2,8,1,4
Gary Grisafi,,,,0,0,4
Write-In,,,,,0,4
Total,42,40,22,17,1,4
,Delegate To The Republican National Convention 2nd District - Republican,,,,,5
,Pete Digiannantonio,William M Pirolli,Christopher M Vogler,Gary Grisafi,Write-In,5
Pete Digiannantonio,5,16,8,10,0,5
William M Pirolli,,2,13,4,1,5
