col_1,col_2,col_3,col_4,division
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,All
,Stacy L Garrity,Write-In,Write-In,All
Stacy L Garrity,179,0,3,All
Write-In,,4,2,All
Write-In,,,0,All
Total,182,6,5,All
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,1
,Stacy L Garrity,Write-In,Write-In,1
Stacy L Garrity,18,0,0,1
Write-In,,0,0,1
Write-In,,,0,1
Total,18,0,0,1
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,2
,Stacy L Garrity,Write-In,Write-In,2
Stacy L Garrity,13,0,0,2
Write-In,,0,0,2
Write-In,,,0,2
Total,13,0,0,2
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,3
,Stacy L Garrity,Write-In,Write-In,3
Stacy L Garrity,8,0,0,3
Write-In,,0,0,3
Write-In,,,0,3
Total,8,0,0,3
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,4
,Stacy L Garrity,Write-In,Write-In,4
Stacy L Garrity,3,0,0,4
Write-In,,0,1,4
Write-In,,,0,4
Total,3,1,1,4
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,5
,Stacy L Garrity,Write-In,Write-In,5
Stacy L Garrity,9,0,0,5
Write-In,,0,0,5
Write-In,,,0,5
Total,9,0,0,5
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,6
,Stacy L Garrity,Write-In,Write-In,6
Stacy L Garrity,10,0,0,6
Write-In,,1,0,6
Write-In,,,0,6
Total,10,1,0,6
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,7
,Stacy L Garrity,Write-In,Write-In,7
Stacy L Garrity,14,0,1,7
Write-In,,0,0,7
Write-In,,,0,7
Total,15,0,1,7
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,8
,Stacy L Garrity,Write-In,Write-In,8
Stacy L Garrity,4,0,0,8
Write-In,,0,1,8
Write-In,,,0,8
Total,4,1,1,8
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,9
,Stacy L Garrity,Write-In,Write-In,9
Stacy L Garrity,11,0,0,9
Write-In,,0,0,9
Write-In,,,0,9
Total,11,0,0,9
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,10
,Stacy L Garrity,Write-In,Write-In,10
Stacy L Garrity,9,0,0,10
Write-In,,0,0,10
Write-In,,,0,10
Total,9,0,0,10
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,11
,Stacy L Garrity,Write-In,Write-In,11
Stacy L Garrity,10,0,0,11
Write-In,,0,0,11
Write-In,,,0,11
Total,10,0,0,11
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,12
,Stacy L Garrity,Write-In,Write-In,12
Stacy L Garrity,5,0,0,12
Write-In,,0,0,12
Write-In,,,0,12
Total,5,0,0,12
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,13
,Stacy L Garrity,Write-In,Write-In,13
Stacy L Garrity,10,0,2,13
Write-In,,1,0,13
Write-In,,,0,13
Total,12,1,2,13
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,14
,Stacy L Garrity,Write-In,Write-In,14
Stacy L Garrity,8,0,0,14
Write-In,,1,0,14
Write-In,,,0,14
Total,8,1,0,14
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,15
,Stacy L Garrity,Write-In,Write-In,15
Stacy L Garrity,5,0,0,15
Write-In,,0,0,15
Write-In,,,0,15
Total,5,0,0,15
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,16
,Stacy L Garrity,Write-In,Write-In,16
Stacy L Garrity,13,0,0,16
Write-In,,1,0,16
Write-In,,,0,16
Total,13,1,0,16
,State Treasurer - Republican,,Representative In The General Assembly 186th District - Republican,17
,Stacy L Garrity,Write-In,Write-In,17
Stacy L Garrity,29,0,0,17
Write-In,,0,0,17
Write-In,,,0,17
Total,29,0,0,17
