col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Judge Of The Municipal Court,,Council At Large,,,,,,,,,,,,,,,,,,All
,David H Conroy,Write-In,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Helen Gym,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Al Taubenberger,Bill Heeney,Matt Wolfe,Dan Tinney,Maj Toure,Joe Cox,Clarc King,Steve Cherniavsky,Write-In,All
David H Conroy,24,0,"3,828","3,738","3,630","3,598","3,609",577,462,152,95,40,28,32,29,54,31,23,9,3,All
Write-In,,0,2,2,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,All
Isaiah Thomas,,,31,"3,793","3,668","3,612","3,622",369,265,107,58,16,14,11,11,31,21,12,4,1,All
Derek S Green,,,,9,"3,633","3,553","3,589",286,196,89,54,20,7,14,11,24,20,12,2,1,All
Katherine Gilmore Richardson,,,,,9,"3,480","3,509",224,155,48,42,15,6,9,12,20,9,7,1,0,All
Helen Gym,,,,,,7,"3,500",231,165,92,44,19,11,13,12,17,16,7,2,2,All
Allan Domb,,,,,,,13,157,99,78,48,14,11,12,17,14,6,4,2,1,All
Kendra Brooks,,,,,,,,3,567,54,42,8,6,4,5,31,20,13,6,0,All
Nicolas O'Rourke,,,,,,,,,0,27,23,4,4,3,3,19,11,7,3,1,All
David Oh,,,,,,,,,,89,18,79,78,77,62,15,13,6,5,1,All
Sherrie Cohen,,,,,,,,,,,8,0,1,2,3,8,6,3,3,0,All
Al Taubenberger,,,,,,,,,,,,2,65,66,62,6,4,1,2,0,All
Bill Heeney,,,,,,,,,,,,,0,74,65,6,4,2,1,0,All
Matt Wolfe,,,,,,,,,,,,,,0,61,6,3,3,1,0,All
Dan Tinney,,,,,,,,,,,,,,,0,4,3,1,2,0,All
Maj Toure,,,,,,,,,,,,,,,,4,6,3,4,0,All
Joe Cox,,,,,,,,,,,,,,,,,0,17,5,0,All
Clarc King,,,,,,,,,,,,,,,,,,1,2,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"4,358",2,"4,104","3,947","3,801","3,784","3,775",737,580,355,132,105,100,98,90,70,48,34,13,4,All
,Judge Of The Municipal Court,,Council At Large,,,,,,,,,,,,,,,,,,1
,David H Conroy,Write-In,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Helen Gym,Kendra Brooks,Nicolas O'Rourke,David Oh,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,Sherrie Cohen,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,1
David H Conroy,2,0,118,114,110,109,111,30,27,7,4,2,2,1,2,2,3,1,1,1,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Derek S Green,,,0,122,115,118,114,6,4,5,2,1,1,1,1,1,2,1,0,0,1
Isaiah Thomas,,,,1,113,114,110,5,3,5,2,0,1,0,0,1,2,1,0,0,1
Katherine Gilmore Richardson,,,,,1,106,111,5,4,3,1,1,0,1,3,0,1,1,0,0,1
Allan Domb,,,,,,0,112,5,3,3,1,0,0,0,0,1,0,0,0,0,1
Helen Gym,,,,,,,0,4,4,4,2,1,0,1,3,0,0,0,0,0,1
Kendra Brooks,,,,,,,,0,30,1,0,0,0,0,2,0,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,0,0,0,0,0,0,2,0,0,0,0,1,1
David Oh,,,,,,,,,,0,4,4,3,3,1,2,1,0,1,0,1
Bill Heeney,,,,,,,,,,,0,3,5,3,0,0,1,0,0,0,1
Al Taubenberger,,,,,,,,,,,,0,3,4,0,1,1,0,1,0,1
Dan Tinney,,,,,,,,,,,,,0,3,0,0,1,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,0,1,0,1,0,0,1
Joe Cox,,,,,,,,,,,,,,,,0,1,1,1,0,1
Maj Toure,,,,,,,,,,,,,,,,,0,1,1,0,1
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,0,1
Total,151,0,130,126,120,119,119,35,31,10,7,5,5,4,4,3,3,2,1,1,1
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court,,2
,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Helen Gym,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Clarc King,Joe Cox,Maj Toure,Sherrie Cohen,Bill Heeney,Matt Wolfe,Steve Cherniavsky,Write-In,David H Conroy,Write-In,2
Isaiah Thomas,3,156,152,151,145,9,7,4,1,1,0,1,0,0,0,0,0,0,154,0,2
Derek S Green,,2,150,150,146,10,7,7,0,0,0,1,0,1,0,0,0,0,148,0,2
Katherine Gilmore Richardson,,,0,144,144,9,7,3,1,2,0,0,0,0,0,0,0,0,148,0,2
Helen Gym,,,,1,140,9,7,3,0,0,0,1,0,1,0,0,0,0,145,0,2
Allan Domb,,,,,0,3,1,2,1,1,0,0,0,0,0,0,0,0,143,0,2
Kendra Brooks,,,,,,0,12,2,0,0,0,0,0,1,0,0,0,0,10,0,2
Nicolas O'Rourke,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,8,0,2
David Oh,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,2
Al Taubenberger,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,2
Dan Tinney,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,2
Clarc King,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,2
Joe Cox,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Maj Toure,,,,,,,,,,,,,1,0,0,0,0,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,0,0,0,0,0,1,0,2
Bill Heeney,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,,0,0,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,2
Write-In,,,,,,,,,,,,,,,,,,0,0,0,2
David H Conroy,,,,,,,,,,,,,,,,,,,2,0,2
Write-In,,,,,,,,,,,,,,,,,,,,0,2
Total,168,164,157,155,148,16,12,7,3,2,1,1,1,1,0,0,0,0,163,0,2
,Judge Of The Municipal Court,,Council At Large,,,,,,,,,,,,,,,,,,3
,David H Conroy,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Al Taubenberger,Bill Heeney,Dan Tinney,Maj Toure,Matt Wolfe,Joe Cox,Steve Cherniavsky,Write-In,Clarc King,3
David H Conroy,1,0,163,154,146,147,143,37,29,6,4,2,1,1,2,1,1,0,1,0,3
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Isaiah Thomas,,,2,152,140,147,142,27,19,4,4,0,0,0,2,0,1,1,0,0,3
Derek S Green,,,,0,142,144,142,18,16,6,1,1,0,0,1,0,1,1,1,0,3
Helen Gym,,,,,1,138,137,13,13,3,1,1,0,0,0,0,0,0,1,0,3
Katherine Gilmore Richardson,,,,,,0,136,15,12,2,4,0,0,0,1,0,1,0,0,0,3
Allan Domb,,,,,,,0,11,7,4,0,0,0,0,0,0,0,0,1,0,3
