col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Helen Gym,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Jim Kenney,28,0,0,"4,180","3,473","3,394","3,155","2,951","2,357","1,908",505,160,165,89,44,237,123,51,57,48,8,All
Billy Ciancaglini,,6,0,71,69,62,63,138,46,33,454,404,377,385,353,18,24,28,14,13,0,All
Write-In,,,0,7,4,4,5,8,6,5,2,2,2,1,1,0,2,1,2,2,0,All
Helen Gym,,,,2,"3,126","3,056","2,866","2,752","1,967","1,553",372,107,111,45,22,206,83,30,44,30,2,All
Derek S Green,,,,,1,"2,860","2,539","2,363","1,290","1,034",270,97,55,42,11,97,42,24,22,18,2,All
Isaiah Thomas,,,,,,1,"2,513","2,269","1,239","1,036",227,63,34,14,13,82,50,26,17,24,3,All
Katherine Gilmore Richardson,,,,,,,1,"2,298","1,117",844,149,49,113,30,23,84,38,21,15,22,2,All
Allan Domb,,,,,,,,6,763,465,405,173,172,92,52,72,42,23,35,19,1,All
Kendra Brooks,,,,,,,,,4,"1,964",206,42,91,23,5,198,83,32,42,18,3,All
Nicolas O'Rourke,,,,,,,,,,0,137,18,17,24,3,132,60,14,26,20,4,All
David Oh,,,,,,,,,,,9,469,387,407,356,36,35,34,26,20,0,All
Al Taubenberger,,,,,,,,,,,,0,389,376,361,15,17,11,8,7,0,All
Dan Tinney,,,,,,,,,,,,,2,372,353,8,9,10,3,5,0,All
Matt Wolfe,,,,,,,,,,,,,,1,360,11,17,17,9,9,0,All
Bill Heeney,,,,,,,,,,,,,,,0,2,10,9,3,6,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,0,30,15,23,2,1,All
Joe Cox,,,,,,,,,,,,,,,,,1,14,21,34,1,All
Maj Toure,,,,,,,,,,,,,,,,,,3,8,9,2,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,4,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,0,1,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"4,994",592,13,"4,347","3,607","3,505","3,271","3,176","2,512","2,028","1,021",598,566,497,411,270,160,88,81,68,9,All
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,1
