col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Council At Large,,,,,,,,,,,,,,,,,,All
,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Sherrie Cohen,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Helen Gym,24,"2,830","2,821","2,765","2,764",580,413,126,53,52,25,15,88,59,26,9,20,3,All
Katherine Gilmore Richardson,,11,"2,765","2,734","2,671",461,314,72,32,44,21,20,50,35,23,34,10,1,All
Isaiah Thomas,,,22,"2,774","2,625",420,326,80,18,23,11,10,35,38,21,3,10,3,All
Derek S Green,,,,12,"2,670",369,245,110,42,33,20,13,42,51,19,5,14,2,All
Allan Domb,,,,,26,296,180,163,90,84,43,39,25,30,16,32,18,7,All
Kendra Brooks,,,,,,10,625,45,14,37,5,5,96,73,32,43,19,2,All
Nicolas O'Rourke,,,,,,,0,27,10,11,7,9,56,43,20,39,12,1,All
David Oh,,,,,,,,14,248,216,217,204,13,17,19,4,14,2,All
Al Taubenberger,,,,,,,,,1,227,227,221,3,7,13,2,11,1,All
Dan Tinney,,,,,,,,,,1,214,208,5,13,13,0,8,0,All
Matt Wolfe,,,,,,,,,,,7,215,5,5,15,1,3,0,All
Bill Heeney,,,,,,,,,,,,4,1,6,11,1,4,0,All
Sherrie Cohen,,,,,,,,,,,,,3,35,17,7,14,0,All
Joe Cox,,,,,,,,,,,,,,2,25,24,25,1,All
Maj Toure,,,,,,,,,,,,,,,11,8,17,0,All
Clarc King,,,,,,,,,,,,,,,,2,7,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,0,All
Total,"3,261","3,092","3,067","3,046","3,034",869,651,445,331,317,276,263,132,130,91,58,57,10,All
,Council At Large,,,,,,,,,,,,,,,,,,1
,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Helen Gym,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Clarc King,David Oh,Bill Heeney,Joe Cox,Matt Wolfe,Sherrie Cohen,Al Taubenberger,Dan Tinney,Maj Toure,Steve Cherniavsky,Write-In,1
Allan Domb,0,104,78,78,77,29,28,26,0,0,1,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,0,78,78,77,27,26,25,0,0,0,0,0,0,0,0,0,0,1
