col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,All
,Rochelle Bilal,Write-In,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Helen Gym,Allan Domb,David Oh,Kendra Brooks,Al Taubenberger,Matt Wolfe,Bill Heeney,Dan Tinney,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Rochelle Bilal,5,0,"2,281","2,245","2,200","2,180","2,176",94,153,32,35,27,20,124,31,24,16,16,7,3,All
Write-In,,0,1,0,0,1,0,2,0,1,1,1,1,0,0,0,0,0,0,0,All
Isaiah Thomas,,,13,"2,218","2,176","2,149","2,143",50,109,11,6,9,9,79,13,12,9,7,5,5,All
Derek S Green,,,,15,"2,152","2,117","2,134",46,85,11,7,4,9,59,13,14,6,6,3,3,All
Katherine Gilmore Richardson,,,,,4,"2,097","2,102",19,74,11,6,9,9,52,10,9,5,5,2,2,All
Helen Gym,,,,,,10,"2,095",47,83,10,5,11,3,61,14,13,9,5,2,4,All
Allan Domb,,,,,,,4,50,44,14,8,12,9,22,6,6,4,1,2,2,All
David Oh,,,,,,,,18,16,175,170,167,162,14,7,10,3,3,5,0,All
Kendra Brooks,,,,,,,,,2,2,5,5,2,148,11,10,3,5,5,0,All
Al Taubenberger,,,,,,,,,,1,166,165,164,2,2,3,1,0,1,0,All
Matt Wolfe,,,,,,,,,,,5,167,161,6,6,7,2,2,1,0,All
Bill Heeney,,,,,,,,,,,,1,162,3,2,1,0,1,1,0,All
Dan Tinney,,,,,,,,,,,,,3,1,2,2,1,0,0,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,1,9,9,2,8,3,0,All
Joe Cox,,,,,,,,,,,,,,,0,6,5,13,2,1,All
Sherrie Cohen,,,,,,,,,,,,,,,,2,6,3,4,0,All
Maj Toure,,,,,,,,,,,,,,,,,3,3,2,1,All
Clarc King,,,,,,,,,,,,,,,,,,0,1,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,468",2,"2,344","2,294","2,238","2,236","2,203",283,204,198,198,185,182,163,39,33,22,20,11,5,All
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,1
,Rochelle Bilal,Write-In,Isaiah Thomas,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Allan Domb,David Oh,Kendra Brooks,Al Taubenberger,Matt Wolfe,Nicolas O'Rourke,Dan Tinney,Bill Heeney,Clarc King,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Write-In,1
Rochelle Bilal,1,0,88,88,85,85,82,4,10,3,2,9,1,1,2,1,1,0,0,0,1
Write-In,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,0,87,86,84,82,3,6,2,0,5,1,0,0,0,1,0,0,0,1
Helen Gym,,,,0,83,81,83,3,6,1,0,5,0,0,2,1,1,0,0,0,1
Derek S Green,,,,,0,82,80,1,5,1,0,4,1,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,0,80,1,2,2,0,2,1,0,0,0,1,0,0,0,1
Allan Domb,,,,,,,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1
David Oh,,,,,,,,0,1,8,7,1,8,7,1,0,1,0,0,0,1
