col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Anthony Clark,Lisa M Deeley,Al Schmidt,Ken Powell,Mia Roberts Perez,Kai Scott,Abbe Fletman,Tracy B Roman,Lyris Younge,Stephanie M Sawyer,Rainy Papademetriou,Daine Grey Jr,Chris Mallios,Michael Fanning,Scott Diclaudio,Vincent Furlong,All
Anthony Clark,79,"1,864",50,"1,941","1,866","1,865","1,829","1,862","1,819","1,563","1,524","1,540","1,512","1,513","1,479",114,All
Lisa M Deeley,,31,159,"1,930","1,941","1,920","1,913","1,878","1,860","1,660","1,606","1,610","1,593","1,576","1,510",152,All
Al Schmidt,,,23,170,160,157,163,125,121,164,151,142,161,148,119,267,All
Ken Powell,,,,32,"1,946","1,960","1,945","1,903","1,896","1,658","1,627","1,640","1,639","1,621","1,552",166,All
Mia Roberts Perez,,,,,7,"1,970","1,945","1,909","1,904","1,683","1,632","1,662","1,619","1,597","1,538",151,All
Kai Scott,,,,,,12,"1,978","1,894","1,918","1,671","1,643","1,658","1,644","1,613","1,545",155,All
Abbe Fletman,,,,,,,11,"1,890","1,903","1,657","1,642","1,642","1,650","1,610","1,546",149,All
Tracy B Roman,,,,,,,,12,"1,885","1,628","1,563","1,598","1,559","1,580","1,547",144,All
Lyris Younge,,,,,,,,,5,"1,612","1,576","1,604","1,567","1,579","1,542",138,All
Stephanie M Sawyer,,,,,,,,,,1,"1,640","1,680","1,628","1,630","1,554",158,All
Rainy Papademetriou,,,,,,,,,,,1,"1,632","1,626","1,596","1,544",151,All
Daine Grey Jr,,,,,,,,,,,,5,"1,617","1,618","1,550",151,All
Chris Mallios,,,,,,,,,,,,,3,"1,601","1,549",156,All
Michael Fanning,,,,,,,,,,,,,,3,"1,554",152,All
Scott Diclaudio,,,,,,,,,,,,,,,0,134,All
Vincent Furlong,,,,,,,,,,,,,,,,9,All
Total,"2,317","2,257",441,"2,254","2,164","2,137","2,107","2,088","2,012","1,805","1,750","1,748","1,736","1,700","1,612",383,All
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,City Commissioners,,,1
,Ken Powell,Lyris Younge,Tracy B Roman,Kai Scott,Abbe Fletman,Mia Roberts Perez,Daine Grey Jr,Stephanie M Sawyer,Michael Fanning,Rainy Papademetriou,Scott Diclaudio,Chris Mallios,Vincent Furlong,Anthony Clark,Lisa M Deeley,Al Schmidt,1
Ken Powell,0,88,87,88,86,77,53,52,49,49,49,48,0,90,89,1,1
Lyris Younge,,0,86,85,85,77,52,51,48,48,48,47,0,86,86,1,1
Tracy B Roman,,,0,85,85,76,50,50,49,49,49,48,0,86,84,1,1
Kai Scott,,,,0,85,76,51,50,48,48,48,48,0,83,84,1,1
Abbe Fletman,,,,,0,75,51,51,49,49,49,48,0,82,84,1,1
Mia Roberts Perez,,,,,,0,47,46,44,44,44,45,0,76,75,1,1
Daine Grey Jr,,,,,,,0,52,49,49,49,48,0,51,51,1,1
Stephanie M Sawyer,,,,,,,,0,49,49,49,48,0,49,51,1,1
Michael Fanning,,,,,,,,,0,48,48,47,0,48,48,0,1
Rainy Papademetriou,,,,,,,,,,0,48,47,0,47,48,1,1
Scott Diclaudio,,,,,,,,,,,0,47,0,47,48,1,1
Chris Mallios,,,,,,,,,,,,0,0,46,47,1,1
Vincent Furlong,,,,,,,,,,,,,0,0,0,2,1
Anthony Clark,,,,,,,,,,,,,,1,84,0,1
Lisa M Deeley,,,,,,,,,,,,,,,0,1,1
Al Schmidt,,,,,,,,,,,,,,,,0,1
Total,97,89,89,88,86,79,54,52,49,49,49,48,2,95,89,3,1
,City Commissioners,,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Anthony Clark,Lisa M Deeley,Al Schmidt,Ken Powell,Tracy B Roman,Mia Roberts Perez,Kai Scott,Abbe Fletman,Lyris Younge,Daine Grey Jr,Chris Mallios,Scott Diclaudio,Stephanie M Sawyer,Michael Fanning,Rainy Papademetriou,Vincent Furlong,2
Anthony Clark,8,150,1,158,157,155,156,152,152,137,137,136,136,135,135,5,2
Lisa M Deeley,,1,2,154,156,155,151,150,150,137,135,137,137,135,135,4,2
Al Schmidt,,,1,3,3,3,3,3,3,3,2,3,3,3,2,2,2
Ken Powell,,,,3,154,153,154,154,152,139,138,139,138,137,137,6,2
Tracy B Roman,,,,,0,157,154,152,152,139,137,139,138,137,136,6,2
Mia Roberts Perez,,,,,,0,153,151,152,138,136,138,137,136,135,6,2
Kai Scott,,,,,,,0,153,153,138,137,138,137,136,136,6,2
Abbe Fletman,,,,,,,,0,152,137,137,137,136,135,135,6,2
Lyris Younge,,,,,,,,,0,138,137,138,137,136,136,6,2
Daine Grey Jr,,,,,,,,,,1,136,138,137,137,136,6,2
Chris Mallios,,,,,,,,,,,0,137,136,134,134,5,2
Scott Diclaudio,,,,,,,,,,,,0,138,136,135,6,2
Stephanie M Sawyer,,,,,,,,,,,,,0,135,134,5,2
Michael Fanning,,,,,,,,,,,,,,0,134,5,2
Rainy Papademetriou,,,,,,,,,,,,,,,0,3,2
Vincent Furlong,,,,,,,,,,,,,,,,0,2
Total,180,160,4,167,163,161,160,155,155,140,139,139,139,137,137,6,2
,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,City Commissioners,,,3
