col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Alice Beck Dubow,Emil Giordano,Ken Powell,Tracy B Roman,Mia Roberts Perez,Kai Scott,Abbe Fletman,Lyris Younge,Michael Fanning,Stephanie M Sawyer,Scott Diclaudio,Daine Grey Jr,Chris Mallios,Rainy Papademetriou,Vincent Furlong,All
Alice Beck Dubow,78,0,"1,045","1,031",994,967,944,934,853,873,800,810,806,773,173,All
Emil Giordano,,38,95,86,87,71,81,69,109,99,99,83,83,73,414,All
Ken Powell,,,27,"1,020",983,976,956,962,879,880,843,835,847,804,200,All
Tracy B Roman,,,,18,"1,003",990,977,978,873,894,847,841,847,814,201,All
Mia Roberts Perez,,,,,10,967,951,947,833,876,825,831,833,804,186,All
Kai Scott,,,,,,4,964,955,851,857,810,831,830,802,169,All
Abbe Fletman,,,,,,,4,947,844,844,809,823,817,793,172,All
Lyris Younge,,,,,,,,4,836,837,812,819,819,794,163,All
Michael Fanning,,,,,,,,,16,882,858,855,855,818,211,All
Stephanie M Sawyer,,,,,,,,,,7,854,860,867,829,212,All
Scott Diclaudio,,,,,,,,,,,1,815,834,793,180,All
Daine Grey Jr,,,,,,,,,,,,3,824,803,180,All
Chris Mallios,,,,,,,,,,,,,0,801,179,All
Rainy Papademetriou,,,,,,,,,,,,,,1,142,All
Vincent Furlong,,,,,,,,,,,,,,,38,All
Total,"1,400",508,"1,198","1,166","1,123","1,072","1,050","1,032","1,004",996,919,913,906,862,638,All
,Judge Of The Superior Court,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Alice Beck Dubow,Emil Giordano,Ken Powell,Tracy B Roman,Abbe Fletman,Kai Scott,Mia Roberts Perez,Chris Mallios,Lyris Younge,Michael Fanning,Stephanie M Sawyer,Rainy Papademetriou,Scott Diclaudio,Daine Grey Jr,Vincent Furlong,1
Alice Beck Dubow,1,0,40,44,35,38,37,35,35,33,34,32,31,32,4,1
Emil Giordano,,3,5,3,4,2,3,4,3,4,3,3,4,2,5,1
Ken Powell,,,2,38,36,36,37,35,36,34,35,33,33,33,3,1
Tracy B Roman,,,,0,37,38,39,36,37,35,35,34,33,33,2,1
Abbe Fletman,,,,,1,37,37,36,38,36,34,34,34,34,4,1
Kai Scott,,,,,,0,39,36,37,34,35,34,33,34,3,1
Mia Roberts Perez,,,,,,,0,37,37,34,36,34,34,34,3,1
