col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,All
,Ronald R Donatucci,Ross Feinberg,Mia Roberts Perez,Ken Powell,Tracy B Roman,Kai Scott,Abbe Fletman,Lyris Younge,Stephanie M Sawyer,Michael Fanning,Chris Mallios,Scott Diclaudio,Daine Grey Jr,Rainy Papademetriou,Vincent Furlong,All
Ronald R Donatucci,35,0,742,727,710,693,689,675,611,604,598,593,593,581,73,All
Ross Feinberg,,10,32,29,29,31,32,29,32,29,28,26,25,20,127,All
Mia Roberts Perez,,,42,707,709,700,704,695,613,601,611,601,608,592,68,All
Ken Powell,,,,18,710,704,701,699,608,611,604,596,601,586,67,All
Tracy B Roman,,,,,16,701,703,694,619,608,611,604,605,589,69,All
Kai Scott,,,,,,12,706,698,613,607,610,599,603,592,67,All
Abbe Fletman,,,,,,,8,703,612,608,614,603,608,597,66,All
Lyris Younge,,,,,,,,3,603,599,606,598,604,591,61,All
Stephanie M Sawyer,,,,,,,,,2,610,616,607,612,594,69,All
Michael Fanning,,,,,,,,,,3,611,606,602,588,65,All
Chris Mallios,,,,,,,,,,,4,610,610,598,70,All
Scott Diclaudio,,,,,,,,,,,,0,601,587,66,All
Daine Grey Jr,,,,,,,,,,,,,0,596,61,All
Rainy Papademetriou,,,,,,,,,,,,,,1,47,All
Vincent Furlong,,,,,,,,,,,,,,,8,All
Total,934,160,850,807,783,758,748,727,662,651,645,634,630,615,214,All
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,1
,Ronald R Donatucci,Ross Feinberg,Mia Roberts Perez,Ken Powell,Tracy B Roman,Kai Scott,Michael Fanning,Abbe Fletman,Lyris Younge,Chris Mallios,Scott Diclaudio,Stephanie M Sawyer,Daine Grey Jr,Rainy Papademetriou,Vincent Furlong,1
Ronald R Donatucci,0,0,41,39,38,34,34,33,32,31,31,31,30,30,3,1
Ross Feinberg,,2,0,1,0,0,0,0,1,0,0,0,0,0,8,1
Mia Roberts Perez,,,2,35,34,34,30,33,32,30,29,30,30,30,1,1
Ken Powell,,,,2,35,32,30,32,31,29,29,29,28,28,2,1
Tracy B Roman,,,,,3,33,30,33,32,30,30,30,29,29,1,1
Kai Scott,,,,,,1,29,33,32,30,29,30,30,30,1,1
Michael Fanning,,,,,,,0,29,29,30,31,29,29,29,2,1
Abbe Fletman,,,,,,,,0,32,29,29,29,29,29,1,1
Lyris Younge,,,,,,,,,0,29,29,28,29,29,2,1
Chris Mallios,,,,,,,,,,0,30,30,30,30,1,1
Scott Diclaudio,,,,,,,,,,,0,29,29,29,2,1
Stephanie M Sawyer,,,,,,,,,,,,0,29,29,0,1
Daine Grey Jr,,,,,,,,,,,,,0,30,1,1
Rainy Papademetriou,,,,,,,,,,,,,,0,1,1
Vincent Furlong,,,,,,,,,,,,,,,3,1
Total,51,10,43,42,41,35,34,33,33,31,31,31,30,30,14,1
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,,,,,,2
,Ronald R Donatucci,Ross Feinberg,Mia Roberts Perez,Ken Powell,Tracy B Roman,Kai Scott,Abbe Fletman,Stephanie M Sawyer,Chris Mallios,Lyris Younge,Rainy Papademetriou,Michael Fanning,Daine Grey Jr,Scott Diclaudio,Vincent Furlong,2
Ronald R Donatucci,3,0,33,36,34,31,31,27,27,29,28,26,26,24,3,2
