col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Auditor General - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Eugene A Depasquale,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Joseph C Meade,Raye E Johnson,Andrew P Toy,Michelle W Singer,Jerry T Jordan,Eleanor M Dezzi,Heather Steinmiller,Nancy Astor Fox,William S Leopold,All
Eugene A Depasquale,456,"1,605","1,409","1,374","1,270","1,264",956,884,881,878,866,864,860,850,842,834,832,826,All
Kenyatta J Johnson,,55,"1,647","1,627","1,491","1,477","1,083","1,000",997,988,990,985,968,973,948,952,932,924,All
Blondell Reynolds Brown,,,28,"1,543","1,436","1,427","1,062",979,960,963,943,961,935,943,916,915,891,907,All
Cindy Bass,,,,9,"1,459","1,427","1,029",972,959,956,947,958,936,941,928,921,901,910,All
Jacquelyn Manns Smalley,,,,,7,"1,377",945,915,922,923,904,913,887,893,888,890,870,878,All
Mark Alan Aronchick,,,,,,14,915,900,916,910,900,903,865,880,882,878,854,871,All
Vincent J Hughes,,,,,,,3,984,962,973,951,973,939,956,924,927,900,915,All
Jerome W Mondesire,,,,,,,,0,943,950,924,929,897,917,902,907,871,887,All
Stephen A Cozen,,,,,,,,,2,951,944,945,893,915,916,915,898,907,All
Joseph C Meade,,,,,,,,,,2,940,943,898,929,911,910,882,908,All
Raye E Johnson,,,,,,,,,,,1,921,911,928,925,929,895,908,All
Andrew P Toy,,,,,,,,,,,,1,890,910,913,901,873,901,All
Michelle W Singer,,,,,,,,,,,,,1,889,885,891,901,882,All
Jerry T Jordan,,,,,,,,,,,,,,0,899,907,871,909,All
Eleanor M Dezzi,,,,,,,,,,,,,,,0,915,873,899,All
Heather Steinmiller,,,,,,,,,,,,,,,,0,871,905,All
Nancy Astor Fox,,,,,,,,,,,,,,,,,1,869,All
William S Leopold,,,,,,,,,,,,,,,,,,1,All
Total,"2,262","2,044","1,787","1,718","1,550","1,545","1,156","1,056","1,038","1,026","1,024","1,022","1,015","1,013",979,978,967,962,All
,Auditor General - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,1
,Eugene A Depasquale,Kenyatta J Johnson,Blondell Reynolds Brown,Jacquelyn Manns Smalley,Cindy Bass,Mark Alan Aronchick,Stephen A Cozen,Jerome W Mondesire,Joseph C Meade,Andrew P Toy,Michelle W Singer,Vincent J Hughes,Eleanor M Dezzi,Heather Steinmiller,Jerry T Jordan,Nancy Astor Fox,William S Leopold,Raye E Johnson,1
Eugene A Depasquale,31,21,18,18,18,15,11,10,11,11,10,11,10,10,10,10,9,7,1
Kenyatta J Johnson,,0,18,18,18,15,11,10,11,11,11,11,10,10,10,10,10,7,1
Blondell Reynolds Brown,,,0,17,18,16,12,11,12,11,10,11,10,10,10,10,9,7,1
Jacquelyn Manns Smalley,,,,0,17,15,12,11,11,11,10,11,10,10,10,10,9,7,1
Cindy Bass,,,,,0,15,11,10,11,11,10,11,10,10,10,10,9,7,1
Mark Alan Aronchick,,,,,,0,10,9,10,9,8,9,8,8,8,8,8,6,1
Stephen A Cozen,,,,,,,0,12,12,11,10,11,10,10,10,10,9,7,1
Jerome W Mondesire,,,,,,,,0,11,10,9,10,9,9,9,9,8,6,1
Joseph C Meade,,,,,,,,,0,11,10,11,10,10,10,10,9,7,1
Andrew P Toy,,,,,,,,,,0,10,11,10,10,10,10,9,7,1
Michelle W Singer,,,,,,,,,,,0,10,10,10,10,10,10,7,1
Vincent J Hughes,,,,,,,,,,,,0,10,10,10,10,9,7,1
Eleanor M Dezzi,,,,,,,,,,,,,0,10,10,10,9,7,1
Heather Steinmiller,,,,,,,,,,,,,,0,10,10,9,7,1
Jerry T Jordan,,,,,,,,,,,,,,,0,10,9,7,1
Nancy Astor Fox,,,,,,,,,,,,,,,,0,9,7,1
William S Leopold,,,,,,,,,,,,,,,,,0,6,1
Raye E Johnson,,,,,,,,,,,,,,,,,,0,1
Total,52,22,19,19,18,16,13,12,12,11,11,11,10,10,10,10,10,7,1
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Auditor General - Democrat,2
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerry T Jordan,Michelle W Singer,Heather Steinmiller,Stephen A Cozen,Andrew P Toy,Jerome W Mondesire,Raye E Johnson,William S Leopold,Joseph C Meade,Eleanor M Dezzi,Nancy Astor Fox,Eugene A Depasquale,2
Kenyatta J Johnson,5,125,116,111,104,69,63,62,62,64,59,60,59,59,57,58,58,111,2
Blondell Reynolds Brown,,4,111,108,102,66,63,60,61,60,60,60,58,58,58,58,56,93,2
Cindy Bass,,,0,104,102,64,62,58,59,59,57,60,58,57,58,57,55,85,2
Mark Alan Aronchick,,,,2,98,61,60,55,56,58,57,58,56,56,54,55,54,84,2
Jacquelyn Manns Smalley,,,,,0,59,56,51,53,55,53,56,53,52,52,55,52,78,2
Vincent J Hughes,,,,,,0,61,58,60,61,58,60,58,57,56,58,57,53,2
Jerry T Jordan,,,,,,,0,59,61,58,58,59,57,60,57,57,56,50,2
Michelle W Singer,,,,,,,,0,59,55,53,55,55,56,53,53,56,49,2
Heather Steinmiller,,,,,,,,,0,58,55,57,56,57,55,54,54,50,2
Stephen A Cozen,,,,,,,,,,0,56,57,56,55,55,53,55,50,2
Andrew P Toy,,,,,,,,,,,0,56,54,54,54,54,51,45,2
Jerome W Mondesire,,,,,,,,,,,,0,56,55,57,56,54,47,2
Raye E Johnson,,,,,,,,,,,,,0,55,53,54,53,46,2
William S Leopold,,,,,,,,,,,,,,0,54,54,55,46,2
Joseph C Meade,,,,,,,,,,,,,,,0,52,51,45,2
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,53,47,2
Nancy Astor Fox,,,,,,,,,,,,,,,,,0,46,2
Eugene A Depasquale,,,,,,,,,,,,,,,,,,9,2
Total,154,133,120,115,105,69,66,65,64,64,61,61,60,60,59,58,58,123,2
,Auditor General - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,3
,Eugene A Depasquale,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Michelle W Singer,Nancy Astor Fox,Raye E Johnson,Andrew P Toy,Joseph C Meade,William S Leopold,Eleanor M Dezzi,Heather Steinmiller,Jerry T Jordan,3
Eugene A Depasquale,29,108,88,87,85,81,67,61,59,57,57,58,57,57,56,56,55,54,3
Kenyatta J Johnson,,2,87,89,87,84,63,60,60,57,57,59,58,58,55,55,56,55,3
Blondell Reynolds Brown,,,3,79,76,76,63,57,54,54,55,53,54,53,54,51,52,52,3
Cindy Bass,,,,0,81,83,64,60,57,53,54,54,56,56,54,53,54,53,3
Mark Alan Aronchick,,,,,1,78,54,53,53,49,50,52,52,52,51,52,52,50,3
Jacquelyn Manns Smalley,,,,,,1,57,58,57,54,55,56,56,57,54,53,55,52,3
Vincent J Hughes,,,,,,,0,61,58,57,57,56,58,58,58,55,56,57,3
Jerome W Mondesire,,,,,,,,0,57,55,55,56,56,57,55,54,54,54,3
Stephen A Cozen,,,,,,,,,0,53,56,56,57,57,55,55,54,53,3
Michelle W Singer,,,,,,,,,,0,55,54,53,53,54,52,53,51,3
Nancy Astor Fox,,,,,,,,,,,0,55,54,54,54,52,53,51,3
Raye E Johnson,,,,,,,,,,,,0,54,56,55,54,56,54,3
Andrew P Toy,,,,,,,,,,,,,0,56,55,54,54,52,3
Joseph C Meade,,,,,,,,,,,,,,0,54,53,54,53,3
William S Leopold,,,,,,,,,,,,,,,0,55,55,53,3
Eleanor M Dezzi,,,,,,,,,,,,,,,,0,54,53,3
Heather Steinmiller,,,,,,,,,,,,,,,,,0,53,3
Jerry T Jordan,,,,,,,,,,,,,,,,,,0,3
