col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,All
,Barack Obama,Ted Kirsch,Ryan N Boyer,Elizabeth A Washo,Mindy M Posoff,Anthony Hardy Williams,Christine M Tartaglione,Kathryn Sylvia Huggins,Deborah E Landau,Thaddeus Kirkland,Sekela Coles,All
Barack Obama,191,289,265,270,262,259,217,200,195,193,186,All
Ted Kirsch,,3,257,254,255,246,198,185,184,186,180,All
Ryan N Boyer,,,2,248,249,248,188,187,182,182,177,All
Elizabeth A Washo,,,,0,254,239,186,185,183,180,176,All
Mindy M Posoff,,,,,0,244,188,186,181,179,178,All
Anthony Hardy Williams,,,,,,1,187,183,178,174,174,All
Christine M Tartaglione,,,,,,,4,195,193,188,187,All
Kathryn Sylvia Huggins,,,,,,,,0,193,183,188,All
Deborah E Landau,,,,,,,,,0,183,187,All
Thaddeus Kirkland,,,,,,,,,,0,182,All
Sekela Coles,,,,,,,,,,,0,All
Total,565,309,283,282,276,274,237,212,207,203,195,All
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,1
,Barack Obama,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Ted Kirsch,Anthony Hardy Williams,Christine M Tartaglione,Kathryn Sylvia Huggins,Sekela Coles,Deborah E Landau,Thaddeus Kirkland,1
Barack Obama,4,13,12,12,12,11,11,11,10,9,9,1
Elizabeth A Washo,,0,13,12,12,12,10,10,10,9,9,1
Mindy M Posoff,,,0,12,12,12,10,10,10,9,9,1
Ryan N Boyer,,,,0,13,12,10,10,9,9,9,1
Ted Kirsch,,,,,0,12,10,10,9,9,9,1
Anthony Hardy Williams,,,,,,0,10,10,9,9,9,1
Christine M Tartaglione,,,,,,,0,11,10,10,10,1
Kathryn Sylvia Huggins,,,,,,,,0,10,10,10,1
Sekela Coles,,,,,,,,,0,9,10,1
Deborah E Landau,,,,,,,,,,0,9,1
Thaddeus Kirkland,,,,,,,,,,,0,1
Total,21,14,13,13,13,12,12,12,11,10,10,1
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,2
,Barack Obama,Ted Kirsch,Anthony Hardy Williams,Elizabeth A Washo,Mindy M Posoff,Ryan N Boyer,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,Thaddeus Kirkland,2
Barack Obama,4,9,8,8,8,8,6,6,6,6,6,2
Ted Kirsch,,0,8,8,8,8,6,6,6,6,6,2
Anthony Hardy Williams,,,0,8,8,8,6,6,6,6,6,2
Elizabeth A Washo,,,,0,8,8,6,6,6,6,6,2
Mindy M Posoff,,,,,0,8,6,6,6,6,6,2
Ryan N Boyer,,,,,,0,6,6,6,6,6,2
Christine M Tartaglione,,,,,,,0,6,6,6,6,2
Deborah E Landau,,,,,,,,0,6,6,6,2
Kathryn Sylvia Huggins,,,,,,,,,0,6,6,2
Sekela Coles,,,,,,,,,,0,6,2
Thaddeus Kirkland,,,,,,,,,,,0,2
Total,13,9,8,8,8,8,6,6,6,6,6,2
,President Of The United States - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,3
,Barack Obama,Ted Kirsch,Mindy M Posoff,Elizabeth A Washo,Ryan N Boyer,Anthony Hardy Williams,Thaddeus Kirkland,Christine M Tartaglione,Deborah E Landau,Kathryn Sylvia Huggins,Sekela Coles,3
Barack Obama,11,22,21,20,20,17,17,16,16,16,16,3
Ted Kirsch,,0,19,19,20,18,18,16,16,15,15,3
Mindy M Posoff,,,0,20,19,17,16,15,16,16,15,3
Elizabeth A Washo,,,,0,19,17,16,15,16,16,15,3
Ryan N Boyer,,,,,0,17,16,14,15,15,14,3
Anthony Hardy Williams,,,,,,0,15,15,15,14,14,3
Thaddeus Kirkland,,,,,,,0,16,16,15,15,3
Christine M Tartaglione,,,,,,,,0,16,15,16,3
Deborah E Landau,,,,,,,,,0,16,15,3
Kathryn Sylvia Huggins,,,,,,,,,,0,15,3
