col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,All
,John Featherman,Marion S Taxin,Tom Boggia,Christopher M Vogler,Michael W Untermeyer,Frederick W Anton,Dale Kerns,All
John Featherman,10,74,67,56,27,23,21,All
Marion S Taxin,,3,29,40,8,14,8,All
Tom Boggia,,,9,29,10,5,9,All
Christopher M Vogler,,,,5,12,11,4,All
Michael W Untermeyer,,,,,2,7,7,All
Frederick W Anton,,,,,,0,7,All
Dale Kerns,,,,,,,1,All
Total,148,80,77,63,31,25,23,All
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,1
,John Featherman,Tom Boggia,Christopher M Vogler,Marion S Taxin,Dale Kerns,Frederick W Anton,Michael W Untermeyer,1
John Featherman,0,4,3,2,1,0,0,1
Tom Boggia,,0,3,2,1,0,0,1
Christopher M Vogler,,,0,2,1,0,0,1
Marion S Taxin,,,,0,0,0,0,1
Dale Kerns,,,,,0,0,0,1
Frederick W Anton,,,,,,0,0,1
Michael W Untermeyer,,,,,,,0,1
Total,4,4,3,2,1,0,0,1
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,2
,John Featherman,Marion S Taxin,Christopher M Vogler,Tom Boggia,Michael W Untermeyer,Frederick W Anton,Dale Kerns,2
John Featherman,1,6,3,3,2,1,0,2
Marion S Taxin,,0,1,0,0,1,0,2
Christopher M Vogler,,,0,1,1,1,0,2
Tom Boggia,,,,0,2,0,0,2
Michael W Untermeyer,,,,,0,0,0,2
Frederick W Anton,,,,,,0,0,2
Dale Kerns,,,,,,,0,2
Total,11,6,3,3,2,1,0,2
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,3
,John Featherman,Marion S Taxin,Tom Boggia,Christopher M Vogler,Frederick W Anton,Michael W Untermeyer,Dale Kerns,3
John Featherman,1,6,4,4,2,1,0,3
Marion S Taxin,,0,3,4,2,0,0,3
Tom Boggia,,,2,3,0,1,0,3
Christopher M Vogler,,,,0,1,1,0,3
Frederick W Anton,,,,,0,0,0,3
Michael W Untermeyer,,,,,,0,0,3
Dale Kerns,,,,,,,0,3
Total,9,7,7,5,2,1,0,3
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,4
,John Featherman,Marion S Taxin,Christopher M Vogler,Tom Boggia,Frederick W Anton,Michael W Untermeyer,Dale Kerns,4
John Featherman,1,12,11,12,4,4,3,4
Marion S Taxin,,2,7,5,3,1,2,4
Christopher M Vogler,,,2,6,2,3,0,4
Tom Boggia,,,,1,1,2,2,4
Frederick W Anton,,,,,0,0,2,4
Michael W Untermeyer,,,,,,0,0,4
Dale Kerns,,,,,,,0,4
Total,23,14,13,13,4,4,3,4
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,5
,John Featherman,Christopher M Vogler,Frederick W Anton,Tom Boggia,Dale Kerns,Marion S Taxin,Michael W Untermeyer,5
John Featherman,2,1,1,1,0,0,0,5
Christopher M Vogler,,0,0,0,0,0,0,5
Frederick W Anton,,,0,0,0,0,0,5
Tom Boggia,,,,0,0,0,0,5
Dale Kerns,,,,,0,0,0,5
Marion S Taxin,,,,,,0,0,5
Michael W Untermeyer,,,,,,,0,5
Total,5,1,1,1,0,0,0,5
,Delegate To The Republican National Convention 1st District,,,,,,Representative In Congress 1st District - Republican,6
,Christopher M Vogler,Frederick W Anton,Marion S Taxin,Dale Kerns,Michael W Untermeyer,Tom Boggia,John Featherman,6
Christopher M Vogler,0,1,1,0,0,0,1,6
Frederick W Anton,,0,1,0,0,0,1,6
Marion S Taxin,,,0,0,0,0,1,6
Dale Kerns,,,,0,0,0,0,6
Michael W Untermeyer,,,,,0,0,0,6
Tom Boggia,,,,,,0,0,6
John Featherman,,,,,,,0,6
Total,1,1,1,0,0,0,1,6
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,7
,John Featherman,Dale Kerns,Marion S Taxin,Michael W Untermeyer,Tom Boggia,Christopher M Vogler,Frederick W Anton,7
John Featherman,0,1,1,1,1,0,0,7
Dale Kerns,,0,0,1,1,0,0,7
Marion S Taxin,,,0,0,0,0,0,7
Michael W Untermeyer,,,,0,1,0,0,7
Tom Boggia,,,,,0,0,0,7
Christopher M Vogler,,,,,,0,0,7
Frederick W Anton,,,,,,,0,7
Total,2,1,1,1,1,0,0,7
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,8
,John Featherman,Marion S Taxin,Tom Boggia,Dale Kerns,Christopher M Vogler,Frederick W Anton,Michael W Untermeyer,8
John Featherman,0,2,1,1,0,0,0,8
Marion S Taxin,,0,1,1,0,0,0,8
Tom Boggia,,,1,1,0,0,0,8
Dale Kerns,,,,0,0,0,0,8
Christopher M Vogler,,,,,0,0,0,8
Frederick W Anton,,,,,,0,0,8
Michael W Untermeyer,,,,,,,0,8
Total,2,2,2,1,0,0,0,8
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,9
,John Featherman,Marion S Taxin,Tom Boggia,Christopher M Vogler,Michael W Untermeyer,Dale Kerns,Frederick W Anton,9
John Featherman,1,4,5,4,2,3,3,9
Marion S Taxin,,1,3,3,0,0,0,9
Tom Boggia,,,0,3,0,0,1,9
Christopher M Vogler,,,,0,0,0,0,9
Michael W Untermeyer,,,,,2,2,2,9
Dale Kerns,,,,,,0,2,9
Frederick W Anton,,,,,,,0,9
Total,11,5,5,4,4,3,3,9
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,10
,John Featherman,Christopher M Vogler,Tom Boggia,Marion S Taxin,Michael W Untermeyer,Dale Kerns,Frederick W Anton,10
John Featherman,1,3,3,2,2,1,0,10
Christopher M Vogler,,0,2,2,1,1,0,10
Tom Boggia,,,0,1,1,0,0,10
Marion S Taxin,,,,0,0,1,0,10
Michael W Untermeyer,,,,,0,0,0,10
Dale Kerns,,,,,,0,0,10
Frederick W Anton,,,,,,,0,10
Total,6,3,3,2,2,1,0,10
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,11
,John Featherman,Tom Boggia,Marion S Taxin,Christopher M Vogler,Dale Kerns,Frederick W Anton,Michael W Untermeyer,11
John Featherman,1,8,6,4,4,2,1,11
Tom Boggia,,1,3,2,2,0,0,11
Marion S Taxin,,,0,4,2,1,0,11
Christopher M Vogler,,,,0,1,1,0,11
Dale Kerns,,,,,0,1,1,11
Frederick W Anton,,,,,,0,2,11
Michael W Untermeyer,,,,,,,0,11
Total,13,9,6,4,4,3,2,11
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,12
,John Featherman,Marion S Taxin,Tom Boggia,Christopher M Vogler,Frederick W Anton,Dale Kerns,Michael W Untermeyer,12
John Featherman,0,3,2,1,1,0,0,12
Marion S Taxin,,0,2,1,1,0,0,12
Tom Boggia,,,1,1,1,0,0,12
Christopher M Vogler,,,,1,0,0,0,12
Frederick W Anton,,,,,0,0,0,12
Dale Kerns,,,,,,0,0,12
Michael W Untermeyer,,,,,,,0,12
Total,3,3,3,2,1,0,0,12
,Representative In Congress 1st District - Republican,Delegate To The Republican National Convention 1st District,,,,,,13
,John Featherman,Tom Boggia,Marion S Taxin,Christopher M Vogler,Dale Kerns,Frederick W Anton,Michael W Untermeyer,13
John Featherman,0,3,3,1,0,0,0,13
Tom Boggia,,1,2,1,0,0,0,13
Marion S Taxin,,,0,1,0,0,0,13
Christopher M Vogler,,,,0,0,0,0,13
