col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,,,,All
,Diana Irey Vaughan,Christopher M Vogler,Tom Boggia,Marion S Taxin,Michael W Untermeyer,Dale Kerns,Frederick W Anton,All
Diana Irey Vaughan,21,152,111,107,83,52,47,All
Christopher M Vogler,,10,74,81,48,27,25,All
Tom Boggia,,,9,61,30,23,12,All
Marion S Taxin,,,,5,26,10,22,All
Michael W Untermeyer,,,,,14,38,21,All
Dale Kerns,,,,,,3,15,All
Frederick W Anton,,,,,,,1,All
Total,268,176,134,125,109,67,52,All
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,,,,1
,Diana Irey Vaughan,Christopher M Vogler,Tom Boggia,Dale Kerns,Marion S Taxin,Michael W Untermeyer,Frederick W Anton,1
Diana Irey Vaughan,0,3,2,2,2,2,0,1
Christopher M Vogler,,0,1,2,0,1,0,1
Tom Boggia,,,1,1,1,1,0,1
Dale Kerns,,,,0,0,1,0,1
Marion S Taxin,,,,,0,1,0,1
Michael W Untermeyer,,,,,,0,0,1
Frederick W Anton,,,,,,,0,1
Total,5,3,3,2,2,2,0,1
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,,,,2
,Diana Irey Vaughan,Christopher M Vogler,Marion S Taxin,Michael W Untermeyer,Tom Boggia,Dale Kerns,Frederick W Anton,2
Diana Irey Vaughan,1,4,3,3,3,3,3,2
Christopher M Vogler,,0,2,2,2,1,1,2
Marion S Taxin,,,0,0,3,0,1,2
Michael W Untermeyer,,,,1,0,2,2,2
Tom Boggia,,,,,0,1,1,2
Dale Kerns,,,,,,0,1,2
Frederick W Anton,,,,,,,0,2
Total,9,5,4,4,4,3,3,2
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,,,,3
,Diana Irey Vaughan,Christopher M Vogler,Frederick W Anton,Marion S Taxin,Michael W Untermeyer,Tom Boggia,Dale Kerns,3
Diana Irey Vaughan,2,3,1,2,2,2,1,3
Christopher M Vogler,,0,0,2,1,2,1,3
Frederick W Anton,,,1,0,0,0,0,3
Marion S Taxin,,,,0,1,1,0,3
Michael W Untermeyer,,,,,0,0,0,3
Tom Boggia,,,,,,0,1,3
Dale Kerns,,,,,,,0,3
Total,7,3,2,2,2,2,1,3
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,,,,4
,Diana Irey Vaughan,Marion S Taxin,Tom Boggia,Christopher M Vogler,Michael W Untermeyer,Dale Kerns,Frederick W Anton,4
Diana Irey Vaughan,1,7,6,6,2,2,1,4
Marion S Taxin,,0,6,6,1,1,1,4
Tom Boggia,,,1,5,0,0,0,4
Christopher M Vogler,,,,0,1,1,1,4
Michael W Untermeyer,,,,,1,2,0,4
Dale Kerns,,,,,,0,0,4
Frederick W Anton,,,,,,,0,4
Total,12,9,9,8,3,2,1,4
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,,,,5
,Diana Irey Vaughan,Christopher M Vogler,Dale Kerns,Michael W Untermeyer,Marion S Taxin,Tom Boggia,Frederick W Anton,5
Diana Irey Vaughan,3,4,3,2,2,1,0,5
Christopher M Vogler,,0,2,2,2,0,0,5
Dale Kerns,,,0,1,1,0,0,5
Michael W Untermeyer,,,,1,1,0,0,5
Marion S Taxin,,,,,0,0,0,5
Tom Boggia,,,,,,0,0,5
Frederick W Anton,,,,,,,0,5
Total,9,4,3,3,2,1,0,5
,State Treasurer - Republican,Delegate To The Republican National Convention 1st District,,,,,,6
,Diana Irey Vaughan,Christopher M Vogler,Marion S Taxin,Tom Boggia,Frederick W Anton,Michael W Untermeyer,Dale Kerns,6
