col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Representative In The General Assembly 184th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,William F Keller,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Andrew P Toy,Michelle W Singer,Stephen A Cozen,Joseph C Meade,Eleanor M Dezzi,Nancy Astor Fox,William S Leopold,Heather Steinmiller,Raye E Johnson,Jerry T Jordan,All
William F Keller,52,192,167,164,156,153,107,102,102,100,98,96,96,94,94,92,92,92,All
Kenyatta J Johnson,,15,169,160,156,154,106,102,96,95,97,95,93,90,94,91,95,93,All
Blondell Reynolds Brown,,,0,162,156,155,107,104,97,99,99,96,94,92,93,91,97,95,All
Cindy Bass,,,,0,156,153,105,99,98,98,94,97,97,93,94,93,93,93,All
Mark Alan Aronchick,,,,,0,150,98,93,93,91,92,93,90,87,88,87,90,87,All
Jacquelyn Manns Smalley,,,,,,0,95,96,94,91,92,92,90,88,90,91,92,90,All
Vincent J Hughes,,,,,,,0,101,99,98,99,99,94,92,95,92,95,95,All
Jerome W Mondesire,,,,,,,,0,97,94,99,97,92,91,94,90,96,93,All
Andrew P Toy,,,,,,,,,0,95,94,94,91,90,92,92,90,91,All
Michelle W Singer,,,,,,,,,,0,92,90,93,94,91,93,91,88,All
Stephen A Cozen,,,,,,,,,,,0,95,92,89,92,89,93,89,All
Joseph C Meade,,,,,,,,,,,,0,91,88,91,91,94,91,All
Eleanor M Dezzi,,,,,,,,,,,,,0,91,94,93,90,90,All
Nancy Astor Fox,,,,,,,,,,,,,,0,92,90,90,87,All
William S Leopold,,,,,,,,,,,,,,,0,92,92,91,All
Heather Steinmiller,,,,,,,,,,,,,,,,0,90,88,All
Raye E Johnson,,,,,,,,,,,,,,,,,0,90,All
Jerry T Jordan,,,,,,,,,,,,,,,,,,0,All
Total,278,222,180,173,165,160,114,109,108,107,105,102,101,101,100,98,98,97,All
,Representative In The General Assembly 184th District - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,1
,William F Keller,Kenyatta J Johnson,Blondell Reynolds Brown,Mark Alan Aronchick,Cindy Bass,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Joseph C Meade,Stephen A Cozen,Raye E Johnson,Andrew P Toy,Eleanor M Dezzi,Michelle W Singer,William S Leopold,Heather Steinmiller,Jerry T Jordan,Nancy Astor Fox,1
William F Keller,10,38,35,33,31,29,29,28,28,28,27,24,24,24,24,23,23,22,1
Kenyatta J Johnson,,4,33,33,32,28,28,26,26,26,26,23,24,23,24,23,23,21,1
Blondell Reynolds Brown,,,0,32,31,29,27,27,26,27,27,23,24,24,24,23,23,22,1
Mark Alan Aronchick,,,,0,32,28,26,25,26,25,25,23,24,23,23,22,23,21,1
Cindy Bass,,,,,0,27,26,24,25,24,24,23,24,22,23,22,23,20,1
