col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Auditor General - Democrat,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,All
,Eugene A Depasquale,Kenyatta J Johnson,Cindy Bass,Blondell Reynolds Brown,Mark Alan Aronchick,Jacquelyn Manns Smalley,Vincent J Hughes,Jerome W Mondesire,Stephen A Cozen,Andrew P Toy,Joseph C Meade,Raye E Johnson,Michelle W Singer,Jerry T Jordan,Eleanor M Dezzi,Heather Steinmiller,Nancy Astor Fox,William S Leopold,All
Eugene A Depasquale,368,"1,470","1,354","1,323","1,208","1,220",940,912,903,885,880,877,870,870,866,852,840,831,All
Kenyatta J Johnson,,83,"1,666","1,667","1,518","1,543","1,174","1,132","1,112","1,103","1,097","1,096","1,081","1,087","1,074","1,063","1,046","1,042",All
Cindy Bass,,,37,"1,596","1,471","1,510","1,139","1,098","1,084","1,076","1,070","1,052","1,047","1,062","1,055","1,036","1,018","1,021",All
Blondell Reynolds Brown,,,,24,"1,485","1,491","1,138","1,112","1,081","1,067","1,073","1,052","1,041","1,064","1,048","1,038","1,017","1,022",All
Mark Alan Aronchick,,,,,17,"1,444","1,040","1,040","1,041","1,032","1,030","1,013",983,"1,008","1,009",999,973,990,All
Jacquelyn Manns Smalley,,,,,,6,"1,054","1,045","1,045","1,034","1,036","1,023","1,004","1,010","1,018","1,010",984,994,All
Vincent J Hughes,,,,,,,1,"1,103","1,080","1,084","1,078","1,059","1,039","1,059","1,050","1,039","1,009","1,028",All
Jerome W Mondesire,,,,,,,,0,"1,082","1,068","1,071","1,044","1,025","1,053","1,039","1,025","1,005","1,021",All
Stephen A Cozen,,,,,,,,,2,"1,072","1,065","1,057","1,027","1,042","1,040","1,034","1,009","1,024",All
Andrew P Toy,,,,,,,,,,0,"1,063","1,040","1,019","1,037","1,042","1,032","1,003","1,014",All
Joseph C Meade,,,,,,,,,,,0,"1,043","1,014","1,043","1,034","1,035",999,"1,024",All
Raye E Johnson,,,,,,,,,,,,0,"1,036","1,042","1,050","1,041","1,020","1,028",All
Michelle W Singer,,,,,,,,,,,,,2,"1,024","1,034","1,017","1,005","1,001",All
Jerry T Jordan,,,,,,,,,,,,,,0,"1,028","1,024",998,"1,026",All
Eleanor M Dezzi,,,,,,,,,,,,,,,0,"1,047","1,011","1,018",All
Heather Steinmiller,,,,,,,,,,,,,,,,1,"1,003","1,020",All
Nancy Astor Fox,,,,,,,,,,,,,,,,,2,986,All
William S Leopold,,,,,,,,,,,,,,,,,,0,All
Total,"2,052","2,026","1,823","1,783","1,594","1,593","1,227","1,169","1,157","1,132","1,124","1,120","1,118","1,114","1,103","1,091","1,073","1,062",All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Auditor General - Democrat,1
,Kenyatta J Johnson,Jacquelyn Manns Smalley,Cindy Bass,Blondell Reynolds Brown,Mark Alan Aronchick,Heather Steinmiller,Jerome W Mondesire,Joseph C Meade,Andrew P Toy,Jerry T Jordan,Nancy Astor Fox,Raye E Johnson,Vincent J Hughes,William S Leopold,Eleanor M Dezzi,Michelle W Singer,Stephen A Cozen,Eugene A Depasquale,1
Kenyatta J Johnson,2,32,31,30,30,26,23,25,24,24,23,23,23,24,22,21,23,23,1
Jacquelyn Manns Smalley,,0,30,29,28,23,22,22,21,22,21,22,22,22,20,19,21,22,1
Cindy Bass,,,0,29,28,23,23,22,21,22,21,22,22,22,22,20,21,20,1
Blondell Reynolds Brown,,,,0,29,22,22,22,21,22,19,21,21,22,19,18,22,18,1
Mark Alan Aronchick,,,,,0,22,21,22,21,22,19,21,21,22,19,18,22,15,1
Heather Steinmiller,,,,,,0,23,25,24,24,23,23,23,24,22,21,23,15,1
Jerome W Mondesire,,,,,,,0,22,21,22,21,22,22,22,21,20,22,13,1
Joseph C Meade,,,,,,,,0,24,24,22,23,23,24,22,21,23,14,1
Andrew P Toy,,,,,,,,,0,23,21,22,23,23,21,20,22,13,1
Jerry T Jordan,,,,,,,,,,0,21,23,23,24,21,20,23,13,1
Nancy Astor Fox,,,,,,,,,,,0,21,21,21,21,21,20,16,1
Raye E Johnson,,,,,,,,,,,,0,23,23,21,20,22,13,1
Vincent J Hughes,,,,,,,,,,,,,0,23,21,20,22,13,1
William S Leopold,,,,,,,,,,,,,,0,21,20,23,13,1
Eleanor M Dezzi,,,,,,,,,,,,,,,0,20,20,14,1
Michelle W Singer,,,,,,,,,,,,,,,,1,19,14,1
Stephen A Cozen,,,,,,,,,,,,,,,,,0,12,1
Eugene A Depasquale,,,,,,,,,,,,,,,,,,5,1
Total,40,35,34,33,30,26,25,25,24,24,24,24,24,24,23,23,23,34,1
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,Auditor General - Democrat,2
,Kenyatta J Johnson,Blondell Reynolds Brown,Cindy Bass,Jacquelyn Manns Smalley,Mark Alan Aronchick,Vincent J Hughes,Stephen A Cozen,Jerry T Jordan,Jerome W Mondesire,Joseph C Meade,Heather Steinmiller,Raye E Johnson,William S Leopold,Andrew P Toy,Eleanor M Dezzi,Michelle W Singer,Nancy Astor Fox,Eugene A Depasquale,2
Kenyatta J Johnson,1,61,62,59,57,36,36,36,34,34,31,32,32,32,32,30,30,56,2
Blondell Reynolds Brown,,3,59,57,54,36,34,33,32,34,32,31,32,31,31,29,29,48,2
Cindy Bass,,,2,57,55,34,34,33,33,33,31,31,32,31,31,28,30,49,2
Jacquelyn Manns Smalley,,,,1,54,36,35,32,32,33,33,31,32,31,31,30,29,46,2
Mark Alan Aronchick,,,,,1,32,34,33,33,32,31,32,32,32,31,27,30,46,2
Vincent J Hughes,,,,,,0,35,33,32,34,33,31,32,31,31,29,29,31,2
Stephen A Cozen,,,,,,,0,34,33,33,32,33,33,32,31,28,30,30,2
Jerry T Jordan,,,,,,,,0,33,33,31,32,32,31,31,28,30,28,2
Jerome W Mondesire,,,,,,,,,0,32,31,31,32,31,31,28,30,27,2
Joseph C Meade,,,,,,,,,,0,31,30,31,31,31,27,29,27,2
Heather Steinmiller,,,,,,,,,,,0,31,32,30,31,29,29,27,2
Raye E Johnson,,,,,,,,,,,,0,32,31,30,27,29,28,2
William S Leopold,,,,,,,,,,,,,0,30,31,28,30,27,2
