col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,President Of The United States - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,All
,Barack Obama,Catherine G Scott,Kelly Lynn Devine,D Gregory Holt,Vince Gillen,Patrick J Eiding,Caren Gansman Moskowitz,Leslie S Richards,Olivia E Brady,Louis J Farinella,All
Barack Obama,"1,064",32,31,24,20,20,19,19,19,18,All
Catherine G Scott,,0,29,24,19,20,21,20,19,18,All
Kelly Lynn Devine,,,0,25,19,21,20,20,19,18,All
D Gregory Holt,,,,0,19,19,18,19,18,18,All
Vince Gillen,,,,,0,19,18,18,17,17,All
Patrick J Eiding,,,,,,0,19,18,18,18,All
Caren Gansman Moskowitz,,,,,,,0,19,19,18,All
Leslie S Richards,,,,,,,,0,19,18,All
Olivia E Brady,,,,,,,,,0,19,All
Louis J Farinella,,,,,,,,,,0,All
Total,"1,102",34,32,25,23,22,21,20,20,19,All
,President Of The United States - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,1
,Barack Obama,Caren Gansman Moskowitz,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Louis J Farinella,Olivia E Brady,Patrick J Eiding,Vince Gillen,1
Barack Obama,37,0,0,0,0,0,0,0,0,0,1
Caren Gansman Moskowitz,,0,0,0,0,0,0,0,0,0,1
Catherine G Scott,,,0,0,0,0,0,0,0,0,1
D Gregory Holt,,,,0,0,0,0,0,0,0,1
Kelly Lynn Devine,,,,,0,0,0,0,0,0,1
Leslie S Richards,,,,,,0,0,0,0,0,1
Louis J Farinella,,,,,,,0,0,0,0,1
Olivia E Brady,,,,,,,,0,0,0,1
Patrick J Eiding,,,,,,,,,0,0,1
Vince Gillen,,,,,,,,,,0,1
Total,37,0,0,0,0,0,0,0,0,0,1
,President Of The United States - Democrat,Delegate To The Democratic National Convention 13th District,,,,,,,,,2
,Barack Obama,Caren Gansman Moskowitz,Catherine G Scott,D Gregory Holt,Kelly Lynn Devine,Leslie S Richards,Louis J Farinella,Olivia E Brady,Patrick J Eiding,Vince Gillen,2
Barack Obama,31,0,0,0,0,0,0,0,0,0,2
Caren Gansman Moskowitz,,0,0,0,0,0,0,0,0,0,2
Catherine G Scott,,,0,0,0,0,0,0,0,0,2
D Gregory Holt,,,,0,0,0,0,0,0,0,2
Kelly Lynn Devine,,,,,0,0,0,0,0,0,2
Leslie S Richards,,,,,,0,0,0,0,0,2
Louis J Farinella,,,,,,,0,0,0,0,2
Olivia E Brady,,,,,,,,0,0,0,2
Patrick J Eiding,,,,,,,,,0,0,2
Vince Gillen,,,,,,,,,,0,2
Total,31,0,0,0,0,0,0,0,0,0,2
