col_1,col_2,col_3,col_4,col_5,col_6,division
,United States Senator - Republican,,,,,All
,Steven D Welch,Tom Smith,David Alan Christian,Sam Rohrer,Marc A Scaringi,All
Steven D Welch,25,0,0,0,0,All
Tom Smith,,20,0,0,0,All
David Alan Christian,,,15,0,0,All
Sam Rohrer,,,,9,0,All
Marc A Scaringi,,,,,7,All
Total,25,20,15,9,7,All
,United States Senator - Republican,,,,,1
,Marc A Scaringi,Steven D Welch,David Alan Christian,Sam Rohrer,Tom Smith,1
Marc A Scaringi,2,0,0,0,0,1
Steven D Welch,,2,0,0,0,1
David Alan Christian,,,1,0,0,1
Sam Rohrer,,,,1,0,1
Tom Smith,,,,,1,1
Total,2,2,1,1,1,1
,United States Senator - Republican,,,,,2
,Steven D Welch,Tom Smith,David Alan Christian,Marc A Scaringi,Sam Rohrer,2
Steven D Welch,1,0,0,0,0,2
Tom Smith,,1,0,0,0,2
David Alan Christian,,,0,0,0,2
Marc A Scaringi,,,,0,0,2
Sam Rohrer,,,,,0,2
Total,1,1,0,0,0,2
,United States Senator - Republican,,,,,7
,David Alan Christian,Marc A Scaringi,Sam Rohrer,Steven D Welch,Tom Smith,7
David Alan Christian,1,0,0,0,0,7
Marc A Scaringi,,0,0,0,0,7
Sam Rohrer,,,0,0,0,7
Steven D Welch,,,,0,0,7
Tom Smith,,,,,0,7
Total,1,0,0,0,0,7
,United States Senator - Republican,,,,,8
,David Alan Christian,Tom Smith,Sam Rohrer,Marc A Scaringi,Steven D Welch,8
David Alan Christian,2,0,0,0,0,8
Tom Smith,,2,0,0,0,8
Sam Rohrer,,,1,0,0,8
Marc A Scaringi,,,,0,0,8
Steven D Welch,,,,,0,8
Total,2,2,1,0,0,8
,United States Senator - Republican,,,,,9
,David Alan Christian,Marc A Scaringi,Sam Rohrer,Steven D Welch,Tom Smith,9
David Alan Christian,1,0,0,0,0,9
Marc A Scaringi,,0,0,0,0,9
Sam Rohrer,,,0,0,0,9
Steven D Welch,,,,0,0,9
Tom Smith,,,,,0,9
Total,1,0,0,0,0,9
,United States Senator - Republican,,,,,11
,Sam Rohrer,Tom Smith,David Alan Christian,Marc A Scaringi,Steven D Welch,11
Sam Rohrer,1,0,0,0,0,11
Tom Smith,,1,0,0,0,11
David Alan Christian,,,0,0,0,11
Marc A Scaringi,,,,0,0,11
Steven D Welch,,,,,0,11
Total,1,1,0,0,0,11
,United States Senator - Republican,,,,,13
,Marc A Scaringi,David Alan Christian,Sam Rohrer,Tom Smith,Steven D Welch,13
Marc A Scaringi,2,0,0,0,0,13
David Alan Christian,,1,0,0,0,13
Sam Rohrer,,,1,0,0,13
Tom Smith,,,,1,0,13
Steven D Welch,,,,,0,13
Total,2,1,1,1,0,13
,United States Senator - Republican,,,,,14
,Steven D Welch,David Alan Christian,Marc A Scaringi,Sam Rohrer,Tom Smith,14
Steven D Welch,1,0,0,0,0,14
David Alan Christian,,0,0,0,0,14
Marc A Scaringi,,,0,0,0,14
Sam Rohrer,,,,0,0,14
Tom Smith,,,,,0,14
Total,1,0,0,0,0,14
,United States Senator - Republican,,,,,16
,Steven D Welch,David Alan Christian,Tom Smith,Marc A Scaringi,Sam Rohrer,16
Steven D Welch,7,0,0,0,0,16
David Alan Christian,,4,0,0,0,16
Tom Smith,,,1,0,0,16
Marc A Scaringi,,,,0,0,16
Sam Rohrer,,,,,0,16
Total,7,4,1,0,0,16
,United States Senator - Republican,,,,,17
,Steven D Welch,Tom Smith,Marc A Scaringi,Sam Rohrer,David Alan Christian,17
Steven D Welch,5,0,0,0,0,17
Tom Smith,,2,0,0,0,17
Marc A Scaringi,,,1,0,0,17
Sam Rohrer,,,,1,0,17
David Alan Christian,,,,,0,17
Total,5,2,1,1,0,17
,United States Senator - Republican,,,,,18
,Steven D Welch,Tom Smith,Sam Rohrer,Marc A Scaringi,David Alan Christian,18
Steven D Welch,3,0,0,0,0,18
Tom Smith,,3,0,0,0,18
Sam Rohrer,,,2,0,0,18
Marc A Scaringi,,,,1,0,18
David Alan Christian,,,,,0,18
Total,3,3,2,1,0,18
,United States Senator - Republican,,,,,19
,Tom Smith,David Alan Christian,Steven D Welch,Marc A Scaringi,Sam Rohrer,19
Tom Smith,7,0,0,0,0,19
David Alan Christian,,3,0,0,0,19
Steven D Welch,,,3,0,0,19
Marc A Scaringi,,,,0,0,19
Sam Rohrer,,,,,0,19
Total,7,3,3,0,0,19
,United States Senator - Republican,,,,,23
,Steven D Welch,David Alan Christian,Sam Rohrer,Marc A Scaringi,Tom Smith,23
Steven D Welch,3,0,0,0,0,23
David Alan Christian,,2,0,0,0,23
Sam Rohrer,,,2,0,0,23
Marc A Scaringi,,,,1,0,23
Tom Smith,,,,,1,23
Total,3,2,2,1,1,23
