col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Mayor - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,1
,Jim Kenney,Anthony Hardy Williams,Nelson Diaz,Lynne M Abraham,T Milton Street Sr,Doug Oliver,Allan Domb,Sherrie Cohen,Derek S Green,Isaiah Thomas,William K Greenlee,Frank Rizzo,W Wilson Goode Jr,Thomas Wyatt,Blondell Reynolds Brown,Ed Neilson,Jenne Ayers,Carla M Cain,Paul Steinke,Helen Gym,Wilson Alexander,Marnie Aument Loughrey,1
Jim Kenney,8,0,0,0,0,0,20,17,16,11,9,11,8,10,8,8,8,7,5,4,2,1,1
Anthony Hardy Williams,,3,0,0,0,0,4,5,4,4,2,0,3,1,2,3,2,1,2,1,3,0,1
Nelson Diaz,,,6,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1
Lynne M Abraham,,,,3,0,0,4,5,3,2,3,2,1,0,0,0,1,2,0,1,0,1,1
T Milton Street Sr,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Doug Oliver,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Allan Domb,,,,,,,0,14,13,8,10,7,3,8,1,5,8,6,5,3,1,1,1
Sherrie Cohen,,,,,,,,0,9,10,11,12,7,3,5,6,7,6,5,3,2,1,1
Derek S Green,,,,,,,,,0,9,9,6,7,5,3,5,4,3,3,2,2,1,1
Isaiah Thomas,,,,,,,,,,0,6,4,8,2,6,4,4,2,5,1,0,1,1
William K Greenlee,,,,,,,,,,,0,5,0,2,5,4,2,1,4,3,0,1,1
Frank Rizzo,,,,,,,,,,,,0,4,0,3,2,2,2,0,1,1,0,1
W Wilson Goode Jr,,,,,,,,,,,,,0,1,4,1,1,1,2,1,2,0,1
Thomas Wyatt,,,,,,,,,,,,,,0,0,2,4,6,1,0,1,0,1
Blondell Reynolds Brown,,,,,,,,,,,,,,,0,2,2,1,2,2,0,1,1
Ed Neilson,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1
Jenne Ayers,,,,,,,,,,,,,,,,,0,5,1,2,1,0,1
Carla M Cain,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Paul Steinke,,,,,,,,,,,,,,,,,,,0,1,0,0,1
Helen Gym,,,,,,,,,,,,,,,,,,,,0,0,1,1
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,0,0,1
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,1
Total,48,15,9,8,1,0,29,29,25,19,16,15,13,12,11,11,11,10,8,6,6,2,1
,Mayor - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Jim Kenney,Anthony Hardy Williams,Nelson Diaz,Lynne M Abraham,Doug Oliver,T Milton Street Sr,Derek S Green,Allan Domb,Sherrie Cohen,William K Greenlee,Blondell Reynolds Brown,Ed Neilson,Isaiah Thomas,Wilson Alexander,Helen Gym,W Wilson Goode Jr,Jenne Ayers,Carla M Cain,Thomas Wyatt,Frank Rizzo,Paul Steinke,Marnie Aument Loughrey,2
Jim Kenney,10,0,0,0,0,0,24,24,16,15,8,13,11,7,7,7,6,5,5,5,2,1,2
Anthony Hardy Williams,,6,0,0,0,0,8,4,6,3,7,2,4,5,2,3,4,1,3,0,2,0,2
Nelson Diaz,,,10,0,0,0,3,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,2
Lynne M Abraham,,,,2,0,0,6,5,4,2,4,2,2,3,4,5,1,3,0,2,1,1,2
Doug Oliver,,,,,2,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,2
T Milton Street Sr,,,,,,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2
Derek S Green,,,,,,,0,20,15,14,9,10,7,13,7,6,9,3,6,0,2,1,2
Allan Domb,,,,,,,,0,18,15,6,7,2,5,5,5,6,8,6,4,1,2,2
Sherrie Cohen,,,,,,,,,0,12,3,9,4,2,3,3,4,4,1,3,1,0,2
William K Greenlee,,,,,,,,,,0,9,10,5,0,3,5,1,2,1,2,0,2,2
Blondell Reynolds Brown,,,,,,,,,,,0,6,8,2,7,10,1,3,1,1,1,1,2
Ed Neilson,,,,,,,,,,,,0,7,1,2,4,0,1,0,0,1,0,2
Isaiah Thomas,,,,,,,,,,,,,0,1,7,5,0,1,1,0,2,0,2
Wilson Alexander,,,,,,,,,,,,,,0,2,2,7,2,3,0,0,0,2
Helen Gym,,,,,,,,,,,,,,,0,6,1,3,3,1,3,0,2
W Wilson Goode Jr,,,,,,,,,,,,,,,,0,0,2,1,2,1,0,2
Jenne Ayers,,,,,,,,,,,,,,,,,0,2,4,1,1,0,2
Carla M Cain,,,,,,,,,,,,,,,,,,0,2,3,0,1,2
Thomas Wyatt,,,,,,,,,,,,,,,,,,,0,1,3,0,2
Frank Rizzo,,,,,,,,,,,,,,,,,,,,0,0,1,2
Paul Steinke,,,,,,,,,,,,,,,,,,,,,0,0,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,2
Total,56,26,15,13,5,1,45,35,29,22,21,18,18,18,15,15,12,10,9,7,5,2,2
,Mayor - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,3
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Nelson Diaz,Doug Oliver,T Milton Street Sr,Derek S Green,Allan Domb,Sherrie Cohen,Isaiah Thomas,William K Greenlee,Wilson Alexander,Blondell Reynolds Brown,Ed Neilson,Jenne Ayers,Helen Gym,Thomas Wyatt,W Wilson Goode Jr,Frank Rizzo,Paul Steinke,Carla M Cain,Marnie Aument Loughrey,3
Jim Kenney,6,0,0,0,0,0,16,16,17,15,11,6,9,11,4,9,5,10,4,2,2,1,3
Anthony Hardy Williams,,0,0,0,0,0,14,4,2,3,2,9,2,1,6,0,3,0,2,1,0,1,3
Lynne M Abraham,,,4,0,0,0,5,4,5,2,6,0,3,2,2,0,1,1,1,3,0,0,3
Nelson Diaz,,,,5,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3
Doug Oliver,,,,,1,0,2,3,2,0,0,1,2,1,3,2,3,0,0,1,1,0,3
T Milton Street Sr,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Derek S Green,,,,,,,0,10,11,11,14,7,4,8,6,3,6,4,2,3,1,1,3
Allan Domb,,,,,,,,0,11,5,8,6,9,5,4,6,5,5,2,3,2,1,3
Sherrie Cohen,,,,,,,,,0,7,9,1,4,7,3,7,7,6,5,3,2,0,3
Isaiah Thomas,,,,,,,,,,0,9,1,6,6,4,3,3,6,3,0,1,1,3
William K Greenlee,,,,,,,,,,,0,2,4,9,1,3,2,4,2,2,0,0,3
Wilson Alexander,,,,,,,,,,,,0,5,1,5,1,3,1,3,1,1,1,3
Blondell Reynolds Brown,,,,,,,,,,,,,0,2,3,3,1,6,3,0,1,1,3
Ed Neilson,,,,,,,,,,,,,,0,1,2,2,2,0,0,0,0,3
Jenne Ayers,,,,,,,,,,,,,,,0,4,4,0,0,1,1,0,3
Helen Gym,,,,,,,,,,,,,,,,0,4,2,1,3,1,1,3
Thomas Wyatt,,,,,,,,,,,,,,,,,0,4,2,2,0,1,3
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,0,2,0,0,0,3
Frank Rizzo,,,,,,,,,,,,,,,,,,,0,0,1,0,3
Paul Steinke,,,,,,,,,,,,,,,,,,,,0,1,2,3
Carla M Cain,,,,,,,,,,,,,,,,,,,,,0,0,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,0,3
Total,46,21,16,9,7,0,37,28,26,20,19,17,16,16,16,12,12,11,8,8,3,3,3
,Mayor - Democrat,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,4
,Jim Kenney,Anthony Hardy Williams,Lynne M Abraham,Doug Oliver,Nelson Diaz,T Milton Street Sr,Derek S Green,Sherrie Cohen,Allan Domb,William K Greenlee,Blondell Reynolds Brown,W Wilson Goode Jr,Isaiah Thomas,Ed Neilson,Frank Rizzo,Jenne Ayers,Helen Gym,Thomas Wyatt,Carla M Cain,Wilson Alexander,Marnie Aument Loughrey,Paul Steinke,4
Jim Kenney,14,0,0,0,0,0,20,23,20,13,14,14,14,11,11,7,10,11,5,5,3,4,4
Anthony Hardy Williams,,6,0,0,0,0,13,8,7,8,7,6,6,2,0,3,2,2,2,5,3,1,4
Lynne M Abraham,,,6,0,0,0,3,5,5,4,1,2,0,2,3,3,1,0,2,0,1,1,4
Doug Oliver,,,,0,0,0,6,1,0,1,3,2,2,0,1,1,0,1,1,1,0,0,4
Nelson Diaz,,,,,3,0,2,2,1,1,0,0,0,2,0,1,0,0,1,0,0,1,4
T Milton Street Sr,,,,,,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,4
