col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Justice Of The Supreme Court - Republican,,,,,,Mayor - Republican,1
,Anne Covey,Cheryl Allen,Mike George,Correale Stevens,Judy Olson,Rebecca Warren,Melissa Murray Bailey,1
Anne Covey,0,1,1,0,0,0,1,1
Cheryl Allen,,0,1,0,0,0,1,1
Mike George,,,0,0,0,0,1,1
Correale Stevens,,,,0,0,0,0,1
Judy Olson,,,,,0,0,0,1
Rebecca Warren,,,,,,0,0,1
Melissa Murray Bailey,,,,,,,0,1
Total,1,1,1,0,0,0,1,1
,Mayor - Republican,Justice Of The Supreme Court - Republican,,,,,,2
,Melissa Murray Bailey,Anne Covey,Cheryl Allen,Correale Stevens,Judy Olson,Rebecca Warren,Mike George,2
Melissa Murray Bailey,0,5,4,3,1,2,1,2
Anne Covey,,0,3,2,1,2,1,2
Cheryl Allen,,,0,1,1,1,0,2
Correale Stevens,,,,0,0,0,0,2
Judy Olson,,,,,1,0,0,2
Rebecca Warren,,,,,,0,1,2
Mike George,,,,,,,0,2
Total,7,5,4,3,2,2,1,2
,Mayor - Republican,Justice Of The Supreme Court - Republican,,,,,,3
,Melissa Murray Bailey,Mike George,Anne Covey,Correale Stevens,Judy Olson,Cheryl Allen,Rebecca Warren,3
Melissa Murray Bailey,0,4,3,1,1,1,1,3
Mike George,,0,2,2,2,1,1,3
Anne Covey,,,0,1,0,0,1,3
Correale Stevens,,,,1,1,0,0,3
Judy Olson,,,,,0,1,0,3
Cheryl Allen,,,,,,0,0,3
Rebecca Warren,,,,,,,0,3
Total,5,5,3,3,2,1,1,3
,Mayor - Republican,Justice Of The Supreme Court - Republican,,,,,,4
,Melissa Murray Bailey,Anne Covey,Judy Olson,Rebecca Warren,Correale Stevens,Cheryl Allen,Mike George,4
Melissa Murray Bailey,1,7,7,5,4,4,1,4
Anne Covey,,0,3,4,2,2,1,4
Judy Olson,,,0,4,3,3,2,4
Rebecca Warren,,,,0,4,1,1,4
Correale Stevens,,,,,1,0,1,4
Cheryl Allen,,,,,,0,0,4
Mike George,,,,,,,0,4
Total,13,9,8,8,7,4,3,4
,Mayor - Republican,Justice Of The Supreme Court - Republican,,,,,,5
,Melissa Murray Bailey,Anne Covey,Correale Stevens,Mike George,Judy Olson,Cheryl Allen,Rebecca Warren,5
Melissa Murray Bailey,1,4,3,2,1,0,0,5
Anne Covey,,0,2,2,1,0,0,5
Correale Stevens,,,0,1,0,0,0,5
Mike George,,,,0,1,0,0,5
Judy Olson,,,,,0,0,0,5
Cheryl Allen,,,,,,0,0,5
Rebecca Warren,,,,,,,0,5
Total,6,4,3,2,1,0,0,5
,Justice Of The Supreme Court - Republican,,,,,,Mayor - Republican,6
,Anne Covey,Correale Stevens,Cheryl Allen,Mike George,Judy Olson,Rebecca Warren,Melissa Murray Bailey,6
Anne Covey,2,2,1,2,0,0,3,6
Correale Stevens,,0,2,2,0,0,4,6
Cheryl Allen,,,0,2,0,0,3,6
Mike George,,,,0,0,0,3,6
Judy Olson,,,,,0,0,0,6
Rebecca Warren,,,,,,0,0,6
Melissa Murray Bailey,,,,,,,0,6
Total,5,4,3,3,0,0,5,6
,Mayor - Republican,Justice Of The Supreme Court - Republican,,,,,,7
,Melissa Murray Bailey,Anne Covey,Correale Stevens,Judy Olson,Mike George,Rebecca Warren,Cheryl Allen,7
Melissa Murray Bailey,0,9,5,4,4,2,1,7
Anne Covey,,0,3,2,2,2,1,7
Correale Stevens,,,0,3,3,0,1,7
Judy Olson,,,,0,4,1,0,7
Mike George,,,,,0,1,0,7
Rebecca Warren,,,,,,0,0,7
Cheryl Allen,,,,,,,0,7
Total,11,9,6,5,5,2,1,7
,Mayor - Republican,Justice Of The Supreme Court - Republican,,,,,,8
,Melissa Murray Bailey,Anne Covey,Correale Stevens,Rebecca Warren,Judy Olson,Cheryl Allen,Mike George,8
Melissa Murray Bailey,1,7,3,4,3,2,1,8
Anne Covey,,0,3,3,3,1,1,8
Correale Stevens,,,1,1,1,0,0,8
Rebecca Warren,,,,0,1,1,1,8
Judy Olson,,,,,0,1,0,8
Cheryl Allen,,,,,,0,0,8
Mike George,,,,,,,0,8
Total,9,7,4,4,3,2,1,8
,Mayor - Republican,Justice Of The Supreme Court - Republican,,,,,,9
