col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Judge Of The Municipal Court - Republican,Justice Of The Supreme Court - Republican,,,,,,1
,Christine Hope,Mike George,Anne Covey,Cheryl Allen,Correale Stevens,Judy Olson,Rebecca Warren,1
Christine Hope,1,1,0,0,0,0,0,1
Mike George,,0,0,0,0,0,0,1
Anne Covey,,,0,0,0,0,0,1
Cheryl Allen,,,,0,0,0,0,1
Correale Stevens,,,,,0,0,0,1
Judy Olson,,,,,,0,0,1
Rebecca Warren,,,,,,,0,1
Total,2,1,0,0,0,0,0,1
,Judge Of The Municipal Court - Republican,Justice Of The Supreme Court - Republican,,,,,,2
,Christine Hope,Anne Covey,Correale Stevens,Rebecca Warren,Cheryl Allen,Judy Olson,Mike George,2
Christine Hope,0,1,1,1,0,0,0,2
Anne Covey,,0,1,0,0,0,0,2
Correale Stevens,,,0,0,0,0,0,2
Rebecca Warren,,,,0,0,0,0,2
Cheryl Allen,,,,,0,0,0,2
Judy Olson,,,,,,0,0,2
Mike George,,,,,,,0,2
Total,2,1,1,1,0,0,0,2
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Municipal Court - Republican,4
,Anne Covey,Correale Stevens,Mike George,Cheryl Allen,Judy Olson,Rebecca Warren,Christine Hope,4
Anne Covey,0,1,1,0,0,0,1,4
Correale Stevens,,0,1,0,0,0,1,4
Mike George,,,0,0,0,0,1,4
Cheryl Allen,,,,0,0,0,0,4
Judy Olson,,,,,0,0,0,4
Rebecca Warren,,,,,,0,0,4
Christine Hope,,,,,,,0,4
Total,1,1,1,0,0,0,1,4
,Judge Of The Municipal Court - Republican,Justice Of The Supreme Court - Republican,,,,,,5
,Christine Hope,Anne Covey,Cheryl Allen,Correale Stevens,Judy Olson,Mike George,Rebecca Warren,5
Christine Hope,1,0,0,0,0,0,0,5
Anne Covey,,0,0,0,0,0,0,5
Cheryl Allen,,,0,0,0,0,0,5
Correale Stevens,,,,0,0,0,0,5
Judy Olson,,,,,0,0,0,5
Mike George,,,,,,0,0,5
Rebecca Warren,,,,,,,0,5
Total,1,0,0,0,0,0,0,5
,Judge Of The Municipal Court - Republican,Justice Of The Supreme Court - Republican,,,,,,6
,Christine Hope,Anne Covey,Cheryl Allen,Correale Stevens,Judy Olson,Mike George,Rebecca Warren,6
Christine Hope,1,0,0,0,0,0,0,6
Anne Covey,,0,0,0,0,0,0,6
Cheryl Allen,,,0,0,0,0,0,6
Correale Stevens,,,,0,0,0,0,6
Judy Olson,,,,,0,0,0,6
Mike George,,,,,,0,0,6
Rebecca Warren,,,,,,,0,6
Total,1,0,0,0,0,0,0,6
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Municipal Court - Republican,7
,Cheryl Allen,Correale Stevens,Judy Olson,Anne Covey,Mike George,Rebecca Warren,Christine Hope,7
Cheryl Allen,0,1,1,0,0,0,1,7
Correale Stevens,,0,1,0,0,0,1,7
Judy Olson,,,0,0,0,0,1,7
Anne Covey,,,,0,0,0,0,7
Mike George,,,,,0,0,0,7
Rebecca Warren,,,,,,0,0,7
Christine Hope,,,,,,,0,7
Total,1,1,1,0,0,0,1,7
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Municipal Court - Republican,8
,Anne Covey,Correale Stevens,Judy Olson,Cheryl Allen,Mike George,Rebecca Warren,Christine Hope,8
Anne Covey,0,1,2,0,1,0,1,8
Correale Stevens,,1,0,1,0,0,1,8
Judy Olson,,,0,0,1,0,0,8
Cheryl Allen,,,,0,0,0,0,8
Mike George,,,,,0,0,0,8
Rebecca Warren,,,,,,0,0,8
Christine Hope,,,,,,,0,8
Total,3,3,2,1,1,0,1,8
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Municipal Court - Republican,9
,Anne Covey,Correale Stevens,Cheryl Allen,Judy Olson,Mike George,Rebecca Warren,Christine Hope,9
Anne Covey,0,1,0,0,0,0,1,9
Correale Stevens,,0,0,0,0,0,1,9
Cheryl Allen,,,0,0,0,0,0,9
Judy Olson,,,,0,0,0,0,9
Mike George,,,,,0,0,0,9
Rebecca Warren,,,,,,0,0,9
Christine Hope,,,,,,,0,9
Total,1,1,0,0,0,0,1,9
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Municipal Court - Republican,10
,Correale Stevens,Anne Covey,Cheryl Allen,Judy Olson,Mike George,Rebecca Warren,Christine Hope,10
