col_1,col_2,division
,Register Of Wills - Republican,1
,Ross Feinberg,1
Ross Feinberg,3,1
Total,3,1
,Register Of Wills - Republican,2
,Ross Feinberg,2
Ross Feinberg,2,2
Total,2,2
,Register Of Wills - Republican,3
,Ross Feinberg,3
Ross Feinberg,5,3
Total,5,3
,Register Of Wills - Republican,4
,Ross Feinberg,4
Ross Feinberg,7,4
Total,7,4
,Register Of Wills - Republican,5
,Ross Feinberg,5
Ross Feinberg,4,5
Total,4,5
,Register Of Wills - Republican,6
,Ross Feinberg,6
Ross Feinberg,5,6
Total,5,6
,Register Of Wills - Republican,7
,Ross Feinberg,7
Ross Feinberg,6,7
Total,6,7
,Register Of Wills - Republican,8
,Ross Feinberg,8
Ross Feinberg,8,8
Total,8,8
,Register Of Wills - Republican,9
,Ross Feinberg,9
Ross Feinberg,3,9
Total,3,9
,Register Of Wills - Republican,10
,Ross Feinberg,10
Ross Feinberg,6,10
Total,6,10
,Register Of Wills - Republican,11
,Ross Feinberg,11
Ross Feinberg,9,11
Total,9,11
,Register Of Wills - Republican,12
,Ross Feinberg,12
Ross Feinberg,11,12
Total,11,12
,Register Of Wills - Republican,13
,Ross Feinberg,13
Ross Feinberg,8,13
Total,8,13
,Register Of Wills - Republican,14
,Ross Feinberg,14
Ross Feinberg,13,14
Total,13,14
,Register Of Wills - Republican,15
,Ross Feinberg,15
Ross Feinberg,20,15
Total,20,15
,Register Of Wills - Republican,16
,Ross Feinberg,16
Ross Feinberg,16,16
Total,16,16
,Register Of Wills - Republican,17
,Ross Feinberg,17
Ross Feinberg,13,17
Total,13,17
,Register Of Wills - Republican,18
,Ross Feinberg,18
Ross Feinberg,12,18
Total,12,18
,Register Of Wills - Republican,19
,Ross Feinberg,19
Ross Feinberg,10,19
Total,10,19
,Register Of Wills - Republican,20
,Ross Feinberg,20
Ross Feinberg,19,20
Total,19,20
,Register Of Wills - Republican,21
,Ross Feinberg,21
Ross Feinberg,37,21
Total,37,21
,Register Of Wills - Republican,22
,Ross Feinberg,22
Ross Feinberg,6,22
Total,6,22
,Register Of Wills - Republican,23
,Ross Feinberg,23
Ross Feinberg,4,23
Total,4,23
,Register Of Wills - Republican,All
,Ross Feinberg,All
Ross Feinberg,227,All
Total,227,All
