col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Superior Court - Republican,1
,Anne Covey,Cheryl Allen,Mike George,Correale Stevens,Judy Olson,Rebecca Warren,Emil Giordano,1
Anne Covey,0,1,1,0,0,0,1,1
Cheryl Allen,,0,1,0,0,0,1,1
Mike George,,,0,0,0,0,1,1
Correale Stevens,,,,0,0,0,0,1
Judy Olson,,,,,0,0,0,1
Rebecca Warren,,,,,,0,0,1
Emil Giordano,,,,,,,0,1
Total,1,1,1,0,0,0,1,1
,Judge Of The Superior Court - Republican,Justice Of The Supreme Court - Republican,,,,,,2
,Emil Giordano,Anne Covey,Cheryl Allen,Correale Stevens,Judy Olson,Rebecca Warren,Mike George,2
Emil Giordano,0,5,4,3,2,2,1,2
Anne Covey,,0,3,2,1,2,1,2
Cheryl Allen,,,0,1,1,1,0,2
Correale Stevens,,,,0,0,0,0,2
Judy Olson,,,,,0,0,0,2
Rebecca Warren,,,,,,0,1,2
Mike George,,,,,,,0,2
Total,8,5,4,3,2,2,1,2
,Judge Of The Superior Court - Republican,Justice Of The Supreme Court - Republican,,,,,,3
,Emil Giordano,Mike George,Anne Covey,Correale Stevens,Judy Olson,Cheryl Allen,Rebecca Warren,3
Emil Giordano,0,4,3,2,2,1,1,3
Mike George,,1,2,2,2,1,1,3
Anne Covey,,,0,1,0,0,1,3
Correale Stevens,,,,1,1,0,0,3
Judy Olson,,,,,0,1,0,3
Cheryl Allen,,,,,,0,0,3
Rebecca Warren,,,,,,,0,3
Total,5,5,3,3,2,1,1,3
,Judge Of The Superior Court - Republican,Justice Of The Supreme Court - Republican,,,,,,4
,Emil Giordano,Anne Covey,Judy Olson,Rebecca Warren,Correale Stevens,Cheryl Allen,Mike George,4
Emil Giordano,0,9,7,7,6,3,2,4
Anne Covey,,0,3,4,2,2,1,4
Judy Olson,,,0,4,3,3,2,4
Rebecca Warren,,,,0,4,1,1,4
Correale Stevens,,,,,1,0,1,4
Cheryl Allen,,,,,,0,0,4
Mike George,,,,,,,0,4
Total,14,9,8,8,7,4,3,4
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Superior Court - Republican,5
,Anne Covey,Correale Stevens,Mike George,Judy Olson,Cheryl Allen,Rebecca Warren,Emil Giordano,5
Anne Covey,0,2,2,1,0,0,4,5
Correale Stevens,,1,1,0,0,0,2,5
Mike George,,,0,1,0,0,2,5
Judy Olson,,,,0,0,0,1,5
Cheryl Allen,,,,,0,0,0,5
Rebecca Warren,,,,,,0,0,5
Emil Giordano,,,,,,,0,5
Total,4,3,2,1,0,0,4,5
,Judge Of The Superior Court - Republican,Justice Of The Supreme Court - Republican,,,,,,6
,Emil Giordano,Anne Covey,Correale Stevens,Cheryl Allen,Mike George,Judy Olson,Rebecca Warren,6
Emil Giordano,0,4,4,3,3,0,0,6
Anne Covey,,1,2,1,2,0,0,6
Correale Stevens,,,0,2,2,0,0,6
Cheryl Allen,,,,0,2,0,0,6
Mike George,,,,,0,0,0,6
Judy Olson,,,,,,0,0,6
Rebecca Warren,,,,,,,0,6
Total,6,5,4,3,3,0,0,6
,Judge Of The Superior Court - Republican,Justice Of The Supreme Court - Republican,,,,,,7
,Emil Giordano,Anne Covey,Correale Stevens,Judy Olson,Mike George,Rebecca Warren,Cheryl Allen,7
Emil Giordano,0,8,6,5,5,2,1,7
Anne Covey,,1,3,2,2,2,1,7
Correale Stevens,,,0,3,3,0,1,7
Judy Olson,,,,0,4,1,0,7
Mike George,,,,,0,1,0,7
Rebecca Warren,,,,,,0,0,7
Cheryl Allen,,,,,,,0,7
Total,11,9,6,5,5,2,1,7
,Judge Of The Superior Court - Republican,Justice Of The Supreme Court - Republican,,,,,,8
,Emil Giordano,Anne Covey,Correale Stevens,Rebecca Warren,Judy Olson,Cheryl Allen,Mike George,8
Emil Giordano,1,7,3,4,3,2,1,8
Anne Covey,,0,3,3,3,1,1,8
Correale Stevens,,,1,1,1,0,0,8
Rebecca Warren,,,,0,1,1,1,8
Judy Olson,,,,,0,1,0,8
Cheryl Allen,,,,,,0,0,8
Mike George,,,,,,,0,8
Total,9,7,4,4,3,2,1,8
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Superior Court - Republican,9
,Anne Covey,Correale Stevens,Judy Olson,Mike George,Rebecca Warren,Cheryl Allen,Emil Giordano,9
Anne Covey,1,1,1,1,1,0,3,9
Correale Stevens,,0,0,0,1,0,1,9
Judy Olson,,,0,1,0,0,1,9
Mike George,,,,0,0,0,1,9
Rebecca Warren,,,,,0,0,1,9
Cheryl Allen,,,,,,0,0,9
Emil Giordano,,,,,,,0,9
Total,4,1,1,1,1,0,3,9
,Justice Of The Supreme Court - Republican,,,,,,Judge Of The Superior Court - Republican,10
,Mike George,Anne Covey,Correale Stevens,Judy Olson,Cheryl Allen,Rebecca Warren,Emil Giordano,10
Mike George,0,2,2,1,1,1,4,10
Anne Covey,,0,0,1,1,0,2,10
Correale Stevens,,,0,0,0,1,1,10
Judy Olson,,,,1,0,0,1,10
Cheryl Allen,,,,,0,0,1,10
Rebecca Warren,,,,,,0,0,10
Emil Giordano,,,,,,,0,10
Total,5,2,2,2,1,1,4,10
,Judge Of The Superior Court - Republican,Justice Of The Supreme Court - Republican,,,,,,11
