col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,City Commissioners - Republican,Justice Of The Supreme Court - Republican,,,,,,1
,Al Schmidt,Correale Stevens,Anne Covey,Mike George,Cheryl Allen,Judy Olson,Rebecca Warren,1
Al Schmidt,2,8,6,3,4,3,2,1
Correale Stevens,,1,2,1,2,1,2,1
Anne Covey,,,1,2,2,2,1,1
Mike George,,,,1,0,2,0,1
Cheryl Allen,,,,,0,2,1,1
Judy Olson,,,,,,0,0,1
Rebecca Warren,,,,,,,0,1
Total,15,9,7,5,4,4,2,1
,City Commissioners - Republican,Justice Of The Supreme Court - Republican,,,,,,2
,Al Schmidt,Judy Olson,Anne Covey,Correale Stevens,Rebecca Warren,Cheryl Allen,Mike George,2
Al Schmidt,0,3,1,0,1,0,0,2
Judy Olson,,0,1,0,1,0,0,2
Anne Covey,,,0,0,1,0,0,2
Correale Stevens,,,,1,0,0,0,2
Rebecca Warren,,,,,0,0,0,2
Cheryl Allen,,,,,,0,0,2
Mike George,,,,,,,0,2
Total,3,3,1,1,1,0,0,2
,City Commissioners - Republican,Justice Of The Supreme Court - Republican,,,,,,3
,Al Schmidt,Anne Covey,Judy Olson,Correale Stevens,Mike George,Rebecca Warren,Cheryl Allen,3
Al Schmidt,1,4,4,2,2,1,1,3
Anne Covey,,1,3,1,2,1,1,3
Judy Olson,,,0,2,1,1,0,3
Correale Stevens,,,,1,0,0,0,3
Mike George,,,,,0,1,1,3
Rebecca Warren,,,,,,0,0,3
Cheryl Allen,,,,,,,0,3
Total,6,5,4,3,3,2,1,3
,City Commissioners - Republican,Justice Of The Supreme Court - Republican,,,,,,4
,Al Schmidt,Anne Covey,Correale Stevens,Cheryl Allen,Rebecca Warren,Judy Olson,Mike George,4
Al Schmidt,2,6,5,3,3,1,1,4
Anne Covey,,0,4,2,2,0,0,4
Correale Stevens,,,0,2,3,1,1,4
Cheryl Allen,,,,0,0,1,0,4
Rebecca Warren,,,,,0,0,1,4
Judy Olson,,,,,,0,0,4
Mike George,,,,,,,0,4
Total,11,7,6,4,3,1,1,4
,City Commissioners - Republican,Justice Of The Supreme Court - Republican,,,,,,5
,Al Schmidt,Mike George,Anne Covey,Rebecca Warren,Cheryl Allen,Correale Stevens,Judy Olson,5
Al Schmidt,0,4,3,2,1,1,0,5
Mike George,,0,2,2,1,0,0,5
Anne Covey,,,0,1,1,0,0,5
Rebecca Warren,,,,0,0,0,0,5
Cheryl Allen,,,,,0,0,0,5
Correale Stevens,,,,,,0,0,5
Judy Olson,,,,,,,0,5
Total,6,4,3,2,1,1,0,5
,City Commissioners - Republican,Justice Of The Supreme Court - Republican,,,,,,6
