col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
,Tracy B Roman,Scott Diclaudio,Jennifer Schultz,Stephanie M Sawyer,Ken Powell,Abbe Fletman,Kai Scott,Michael Fanning,Lyris Younge,Daine Grey Jr,Leon Goodman,Stella Tsai,Betsy Wahl,Chris Mallios,James F Berardinelli,Jon Marshall,Lynne M Summers,Thomas Martin,Chris Mccabe,Deborah Watson Stokes,Frances Fattah,Marissa Brumbach,Rania Major,Starr Marshall Cash,Vincent N Melchiorre,William J Ciancaglini,Edward William Louden Jr,Rainy Papademetriou,Anthony Kyriakakis,Mia Roberts Perez,Tangie M Boston,Vince Giusini,Vincent Furlong,Brian T Ortelere,Lucretia Clemons,Sandjai Weaver,Wayne M D Bennett,Franklin A Bennett Iii,Jodi Lobel,Shanese Johnson,Joshua Hill,Sherman Toppin,Leon A King Ii,Allan Domb,Derek S Green,Sherrie Cohen,William K Greenlee,Helen Gym,Jenne Ayers,Carla M Cain,Paul Steinke,Thomas Wyatt,Blondell Reynolds Brown,Ed Neilson,Frank Rizzo,Marnie Aument Loughrey,Isaiah Thomas,W Wilson Goode Jr,Wilson Alexander,2
Tracy B Roman,0,11,9,7,8,5,5,5,9,8,4,3,3,4,5,5,6,4,3,3,4,4,4,4,3,2,4,6,2,4,2,3,4,4,2,1,1,1,1,2,2,0,0,6,10,7,4,5,7,4,3,3,4,4,2,5,4,6,3,2
Scott Diclaudio,,0,7,5,7,5,4,4,9,6,6,4,2,4,5,7,2,3,3,0,4,4,4,1,6,3,4,3,3,4,3,3,4,4,1,2,2,2,1,0,0,1,0,5,9,4,4,3,7,1,2,3,5,4,1,3,4,4,4,2
Jennifer Schultz,,,0,6,4,5,1,1,4,5,5,4,5,2,6,3,7,3,4,2,4,4,5,3,2,5,4,5,2,1,2,4,2,3,1,1,2,2,2,3,3,0,0,7,6,5,3,6,7,5,2,4,3,4,2,5,1,3,3,2
Stephanie M Sawyer,,,,0,6,8,7,8,4,5,2,5,5,9,4,0,4,3,5,3,2,3,4,2,6,3,1,1,3,5,1,3,1,1,1,1,2,1,1,4,0,0,0,8,0,10,6,5,3,6,3,2,4,6,3,3,2,3,0,2
Ken Powell,,,,,0,6,6,5,7,5,7,3,3,5,2,4,2,2,2,1,2,1,2,2,3,2,4,4,2,3,2,1,0,2,1,1,2,1,0,1,0,0,0,5,7,6,3,2,4,1,2,2,4,3,1,0,3,4,4,2
Abbe Fletman,,,,,,0,6,7,3,4,5,5,5,8,3,1,1,3,4,2,1,3,0,3,6,3,2,1,3,4,2,2,0,0,1,1,1,1,2,1,2,0,0,4,2,7,4,5,3,1,4,2,2,4,1,2,1,2,1,2
Kai Scott,,,,,,,0,8,4,5,3,2,3,6,3,1,1,4,3,5,3,0,2,3,5,1,2,1,4,5,1,0,1,0,2,3,2,0,2,1,1,0,0,2,2,7,5,5,2,3,4,2,4,4,0,2,3,3,1,2
Michael Fanning,,,,,,,,0,4,5,2,3,3,7,3,1,1,6,4,3,2,2,1,5,5,2,2,2,2,4,1,1,2,2,1,1,2,2,0,1,1,0,0,5,3,8,6,4,1,2,6,2,4,5,1,3,2,2,0,2
Lyris Younge,,,,,,,,,0,5,4,1,0,3,3,4,2,2,0,1,1,2,1,1,3,2,3,3,2,3,0,0,3,3,0,0,1,1,1,0,0,0,0,4,5,4,3,3,3,2,1,1,4,3,0,1,2,5,4,2
Daine Grey Jr,,,,,,,,,,0,2,2,3,3,4,3,2,4,1,2,2,2,3,3,3,0,3,3,0,4,1,0,0,2,1,1,0,2,1,2,2,1,0,3,5,4,4,5,2,2,1,3,2,1,0,4,3,3,3,2
Leon Goodman,,,,,,,,,,,0,3,3,2,3,5,1,2,2,0,1,1,0,1,1,1,4,2,3,1,1,0,0,2,0,1,0,0,2,0,1,0,0,4,6,3,2,1,4,0,2,1,0,2,0,0,1,1,4,2
Stella Tsai,,,,,,,,,,,,0,6,4,1,1,3,4,3,2,3,6,2,2,1,2,0,0,2,1,3,3,2,1,3,1,2,2,1,2,0,1,0,5,4,6,5,4,4,3,3,1,1,3,1,4,1,1,3,2
Betsy Wahl,,,,,,,,,,,,,0,4,0,2,3,4,5,3,3,5,3,3,2,3,0,0,2,1,4,2,0,0,2,1,0,1,1,2,1,1,0,4,3,6,6,4,4,2,4,1,1,3,1,4,0,0,2,2
Chris Mallios,,,,,,,,,,,,,,0,1,0,0,2,4,2,0,2,0,1,6,2,0,0,2,4,1,2,0,0,1,0,1,0,0,1,0,0,0,4,0,7,5,3,2,1,3,1,3,5,1,1,1,2,0,2
James F Berardinelli,,,,,,,,,,,,,,,0,3,2,2,2,2,2,0,2,2,2,1,5,3,2,1,0,1,1,3,1,2,2,1,1,1,1,0,0,5,3,1,0,5,4,4,2,4,0,2,1,3,2,2,2,2
Jon Marshall,,,,,,,,,,,,,,,,0,1,2,2,0,1,1,2,1,2,2,4,3,1,1,2,2,1,3,1,2,0,1,1,0,0,1,0,3,6,1,2,1,4,0,2,2,1,2,1,1,1,1,4,2
Lynne M Summers,,,,,,,,,,,,,,,,,0,3,3,2,3,3,4,3,0,4,1,3,2,1,1,2,3,2,1,1,1,1,1,2,1,0,0,5,3,5,3,3,3,5,1,0,2,3,3,3,0,3,2,2
Thomas Martin,,,,,,,,,,,,,,,,,,0,4,2,3,3,3,5,0,2,1,3,3,0,1,1,3,2,1,1,1,3,0,1,2,1,0,4,5,5,6,4,1,1,4,2,2,4,0,4,1,1,1,2
Chris Mccabe,,,,,,,,,,,,,,,,,,,0,2,3,1,2,3,3,4,0,1,3,0,2,3,2,2,0,1,1,0,0,0,1,0,0,6,2,4,4,2,4,1,5,2,1,5,2,2,0,0,0,2
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,0,3,2,2,4,1,2,1,1,1,0,2,1,1,0,4,3,2,0,1,2,1,0,0,1,2,4,2,5,3,5,3,2,1,0,2,3,2,2,2,2
Frances Fattah,,,,,,,,,,,,,,,,,,,,,0,3,4,5,1,2,0,1,1,0,4,2,3,2,1,3,2,1,0,1,1,0,0,2,5,3,2,3,5,2,2,3,3,1,1,3,3,1,1,2
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,3,0,1,1,1,4,2,3,1,2,0,1,2,1,2,0,1,0,3,4,6,5,3,3,2,2,0,2,1,1,4,1,1,2,2
Rania Major,,,,,,,,,,,,,,,,,,,,,,,0,2,1,3,1,3,2,1,3,2,2,1,2,3,2,2,1,3,0,1,0,3,2,4,3,2,2,4,1,3,4,2,2,3,2,2,1,2
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,1,3,0,0,3,1,2,2,1,2,2,2,0,1,2,0,0,3,6,4,3,4,2,1,3,3,2,1,1,3,2,1,1,2
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,1,5,2,2,0,0,0,2,1,0,1,0,0,0,0,2,0,4,3,2,2,0,2,2,4,4,1,0,1,2,0,2
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,2,0,3,4,3,1,0,1,2,1,1,1,0,0,0,4,2,6,2,3,3,2,4,2,3,4,2,0,0,1,2,2
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,1,0,1,0,2,1,1,2,2,1,1,1,0,0,3,4,1,0,2,3,2,2,2,1,0,1,2,1,1,3,2
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,2,3,1,1,2,2,0,1,1,0,0,4,5,3,1,1,1,1,2,3,3,2,1,1,2,3,2,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,3,0,4,3,1,1,2,3,0,1,3,1,1,0,1,1,2
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,4,3,1,0,1,0,0,3,2,0,1,1,2,0,2
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,2,1,1,0,0,0,1,0,1,4,3,2,2,3,0,3,2,2,1,1,1,2,1,2,2
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,1,2,1,0,2,0,0,0,3,2,4,0,2,4,2,3,2,2,3,1,1,1,0,0,2
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,1,1,1,0,0,0,0,3,3,4,2,1,2,2,3,0,2,2,1,2,1,1,1,2
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,0,5,4,1,1,0,2,1,1,1,1,1,1,2,1,1,2,2
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,0,1,0,1,0,0,2,1,1,3,2,3,1,1,1,0,1,3,1,2,2,2
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,1,1,0,1,1,2,1,3,2,1,1,0,2,2,1,2
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,0,3,2,1,1,2,2,2,1,2,3,1,1,2,1,1,0,2
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,2,3,1,2,2,0,1,1,1,2,0,1,3,0,0,1,2
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,2,1,1,0,2,1,0,0,0,0,1,0,0,1,2
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,4,1,2,1,4,0,1,1,0,1,2,1,0,0,2
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,1,2,1,0,1,1,0,0,0,2,0,0,0,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Allan Domb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,7,2,3,5,5,4,3,5,5,3,1,2,2,2
Derek S Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,4,6,0,3,4,2,1,0,4,4,2,5,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,5,3,5,6,1,5,6,2,2,3,3,2,2
William K Greenlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,3,1,5,5,4,4,0,2,1,2
Helen Gym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5,3,3,1,2,0,5,2,2,3,2
Jenne Ayers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3,3,1,2,1,4,1,0,3,2
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,1,3,4,1,2,2,2
Paul Steinke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,4,1,2,1,0,1,2
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,1,3,1,1,2
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,1,2,4,0,2
Ed Neilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,2
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,2
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,20,19,15,14,13,12,12,12,11,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,6,6,6,6,6,5,5,5,5,4,4,4,3,1,0,17,17,15,13,12,12,10,10,10,9,9,8,8,7,7,7,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Allan Domb,Derek S Green,Thomas Wyatt,Frank Rizzo,Blondell Reynolds Brown,Sherrie Cohen,Paul Steinke,W Wilson Goode Jr,William K Greenlee,Ed Neilson,Helen Gym,Jenne Ayers,Wilson Alexander,Carla M Cain,Isaiah Thomas,Marnie Aument Loughrey,Ken Powell,Daine Grey Jr,Scott Diclaudio,Tracy B Roman,Abbe Fletman,Edward William Louden Jr,Jennifer Schultz,Lyris Younge,Vincent Furlong,Leon Goodman,James F Berardinelli,Mia Roberts Perez,Kai Scott,Lynne M Summers,Wayne M D Bennett,Michael Fanning,Rania Major,Thomas Martin,Frances Fattah,Jon Marshall,Shanese Johnson,Stella Tsai,Brian T Ortelere,Stephanie M Sawyer,Anthony Kyriakakis,Leon A King Ii,Marissa Brumbach,Rainy Papademetriou,Sherman Toppin,Vincent N Melchiorre,Chris Mallios,Deborah Watson Stokes,Franklin A Bennett Iii,Vince Giusini,Lucretia Clemons,Tangie M Boston,Chris Mccabe,Jodi Lobel,Joshua Hill,Sandjai Weaver,William J Ciancaglini,Betsy Wahl,Starr Marshall Cash,3
Allan Domb,1,9,8,8,4,3,6,3,5,4,5,4,2,3,3,3,11,9,11,9,6,8,7,7,10,7,8,4,2,6,4,5,6,6,5,3,2,3,5,1,3,2,2,4,4,2,1,2,3,2,1,2,4,1,2,1,0,2,1,3
Derek S Green,,0,8,8,4,5,2,3,6,3,3,4,4,3,3,2,10,7,11,11,7,9,6,5,9,9,9,3,4,6,4,3,5,4,6,3,2,3,3,1,3,2,3,3,3,1,2,4,2,2,2,3,2,1,1,1,0,2,0,3
Thomas Wyatt,,,0,7,3,6,7,3,5,1,4,5,3,4,2,1,7,8,8,5,5,7,10,4,7,5,5,2,6,4,2,3,4,1,2,4,3,2,3,1,5,6,3,7,3,3,3,2,4,2,2,2,1,3,2,1,1,0,2,3
Frank Rizzo,,,,0,3,3,4,3,5,2,3,3,1,2,1,0,5,5,5,8,2,5,3,3,5,7,3,3,0,3,3,3,2,3,1,3,1,2,2,1,3,2,2,2,1,0,0,2,1,3,2,2,2,0,0,1,1,1,1,3
Blondell Reynolds Brown,,,,,0,5,2,8,4,6,3,1,1,0,4,1,7,9,5,8,6,4,3,5,2,3,2,7,5,3,4,4,3,4,5,2,4,3,1,6,2,2,4,1,2,3,3,2,2,1,4,3,1,0,0,1,1,1,2,3
Sherrie Cohen,,,,,,0,2,5,5,4,3,2,1,2,1,1,5,8,4,6,5,6,3,4,4,1,3,5,6,4,2,2,4,4,3,2,4,3,2,4,2,3,1,1,3,3,4,4,1,0,2,1,0,2,2,0,1,0,0,3
Paul Steinke,,,,,,,0,0,2,0,3,3,1,2,3,3,5,4,5,2,4,4,3,3,4,4,0,1,2,4,5,3,2,4,1,3,2,2,1,1,4,2,2,2,3,2,0,0,3,2,0,1,2,2,2,0,2,0,0,3
W Wilson Goode Jr,,,,,,,,0,5,8,1,2,1,1,3,2,6,7,5,5,7,3,2,5,2,1,1,7,5,0,4,3,2,2,2,1,4,4,2,5,1,2,2,1,2,3,4,2,1,0,2,1,1,0,0,2,1,0,1,3
William K Greenlee,,,,,,,,,0,3,2,2,1,2,1,1,6,7,6,6,6,4,3,6,6,4,3,4,4,1,1,3,3,2,0,2,4,1,2,3,2,2,0,1,2,4,4,1,1,2,0,0,0,2,1,0,0,0,0,3
Ed Neilson,,,,,,,,,,1,1,1,0,0,2,2,8,5,5,6,5,5,2,4,4,2,4,6,4,1,5,3,3,2,3,1,3,1,3,5,2,1,1,0,2,3,4,2,0,1,2,0,2,0,1,1,1,1,0,3
Helen Gym,,,,,,,,,,,1,2,1,1,3,3,5,4,4,4,3,4,4,3,4,2,1,4,4,6,3,4,5,3,3,0,4,5,0,0,1,3,3,2,1,1,0,2,1,0,1,1,1,1,2,0,0,2,1,3
Jenne Ayers,,,,,,,,,,,,0,2,5,1,3,5,4,6,6,3,6,6,5,4,5,4,3,3,2,3,3,3,3,0,5,2,3,5,1,1,4,2,4,1,2,2,1,2,0,2,2,0,1,0,1,2,0,1,3
Wilson Alexander,,,,,,,,,,,,,2,2,1,2,3,3,3,4,3,4,3,2,1,2,3,2,0,3,0,0,1,1,3,3,0,2,2,1,0,0,3,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,3
Carla M Cain,,,,,,,,,,,,,,0,1,2,3,2,3,4,4,3,4,2,5,3,4,2,3,2,2,3,3,2,0,4,2,1,3,1,0,1,0,2,0,1,2,1,2,0,1,1,0,1,0,0,1,0,0,3
Isaiah Thomas,,,,,,,,,,,,,,,0,1,4,3,4,3,5,1,4,2,2,4,1,3,4,5,5,4,1,4,4,1,2,3,0,2,1,1,2,0,3,0,0,1,3,0,1,0,1,0,1,0,1,1,1,3
Marnie Aument Loughrey,,,,,,,,,,,,,,,,0,4,3,4,3,4,4,1,3,2,1,1,2,2,3,3,2,4,2,2,1,2,5,1,1,0,1,3,1,1,2,1,1,2,0,1,1,2,1,0,1,0,0,0,3
Ken Powell,,,,,,,,,,,,,,,,,0,11,15,12,8,12,5,12,10,9,8,4,7,2,7,5,5,4,5,4,4,3,6,4,3,5,2,3,2,3,3,3,3,2,2,1,3,2,2,1,0,1,1,3
Daine Grey Jr,,,,,,,,,,,,,,,,,,0,12,11,11,8,4,11,7,3,6,6,5,5,2,5,3,6,6,4,4,5,4,6,3,3,3,5,4,5,3,2,2,3,4,3,3,1,2,2,0,0,1,3
Scott Diclaudio,,,,,,,,,,,,,,,,,,,0,10,10,8,5,11,10,8,7,3,6,4,4,6,4,5,4,6,2,4,5,2,2,4,2,5,5,4,3,1,4,2,1,2,3,1,3,2,0,1,2,3
Tracy B Roman,,,,,,,,,,,,,,,,,,,,0,10,10,8,10,6,9,7,9,6,6,4,3,4,6,5,5,4,4,5,6,3,1,4,3,2,3,3,4,0,3,4,2,1,0,0,0,1,1,0,3
Abbe Fletman,,,,,,,,,,,,,,,,,,,,,0,5,6,9,6,4,4,8,6,4,5,5,2,4,4,2,2,5,3,5,3,1,2,4,3,4,4,2,2,1,0,0,2,0,1,1,1,0,0,3
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,0,5,7,6,7,8,3,4,4,4,0,6,5,4,4,4,4,6,2,4,5,4,3,2,1,2,3,2,2,3,2,3,2,1,1,1,1,0,3
Jennifer Schultz,,,,,,,,,,,,,,,,,,,,,,,1,4,6,7,5,5,6,5,4,3,3,1,2,4,2,2,4,3,3,3,3,5,2,2,2,2,2,1,2,1,0,1,0,0,2,0,1,3
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,0,5,6,5,5,4,0,5,4,1,3,2,4,3,3,6,4,2,3,1,4,2,4,2,1,1,3,0,1,0,1,1,1,0,0,0,3
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,0,6,8,2,5,2,5,5,6,3,2,3,3,1,4,1,3,3,1,4,3,2,2,2,2,1,2,1,3,2,3,1,0,1,0,3
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,3,4,6,4,3,3,1,5,2,0,5,2,3,2,2,2,1,0,0,0,3,3,1,2,0,0,0,0,1,1,1,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,3,3,3,2,3,4,1,1,5,2,1,2,1,3,1,2,2,2,1,2,2,1,2,1,1,2,0,1,0,3
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,4,6,3,3,2,1,4,3,2,7,1,1,3,1,1,5,5,3,0,1,1,1,0,0,0,1,2,1,0,3
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,3,5,2,2,0,4,2,1,3,3,4,1,2,2,3,5,3,3,0,2,0,0,1,1,0,1,0,1,3
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,5,6,6,3,3,4,0,2,1,1,4,0,3,1,0,2,3,1,2,3,1,1,2,0,1,2,1,3
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,4,2,3,3,3,3,3,2,1,2,1,2,1,0,0,2,2,1,1,1,1,1,1,1,1,0,3
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,2,1,1,1,4,0,1,0,1,1,4,3,0,2,1,0,1,1,0,1,1,1,1,1,3
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,2,4,3,2,0,2,3,2,0,2,1,2,4,3,0,2,2,2,2,1,1,1,1,1,3
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,2,3,3,2,2,1,1,2,0,5,1,0,1,1,1,1,1,1,1,2,0,1,2,0,3
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,3,1,2,1,1,3,0,3,0,0,3,2,1,2,2,2,0,1,0,0,1,1,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,4,2,0,1,2,2,1,1,0,0,2,1,2,3,0,1,1,1,1,0,1,3
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,0,2,3,1,1,3,2,1,1,0,2,1,0,3,1,0,0,1,0,3
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,4,2,2,1,0,3,2,0,2,1,2,1,0,2,0,0,1,3
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,0,2,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,3
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,4,3,0,0,1,2,1,0,0,0,1,1,0,0,3
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,3,0,1,2,1,3,1,0,1,0,1,0,1,0,0,3
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,1,1,2,2,3,0,1,1,0,2,1,1,1,0,2,3
Marissa Brumbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,1,0,1,2,0,3,3,1,1,0,1,0,1,1,3
Rainy Papademetriou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,1,1,1,1,0,1,1,1,0,0,1,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,1,2,0,0,1,1,2,0,1,1,0,3
Vincent N Melchiorre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,1,0,0,0,2,1,1,0,0,0,3
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,0,0,1,0,0,1,0,0,3
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,0,0,1,0,0,3
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,1,1,0,1,0,0,2,3
Vince Giusini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,3
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,1,0,0,1,3
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,1,3
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,3
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,3
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,3
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,3
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,25,25,19,15,14,14,13,13,13,12,12,10,10,9,8,7,25,22,22,21,17,17,17,17,16,15,14,14,12,12,12,11,11,10,9,9,9,9,8,8,7,7,7,7,7,7,6,6,6,6,5,5,4,3,3,3,3,2,2,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
