col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Council At Large - Democrat,,,,,,,,,,,,,,,,Register Of Wills - Democrat,1
,Ed Neilson,William K Greenlee,Derek S Green,Marnie Aument Loughrey,Allan Domb,Blondell Reynolds Brown,Isaiah Thomas,Jenne Ayers,Thomas Wyatt,Frank Rizzo,Helen Gym,W Wilson Goode Jr,Paul Steinke,Sherrie Cohen,Wilson Alexander,Carla M Cain,Ronald R Donatucci,1
Ed Neilson,1,17,0,10,1,1,5,0,0,2,2,1,0,0,0,0,1,1
William K Greenlee,,0,0,10,3,2,2,1,1,4,3,1,0,2,1,0,5,1
Derek S Green,,,1,0,3,3,1,3,4,0,1,0,1,0,1,0,6,1
Marnie Aument Loughrey,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Allan Domb,,,,,1,1,1,2,3,2,2,0,1,1,1,0,4,1
Blondell Reynolds Brown,,,,,,0,3,1,2,2,0,4,0,1,0,0,2,1
Isaiah Thomas,,,,,,,0,1,0,1,0,1,1,0,0,0,1,1
Jenne Ayers,,,,,,,,1,1,0,1,0,1,1,0,0,3,1
Thomas Wyatt,,,,,,,,,1,2,1,1,1,2,2,0,4,1
Frank Rizzo,,,,,,,,,,1,1,1,0,2,1,0,4,1
Helen Gym,,,,,,,,,,,0,0,0,1,0,0,2,1
W Wilson Goode Jr,,,,,,,,,,,,0,0,1,0,0,1,1
Paul Steinke,,,,,,,,,,,,,1,0,1,0,1,1
Sherrie Cohen,,,,,,,,,,,,,,0,1,0,2,1
Wilson Alexander,,,,,,,,,,,,,,,0,0,3,1
Carla M Cain,,,,,,,,,,,,,,,,0,0,1
Ronald R Donatucci,,,,,,,,,,,,,,,,,0,1
Total,22,22,11,10,8,8,8,8,8,6,4,4,3,3,3,0,15,1
,Register Of Wills - Democrat,Council At Large - Democrat,,,,,,,,,,,,,,,,2
,Ronald R Donatucci,Ed Neilson,Blondell Reynolds Brown,Marnie Aument Loughrey,William K Greenlee,Derek S Green,Jenne Ayers,Wilson Alexander,Helen Gym,Allan Domb,Carla M Cain,W Wilson Goode Jr,Frank Rizzo,Paul Steinke,Thomas Wyatt,Isaiah Thomas,Sherrie Cohen,2
Ronald R Donatucci,3,6,7,5,7,10,8,8,5,4,5,4,4,1,4,4,1,2
Ed Neilson,,3,7,15,12,1,0,1,4,0,2,3,0,0,0,1,0,2
Blondell Reynolds Brown,,,2,8,9,2,0,1,2,2,1,0,1,3,2,4,1,2
Marnie Aument Loughrey,,,,0,12,1,0,0,3,0,2,1,0,1,1,2,0,2
William K Greenlee,,,,,0,1,1,0,2,2,0,1,2,0,2,4,0,2
Derek S Green,,,,,,2,5,6,1,2,1,1,2,1,2,1,0,2
Jenne Ayers,,,,,,,3,5,1,2,1,2,1,0,2,0,1,2
Wilson Alexander,,,,,,,,1,3,1,3,1,1,0,2,0,1,2
Helen Gym,,,,,,,,,0,0,5,3,1,0,0,0,2,2
Allan Domb,,,,,,,,,,3,0,1,1,0,2,1,0,2
Carla M Cain,,,,,,,,,,,1,3,1,0,0,0,2,2
W Wilson Goode Jr,,,,,,,,,,,,1,1,0,0,0,1,2
Frank Rizzo,,,,,,,,,,,,,2,0,0,1,0,2
Paul Steinke,,,,,,,,,,,,,,0,0,0,0,2
Thomas Wyatt,,,,,,,,,,,,,,,1,2,0,2
Isaiah Thomas,,,,,,,,,,,,,,,,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,1,2
Total,32,24,19,18,17,15,11,10,8,7,7,7,6,5,5,4,3,2
,Council At Large - Democrat,,,,,,,,,,,,,,,,Register Of Wills - Democrat,3
,Ed Neilson,Marnie Aument Loughrey,William K Greenlee,Blondell Reynolds Brown,Derek S Green,Jenne Ayers,Paul Steinke,Frank Rizzo,W Wilson Goode Jr,Wilson Alexander,Allan Domb,Carla M Cain,Isaiah Thomas,Sherrie Cohen,Thomas Wyatt,Helen Gym,Ronald R Donatucci,3
Ed Neilson,4,17,17,5,0,0,0,1,0,0,1,0,0,0,0,0,1,3
Marnie Aument Loughrey,,3,16,4,1,0,0,1,1,0,1,1,0,1,0,0,2,3
William K Greenlee,,,0,5,1,0,1,1,0,0,1,0,0,0,1,0,2,3
Blondell Reynolds Brown,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Derek S Green,,,,,1,0,1,0,1,0,0,1,0,1,1,0,4,3
Jenne Ayers,,,,,,4,0,0,0,0,0,0,0,0,0,0,2,3
Paul Steinke,,,,,,,1,0,0,0,0,0,0,0,1,0,0,3
Frank Rizzo,,,,,,,,0,1,0,0,0,0,0,0,0,1,3
W Wilson Goode Jr,,,,,,,,,0,0,0,1,0,1,0,0,2,3
Wilson Alexander,,,,,,,,,,0,0,0,0,0,0,0,2,3
Allan Domb,,,,,,,,,,,0,0,0,0,0,0,0,3
Carla M Cain,,,,,,,,,,,,0,0,1,0,0,1,3
Isaiah Thomas,,,,,,,,,,,,,1,0,0,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,0,0,0,1,3
Thomas Wyatt,,,,,,,,,,,,,,,0,0,0,3
Helen Gym,,,,,,,,,,,,,,,,0,0,3
Ronald R Donatucci,,,,,,,,,,,,,,,,,2,3
Total,22,21,19,7,6,6,3,2,2,2,1,1,1,1,1,0,13,3
,Council At Large - Democrat,,,,,,,,,,,,,,,,Register Of Wills - Democrat,4
