col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Auditor General - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Eugene A Depasquale,Thaddeus Kirkland,H Douglass Brown,Anne Wakabayashi,Peter Cutty,Amanda Mcillmurray,Blake Rutherford,Jennifer Lentz,Maria Quinones Sanchez,Leanne Krueger Braneky,Kat Richter,Katherine Hunter Snyder,Cathy Brady,Angel Cruz,Ryan N Boyer,Ted Kirsch,Jacob Adeniran,All
Eugene A Depasquale,257,"2,711","2,564","2,461","2,373","2,346","2,345","2,383","2,347","2,230","2,180","2,156","2,162","2,155","2,106","2,075","2,021",All
Thaddeus Kirkland,,54,536,"2,533",554,530,"2,557","2,364","2,349","2,322",441,426,"2,258","2,239","2,281","2,168",373,All
H Douglass Brown,,,79,527,"2,628","2,544",409,544,468,391,"2,401","2,377",351,368,357,320,"2,288",All
Anne Wakabayashi,,,,9,539,600,"2,364","2,444","2,434","2,400",516,494,"2,315","2,234","2,276","2,170",419,All
Peter Cutty,,,,,28,"2,446",425,566,469,406,"2,323","2,300",350,394,375,348,"2,237",All
Amanda Mcillmurray,,,,,,14,391,614,533,454,"2,460","2,415",417,421,378,375,"2,305",All
Blake Rutherford,,,,,,,21,"2,266","2,197","2,192",314,313,"2,195","2,136","2,233","2,104",266,All
Jennifer Lentz,,,,,,,,3,"2,285","2,282",535,525,"2,265","2,236","2,199","2,160",461,All
Maria Quinones Sanchez,,,,,,,,,12,"2,310",474,497,"2,245","2,268","2,131","2,166",435,All
Leanne Krueger Braneky,,,,,,,,,,1,396,390,"2,224","2,161","2,126","2,123",329,All
Kat Richter,,,,,,,,,,,2,"2,368",339,382,332,340,"2,261",All
Katherine Hunter Snyder,,,,,,,,,,,,4,350,388,325,347,"2,247",All
Cathy Brady,,,,,,,,,,,,,4,"2,147","2,122","2,099",280,All
Angel Cruz,,,,,,,,,,,,,,0,"2,105","2,146",339,All
Ryan N Boyer,,,,,,,,,,,,,,,3,"2,061",278,All
Ted Kirsch,,,,,,,,,,,,,,,,3,297,All
Jacob Adeniran,,,,,,,,,,,,,,,,,1,All
