col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,division
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,All
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Jerry T Jordan,Ken Washington,Vincent Hughes,Mary Jo Daley,Blondell Reynolds Brown,Mark Aronchick,Michelle W Singer,Nicole Allen White,Heather A Steinmiller,Joe Foster,Yasmeen Kaboud,Lou Agre,Ariana Flores Gordon,Sherrie Cohen,Carol Rose Fleischman,Hamdi Soysal,Gwen Snyder,Tonya Diane Bah,William Leopold,Margaret Lenzi,Waleed Shahid,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,All
Cindy Bass,51,"1,142","1,117","1,063",836,788,821,740,766,743,729,718,709,274,271,136,138,114,112,115,89,81,85,64,722,228,188,239,All
Malcolm Kenyatta,,16,"1,078","1,046",793,773,788,713,756,722,709,689,690,271,269,135,138,126,119,115,83,93,88,74,628,191,129,136,All
Katherine J Gilmore,,,11,"1,013",779,731,786,699,749,717,704,697,691,248,235,115,117,106,101,98,61,63,69,53,608,171,119,128,All
Jerry T Jordan,,,,5,747,715,748,678,730,684,679,667,673,238,255,111,122,103,100,104,65,77,71,57,569,164,106,117,All
Ken Washington,,,,,11,763,765,717,740,728,725,709,696,121,132,94,99,85,83,85,63,64,63,46,552,148,62,42,All
Vincent Hughes,,,,,,9,714,752,681,718,718,687,704,106,101,67,83,63,61,73,68,75,80,69,545,135,62,35,All
Mary Jo Daley,,,,,,,0,676,758,695,682,680,677,120,117,92,103,90,86,80,56,46,52,35,524,138,65,44,All
Blondell Reynolds Brown,,,,,,,,1,657,694,684,670,673,85,76,48,58,46,43,58,52,57,57,49,508,127,47,31,All
Mark Aronchick,,,,,,,,,2,680,658,660,661,105,104,82,98,73,71,73,41,47,47,30,494,119,60,37,All
Michelle W Singer,,,,,,,,,,0,701,702,676,87,79,50,61,47,48,59,48,54,60,42,480,118,50,38,All
Nicole Allen White,,,,,,,,,,,1,676,677,84,75,56,56,40,38,52,48,49,64,48,475,115,53,38,All
Heather A Steinmiller,,,,,,,,,,,,0,669,66,71,32,51,32,30,43,38,46,49,27,484,96,45,35,All
Joe Foster,,,,,,,,,,,,,0,69,68,41,46,32,30,45,40,46,53,40,472,114,39,33,All
Yasmeen Kaboud,,,,,,,,,,,,,,12,411,275,266,259,256,250,222,210,195,201,206,134,123,109,All
Lou Agre,,,,,,,,,,,,,,,6,268,267,257,256,239,214,207,190,197,196,125,117,102,All
Ariana Flores Gordon,,,,,,,,,,,,,,,,3,259,250,251,228,201,195,178,187,139,95,53,33,All
Sherrie Cohen,,,,,,,,,,,,,,,,,0,251,257,233,211,208,193,188,140,99,56,28,All
Carol Rose Fleischman,,,,,,,,,,,,,,,,,,0,254,222,197,194,181,180,127,94,52,23,All
Hamdi Soysal,,,,,,,,,,,,,,,,,,,0,222,198,204,175,188,126,89,49,22,All
Gwen Snyder,,,,,,,,,,,,,,,,,,,,0,205,201,185,188,121,88,48,26,All
Tonya Diane Bah,,,,,,,,,,,,,,,,,,,,,2,201,191,186,111,77,53,24,All
William Leopold,,,,,,,,,,,,,,,,,,,,,,0,185,182,109,78,39,17,All
Margaret Lenzi,,,,,,,,,,,,,,,,,,,,,,,0,187,104,70,43,21,All
Waleed Shahid,,,,,,,,,,,,,,,,,,,,,,,,0,99,75,44,22,All
Katie Mcginty,,,,,,,,,,,,,,,,,,,,,,,,,151,0,0,0,All
Joe Sestak,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,0,All
John Fetterman,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0,All
Joseph J Vodvarka,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,All
Total,"1,663","1,321","1,257","1,170",958,910,900,837,837,806,803,776,770,634,602,349,347,323,310,307,284,263,258,257,"1,117",464,383,383,All
,Delegate To The Democratic National Convention 2nd District,,,,,,,,,,,,,,,,,,,,,,,,United States Senator - Democrat,,,,1
,Cindy Bass,Malcolm Kenyatta,Katherine J Gilmore,Ken Washington,Jerry T Jordan,Lou Agre,Yasmeen Kaboud,Mary Jo Daley,Mark Aronchick,Vincent Hughes,Heather A Steinmiller,Blondell Reynolds Brown,Nicole Allen White,Tonya Diane Bah,Ariana Flores Gordon,Joe Foster,Michelle W Singer,Carol Rose Fleischman,Sherrie Cohen,William Leopold,Gwen Snyder,Hamdi Soysal,Margaret Lenzi,Waleed Shahid,Katie Mcginty,Joe Sestak,John Fetterman,Joseph J Vodvarka,1
Cindy Bass,0,35,32,25,27,12,9,22,22,14,14,10,12,4,3,12,12,5,3,2,2,2,2,0,19,8,8,9,1
Malcolm Kenyatta,,0,32,24,28,14,12,22,21,14,14,12,12,6,3,12,12,6,3,4,2,4,2,1,16,7,10,6,1
Katherine J Gilmore,,,1,21,24,13,11,18,21,12,12,8,11,4,4,9,11,5,2,2,2,2,1,1,14,5,8,4,1
Ken Washington,,,,0,16,5,3,20,20,14,13,10,13,5,3,12,12,5,3,3,2,3,2,1,16,7,4,1,1
Jerry T Jordan,,,,,0,11,9,15,15,11,12,9,8,3,1,11,9,3,3,2,0,2,2,0,11,3,7,4,1
Lou Agre,,,,,,0,18,3,5,3,2,1,2,9,10,3,1,6,7,6,6,7,3,4,10,1,10,5,1
Yasmeen Kaboud,,,,,,,1,2,2,2,0,1,2,8,10,1,0,7,7,7,7,6,4,3,9,2,7,5,1
Mary Jo Daley,,,,,,,,0,17,10,11,9,10,5,2,11,10,4,2,1,2,2,2,0,12,5,3,1,1
