col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In Congress 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Robert A Brady,H Douglass Brown,Thaddeus Kirkland,Peter Cutty,Amanda Mcillmurray,Blake Rutherford,Katherine Hunter Snyder,Kat Richter,Anne Wakabayashi,Jacob Adeniran,Jennifer Lentz,Maria Quinones Sanchez,Leanne Krueger Braneky,Ryan N Boyer,Cathy Brady,Angel Cruz,Ted Kirsch,All
Robert A Brady,"1,146","2,638","2,716","2,223","2,090","2,199","1,893","1,867","1,955","1,752","1,841","1,781","1,727","1,731","1,683","1,677","1,608",All
H Douglass Brown,,53,508,"2,285","2,183",423,"2,008","2,006",410,"1,903",421,321,311,324,292,310,262,All
Thaddeus Kirkland,,,64,468,403,"2,070",326,318,"1,851",265,"1,660","1,643","1,655","1,642","1,565","1,541","1,511",All
Peter Cutty,,,,21,"2,032",383,"1,893","1,895",371,"1,840",400,299,286,309,246,297,248,All
Amanda Mcillmurray,,,,,4,325,"2,038","2,047",416,"1,918",447,339,323,313,305,329,275,All
Blake Rutherford,,,,,,17,269,262,"1,709",213,"1,619","1,539","1,533","1,624","1,519","1,487","1,448",All
Katherine Hunter Snyder,,,,,,,3,"1,942",353,"1,857",358,313,268,266,253,293,255,All
Kat Richter,,,,,,,,2,333,"1,868",362,291,260,268,213,278,240,All
Anne Wakabayashi,,,,,,,,,6,293,"1,739","1,673","1,679","1,666","1,593","1,578","1,513",All
Jacob Adeniran,,,,,,,,,,0,311,266,227,226,192,246,234,All
Jennifer Lentz,,,,,,,,,,,5,"1,543","1,560","1,610","1,532","1,550","1,494",All
Maria Quinones Sanchez,,,,,,,,,,,,4,"1,608","1,479","1,513","1,551","1,525",All
Leanne Krueger Braneky,,,,,,,,,,,,,5,"1,505","1,510","1,490","1,457",All
Ryan N Boyer,,,,,,,,,,,,,,4,"1,502","1,476","1,455",All
Cathy Brady,,,,,,,,,,,,,,,2,"1,469","1,437",All
Angel Cruz,,,,,,,,,,,,,,,,2,"1,504",All
Ted Kirsch,,,,,,,,,,,,,,,,,4,All
Total,"6,631","3,042","2,989","2,586","2,424","2,409","2,203","2,181","2,145","2,039","2,009","1,950","1,893","1,890","1,853","1,829","1,763",All
,Representative In Congress 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Robert A Brady,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Thaddeus Kirkland,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,Blake Rutherford,Jennifer Lentz,Anne Wakabayashi,Ryan N Boyer,Angel Cruz,Cathy Brady,Maria Quinones Sanchez,Ted Kirsch,Leanne Krueger Braneky,1
Robert A Brady,14,39,36,35,30,30,31,29,23,24,23,21,20,16,17,19,17,1
H Douglass Brown,,1,39,33,7,32,31,30,6,6,6,6,4,2,2,3,4,1
Peter Cutty,,,0,34,7,32,32,30,6,7,7,7,5,3,3,4,4,1
Amanda Mcillmurray,,,,0,5,31,33,29,6,8,9,9,6,2,3,5,3,1
Thaddeus Kirkland,,,,,0,7,4,7,23,19,22,19,14,19,17,16,16,1
Kat Richter,,,,,,0,30,30,6,6,6,6,5,1,3,3,4,1
Katherine Hunter Snyder,,,,,,,0,29,4,5,6,6,6,1,3,5,2,1
Jacob Adeniran,,,,,,,,0,6,6,7,6,7,1,4,4,4,1
Blake Rutherford,,,,,,,,,1,21,20,19,14,15,16,15,14,1
Jennifer Lentz,,,,,,,,,,0,20,20,18,16,18,18,14,1
Anne Wakabayashi,,,,,,,,,,,0,21,16,16,16,15,15,1
Ryan N Boyer,,,,,,,,,,,,0,14,13,15,16,13,1
Angel Cruz,,,,,,,,,,,,,1,13,17,17,13,1
Cathy Brady,,,,,,,,,,,,,,0,16,15,12,1
Maria Quinones Sanchez,,,,,,,,,,,,,,,0,18,13,1
Ted Kirsch,,,,,,,,,,,,,,,,0,12,1
Leanne Krueger Braneky,,,,,,,,,,,,,,,,,0,1
Total,86,45,41,38,36,34,34,33,27,27,26,23,22,21,21,21,17,1
,Representative In Congress 1st District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,2
,Robert A Brady,Thaddeus Kirkland,Blake Rutherford,Jennifer Lentz,Anne Wakabayashi,Ryan N Boyer,Cathy Brady,Maria Quinones Sanchez,Angel Cruz,Leanne Krueger Braneky,Ted Kirsch,H Douglass Brown,Peter Cutty,Amanda Mcillmurray,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,2
Robert A Brady,7,58,53,51,50,48,46,46,44,44,40,27,25,20,21,18,15,2
Thaddeus Kirkland,,0,52,48,47,45,44,44,44,44,39,9,9,7,7,5,2,2
Blake Rutherford,,,0,46,44,45,42,43,42,41,39,8,9,6,6,4,3,2
Jennifer Lentz,,,,0,48,44,44,44,44,43,39,6,8,7,7,6,3,2
Anne Wakabayashi,,,,,0,46,43,42,44,42,37,4,6,5,5,5,2,2
Ryan N Boyer,,,,,,0,43,42,42,40,38,3,5,3,3,2,1,2
Cathy Brady,,,,,,,0,42,41,42,37,4,5,5,5,2,0,2
Maria Quinones Sanchez,,,,,,,,0,41,41,39,4,4,5,6,5,2,2
