col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Representative In The General Assembly 180th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,All
,Angel Cruz,Angel Cruz,Thaddeus Kirkland,Maria Quinones Sanchez,Blake Rutherford,H Douglass Brown,Anne Wakabayashi,Leanne Krueger Braneky,Jennifer Lentz,Peter Cutty,Ryan N Boyer,Cathy Brady,Ted Kirsch,Amanda Mcillmurray,Kat Richter,Katherine Hunter Snyder,Jacob Adeniran,All
Angel Cruz,541,918,783,589,528,410,384,361,357,319,314,314,292,224,183,180,152,All
Angel Cruz,,27,384,410,319,86,330,317,332,85,291,289,285,86,59,69,46,All
Thaddeus Kirkland,,,28,384,484,141,383,359,331,141,314,305,286,77,38,49,28,All
Maria Quinones Sanchez,,,,74,300,75,331,323,310,75,281,288,283,80,55,65,47,All
Blake Rutherford,,,,,8,121,315,291,311,124,298,287,261,56,32,32,22,All
H Douglass Brown,,,,,,18,65,56,71,282,47,50,38,216,187,175,162,All
Anne Wakabayashi,,,,,,,3,343,317,58,303,288,264,59,33,34,18,All
Leanne Krueger Braneky,,,,,,,,2,298,61,283,283,258,66,35,39,27,All
Jennifer Lentz,,,,,,,,,0,77,297,298,269,84,44,45,34,All
Peter Cutty,,,,,,,,,,4,43,51,33,197,171,162,150,All
Ryan N Boyer,,,,,,,,,,,0,275,253,49,22,27,16,All
Cathy Brady,,,,,,,,,,,,1,263,59,25,32,17,All
Ted Kirsch,,,,,,,,,,,,,1,40,29,34,26,All
Amanda Mcillmurray,,,,,,,,,,,,,,2,201,186,168,All
Kat Richter,,,,,,,,,,,,,,,1,179,166,All
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,155,All
Jacob Adeniran,,,,,,,,,,,,,,,,,0,All
Total,"2,387",976,866,717,583,484,428,403,395,369,349,347,323,277,228,221,188,All
,Representative In The General Assembly 180th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,1
,Angel Cruz,Angel Cruz,Thaddeus Kirkland,Maria Quinones Sanchez,Blake Rutherford,H Douglass Brown,Peter Cutty,Cathy Brady,Jennifer Lentz,Ted Kirsch,Anne Wakabayashi,Ryan N Boyer,Leanne Krueger Braneky,Amanda Mcillmurray,Katherine Hunter Snyder,Kat Richter,Jacob Adeniran,1
Angel Cruz,43,65,27,23,18,12,11,6,6,7,5,5,3,2,3,2,1,1
Angel Cruz,,5,8,14,6,1,2,4,6,6,5,4,3,1,2,1,1,1
Thaddeus Kirkland,,,1,8,15,6,7,6,7,7,6,6,4,2,2,1,1,1
Maria Quinones Sanchez,,,,2,6,1,2,4,6,6,5,4,3,1,2,1,1,1
Blake Rutherford,,,,,0,6,7,4,6,4,5,5,3,1,1,1,1,1
H Douglass Brown,,,,,,0,6,2,2,1,2,1,1,2,1,1,0,1
Peter Cutty,,,,,,,0,1,2,0,1,2,1,1,1,1,1,1
Cathy Brady,,,,,,,,0,5,5,5,4,3,2,1,0,0,1
Jennifer Lentz,,,,,,,,,0,5,6,5,3,2,2,1,1,1
Ted Kirsch,,,,,,,,,,0,5,4,3,1,1,0,0,1
Anne Wakabayashi,,,,,,,,,,,0,4,3,2,1,0,0,1
Ryan N Boyer,,,,,,,,,,,,0,3,1,1,1,1,1
Leanne Krueger Braneky,,,,,,,,,,,,,1,1,0,0,0,1
Amanda Mcillmurray,,,,,,,,,,,,,,0,2,1,0,1
Katherine Hunter Snyder,,,,,,,,,,,,,,,0,2,1,1
Kat Richter,,,,,,,,,,,,,,,,0,1,1
Jacob Adeniran,,,,,,,,,,,,,,,,,0,1
Total,152,70,29,25,19,14,13,7,7,7,6,6,5,3,3,2,1,1
,Representative In The General Assembly 180th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,2
,Angel Cruz,Thaddeus Kirkland,Angel Cruz,H Douglass Brown,Peter Cutty,Blake Rutherford,Maria Quinones Sanchez,Amanda Mcillmurray,Jennifer Lentz,Anne Wakabayashi,Cathy Brady,Jacob Adeniran,Kat Richter,Leanne Krueger Braneky,Ryan N Boyer,Katherine Hunter Snyder,Ted Kirsch,2
Angel Cruz,18,16,14,13,12,9,7,7,6,5,4,4,4,4,4,3,3,2
Thaddeus Kirkland,,0,3,5,5,10,4,2,5,5,4,0,0,4,4,0,3,2
Angel Cruz,,,0,0,0,3,4,0,4,3,3,0,0,3,3,0,3,2
H Douglass Brown,,,,1,10,4,0,7,2,2,1,4,4,1,1,3,0,2
Peter Cutty,,,,,0,4,0,6,2,2,1,4,4,1,1,3,0,2
Blake Rutherford,,,,,,0,4,1,4,4,4,0,0,4,4,0,3,2
Maria Quinones Sanchez,,,,,,,3,0,3,3,3,0,0,3,3,0,3,2
Amanda Mcillmurray,,,,,,,,0,2,2,1,4,4,1,1,3,0,2
Jennifer Lentz,,,,,,,,,0,5,4,0,0,4,4,0,3,2
Anne Wakabayashi,,,,,,,,,,0,4,0,0,4,4,0,3,2
Cathy Brady,,,,,,,,,,,0,0,0,4,4,0,3,2
Jacob Adeniran,,,,,,,,,,,,0,4,0,0,3,0,2
Kat Richter,,,,,,,,,,,,,0,0,0,3,0,2
Leanne Krueger Braneky,,,,,,,,,,,,,,0,4,0,3,2
Ryan N Boyer,,,,,,,,,,,,,,,0,0,3,2
Katherine Hunter Snyder,,,,,,,,,,,,,,,,0,0,2
Ted Kirsch,,,,,,,,,,,,,,,,,0,2
Total,57,17,14,14,12,10,10,7,6,5,4,4,4,4,4,3,3,2
,Representative In The General Assembly 180th District - Democrat,Delegate To The Democratic National Convention 1st District,,,,,,,,,,,,,,,,3
