col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,United States Senator - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Bob Casey Jr,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Andi Perez,Micah Mahjoubian,Judi Golding Baker,Tom Young,Mariel J K Martin,Noam Kugelmass,Darrell L Clarke,Joe Celentano,Matthew D Myers,Jon Geeting,All
Bob Casey Jr,"106,265","16,094","14,144","12,753","12,428","12,217","11,713","11,610","11,184","10,108","9,663","8,910","7,716","6,533",All
Rhea Powell,,113,"9,855","9,802","8,426","8,128","7,991","7,330","7,600","7,255","5,205","6,857","3,573","4,461",All
Marylouise Isaacson,,,37,"9,322","9,030","8,553","8,061","7,352","8,750","5,825","6,250","5,042","4,976","3,575",All
Amanda Mcillmurray,,,,72,"7,427","6,391","7,570","5,728","7,342","5,640","4,521","5,046","3,419","3,694",All
Andi Perez,,,,,23,"7,595","6,404","6,739","7,625","5,267","5,741","4,644","4,461","3,736",All
Micah Mahjoubian,,,,,,43,"5,526","7,162","6,596","5,704","5,293","5,099","4,022","2,945",All
Judi Golding Baker,,,,,,,30,"4,525","6,337","5,061","4,776","3,433","4,473","2,976",All
Tom Young,,,,,,,,78,"5,860","5,545","4,737","5,510","4,220","3,361",All
Mariel J K Martin,,,,,,,,,34,"4,365","5,472","3,764","4,524","2,658",All
Noam Kugelmass,,,,,,,,,,41,"3,036","4,586","2,928","3,238",All
Darrell L Clarke,,,,,,,,,,,109,"2,590","4,492","2,125",All
Joe Celentano,,,,,,,,,,,,134,"2,196","3,183",All
Matthew D Myers,,,,,,,,,,,,,224,"2,053",All
Jon Geeting,,,,,,,,,,,,,,31,All
Total,"134,245","16,573","14,538","13,171","12,762","12,513","12,008","11,961","11,599","10,381","10,118","9,300","8,263","6,726",All
