col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,All
,Bob Casey Jr,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Monica Maria Djerassi,Lisa Rhodes,Linda Norris,Kevin Bundy,Rebecca Poyourow,John Brady,Nat Lownes,Joe Khan,Jacque Whaumbush,All
Bob Casey Jr,236,722,590,581,463,340,339,337,322,180,156,142,132,109,All
Kathryn S Huggins,,16,447,459,385,291,287,279,244,146,106,113,92,84,All
Ken Washington,,,12,426,399,254,249,253,239,107,97,91,93,57,All
Dewayne Drummond,,,,14,379,255,254,246,233,117,99,100,79,67,All
Liam G Boyle,,,,,3,215,207,209,199,75,60,63,53,34,All
Monica Maria Djerassi,,,,,,4,243,243,102,120,58,53,70,66,All
Lisa Rhodes,,,,,,,1,273,97,89,65,51,53,80,All
Linda Norris,,,,,,,,0,84,87,70,42,55,67,All
Kevin Bundy,,,,,,,,,0,76,83,86,60,47,All
Rebecca Poyourow,,,,,,,,,,0,45,60,56,52,All
John Brady,,,,,,,,,,,4,62,50,29,All
Nat Lownes,,,,,,,,,,,,0,46,30,All
Joe Khan,,,,,,,,,,,,,3,33,All
Jacque Whaumbush,,,,,,,,,,,,,,0,All
Total,"1,259",762,618,617,479,356,353,350,341,187,169,149,140,116,All
