col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Representative In The General Assembly 195th District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Donna Bullock,Rhea Powell,Marylouise Isaacson,Tom Young,Andi Perez,Micah Mahjoubian,Darrell L Clarke,Mariel J K Martin,Amanda Mcillmurray,Noam Kugelmass,Judi Golding Baker,Joe Celentano,Matthew D Myers,Jon Geeting,All
Donna Bullock,24,67,62,60,58,56,54,49,49,41,39,32,29,24,All
Rhea Powell,,0,44,38,39,34,26,36,41,34,28,25,12,17,All
Marylouise Isaacson,,,0,36,41,36,32,38,38,26,25,20,19,20,All
Tom Young,,,,1,37,37,32,31,25,31,19,29,23,18,All
Andi Perez,,,,,0,35,33,38,29,22,25,22,24,19,All
Micah Mahjoubian,,,,,,0,25,27,27,25,19,20,20,14,All
Darrell L Clarke,,,,,,,0,30,26,14,23,13,25,12,All
Mariel J K Martin,,,,,,,,1,30,20,22,14,21,12,All
Amanda Mcillmurray,,,,,,,,,0,24,26,13,13,14,All
Noam Kugelmass,,,,,,,,,,0,17,19,8,13,All
Judi Golding Baker,,,,,,,,,,,0,12,14,7,All
Joe Celentano,,,,,,,,,,,,0,9,10,All
Matthew D Myers,,,,,,,,,,,,,0,7,All
Jon Geeting,,,,,,,,,,,,,,0,All
Total,134,67,62,61,60,56,55,51,49,41,39,32,30,26,All
,Representative In The General Assembly 195th District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,10
,Donna Bullock,Rhea Powell,Marylouise Isaacson,Tom Young,Andi Perez,Micah Mahjoubian,Darrell L Clarke,Mariel J K Martin,Amanda Mcillmurray,Noam Kugelmass,Judi Golding Baker,Joe Celentano,Matthew D Myers,Jon Geeting,10
Donna Bullock,24,67,62,60,58,56,54,49,49,41,39,32,29,24,10
Rhea Powell,,0,44,38,39,34,26,36,41,34,28,25,12,17,10
Marylouise Isaacson,,,0,36,41,36,32,38,38,26,25,20,19,20,10
Tom Young,,,,1,37,37,32,31,25,31,19,29,23,18,10
Andi Perez,,,,,0,35,33,38,29,22,25,22,24,19,10
Micah Mahjoubian,,,,,,0,25,27,27,25,19,20,20,14,10
Darrell L Clarke,,,,,,,0,30,26,14,23,13,25,12,10
Mariel J K Martin,,,,,,,,1,30,20,22,14,21,12,10
Amanda Mcillmurray,,,,,,,,,0,24,26,13,13,14,10
Noam Kugelmass,,,,,,,,,,0,17,19,8,13,10
Judi Golding Baker,,,,,,,,,,,0,12,14,7,10
Joe Celentano,,,,,,,,,,,,0,9,10,10
Matthew D Myers,,,,,,,,,,,,,0,7,10
Jon Geeting,,,,,,,,,,,,,,0,10
Total,134,67,62,61,60,56,55,51,49,41,39,32,30,26,10
