col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Bob Casey Jr,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,All
Bob Casey Jr,380,731,577,555,425,404,353,322,312,311,All
Jaime Bouldin,,22,467,451,337,332,313,297,285,287,All
David Rodriguez,,,7,464,342,331,317,303,298,296,All
Humberto Perez,,,,8,324,321,298,288,286,292,All
Barbara Carroll,,,,,3,362,329,302,293,290,All
Sharon Vaughn,,,,,,4,329,294,288,289,All
Latrice Y Bryant,,,,,,,0,280,289,291,All
Dustin Morris,,,,,,,,3,273,277,All
Jonathan M Gary,,,,,,,,,2,283,All
Robert Taylor,,,,,,,,,,1,All
Total,"1,430",765,603,577,446,428,364,339,323,322,All
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1
,Bob Casey Jr,Jaime Bouldin,David Rodriguez,Humberto Perez,Jonathan M Gary,Barbara Carroll,Robert Taylor,Sharon Vaughn,Dustin Morris,Latrice Y Bryant,1
Bob Casey Jr,4,11,11,11,11,8,7,7,6,6,1
Jaime Bouldin,,1,9,10,7,6,6,5,6,6,1
David Rodriguez,,,0,9,6,7,6,3,6,6,1
Humberto Perez,,,,0,6,6,7,4,6,6,1
Jonathan M Gary,,,,,0,7,6,5,6,6,1
Barbara Carroll,,,,,,0,6,4,6,6,1
Robert Taylor,,,,,,,0,3,6,6,1
Sharon Vaughn,,,,,,,,0,3,3,1
Dustin Morris,,,,,,,,,0,6,1
Latrice Y Bryant,,,,,,,,,,0,1
Total,25,13,12,12,11,8,7,7,6,6,1
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,2
,Bob Casey Jr,Jaime Bouldin,Humberto Perez,David Rodriguez,Dustin Morris,Latrice Y Bryant,Sharon Vaughn,Barbara Carroll,Jonathan M Gary,Robert Taylor,2
Bob Casey Jr,9,28,21,20,12,12,11,10,10,9,2
Jaime Bouldin,,0,16,18,9,11,10,9,9,8,2
Humberto Perez,,,0,16,10,9,9,9,8,8,2
David Rodriguez,,,,0,10,11,9,9,10,8,2
Dustin Morris,,,,,0,10,8,8,10,8,2
Latrice Y Bryant,,,,,,0,10,10,10,8,2
Sharon Vaughn,,,,,,,0,10,8,9,2
Barbara Carroll,,,,,,,,0,8,8,2
Jonathan M Gary,,,,,,,,,0,8,2
Robert Taylor,,,,,,,,,,0,2
Total,43,28,21,20,12,12,11,10,10,9,2
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,3
,Bob Casey Jr,Humberto Perez,Jaime Bouldin,David Rodriguez,Sharon Vaughn,Latrice Y Bryant,Barbara Carroll,Jonathan M Gary,Robert Taylor,Dustin Morris,3
Bob Casey Jr,16,24,23,21,16,15,14,14,14,12,3
Humberto Perez,,0,18,19,14,14,13,14,14,12,3
Jaime Bouldin,,,0,17,14,13,14,13,13,12,3
David Rodriguez,,,,0,13,14,12,13,13,11,3
Sharon Vaughn,,,,,0,14,13,14,14,12,3
Latrice Y Bryant,,,,,,0,13,14,14,12,3
Barbara Carroll,,,,,,,0,13,13,12,3
Jonathan M Gary,,,,,,,,0,14,12,3
Robert Taylor,,,,,,,,,0,12,3
Dustin Morris,,,,,,,,,,1,3
Total,49,25,23,22,16,15,14,14,14,13,3
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,4
,Bob Casey Jr,Jaime Bouldin,Humberto Perez,David Rodriguez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,4
Bob Casey Jr,13,37,32,30,20,19,20,18,18,16,4
Jaime Bouldin,,0,27,26,17,17,17,18,17,17,4
Humberto Perez,,,0,28,19,19,20,17,18,16,4
David Rodriguez,,,,0,20,19,19,17,18,17,4
Sharon Vaughn,,,,,0,19,19,17,18,17,4
Barbara Carroll,,,,,,1,19,17,18,16,4
Latrice Y Bryant,,,,,,,0,17,18,16,4
Dustin Morris,,,,,,,,0,17,17,4
Jonathan M Gary,,,,,,,,,0,16,4
Robert Taylor,,,,,,,,,,0,4
Total,59,38,32,31,21,20,20,19,18,18,4
,United States Senator - Democrat,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,5
,Bob Casey Jr,Jonathan M Gary,David Rodriguez,Humberto Perez,Jaime Bouldin,Sharon Vaughn,Barbara Carroll,Dustin Morris,Latrice Y Bryant,Robert Taylor,5
Bob Casey Jr,5,7,5,6,6,6,4,4,4,4,5
Jonathan M Gary,,0,4,4,4,3,3,3,4,4,5
David Rodriguez,,,0,5,5,4,5,4,4,4,5
Humberto Perez,,,,0,5,4,4,4,4,4,5
Jaime Bouldin,,,,,0,4,4,4,4,4,5
